Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
219956	D08	838	219956	20210225	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	D09	376	219956	20210225	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	D10	1456	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	D11	1062	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E02	1893	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E03	737	219956	20210225	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E04	908	219956	20210225	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E05	904	219956	20210225	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E06	1081	219956	20210225	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E07	1006	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E08	1083	219956	20210225	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E09	852	219956	20210225	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E10	988	219956	20210225	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	E11	1113	219956	20210225	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F02	903	219956	20210225	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F03	1230	219956	20210225	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F04	599	219956	20210225	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F05	582	219956	20210225	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F06	902	219956	20210225	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F07	823	219956	20210225	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F08	1078	219956	20210225	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F09	641	219956	20210225	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F10	613	219956	20210225	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	F11	735	219956	20210225	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G02	648	219956	20210225	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G03	815	219956	20210225	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G04	439	219956	20210225	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G05	1163	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G06	913	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G07	533	219956	20210225	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G08	903	219956	20210225	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G09	402	219956	20210225	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G10	1008	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
219956	G11	803	219956	20210225	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
