Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
218852	B02	8704	218852	20200824	WT parental	1	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B03	6897	218852	20200824	WT clone 04	2	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B04	6754	218852	20200824	WT clone 05	3	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B05	7127	218852	20200824	WT clone 06	4	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B06	4719	218852	20200824	WT clone 07	5	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B07	5918	218852	20200824	CB5038 clone 13	6	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B08	1927	218852	20200824	CB5038 clone 14	7	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B09	4282	218852	20200824	CB5038 clone 15	8	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B10	2688	218852	20200824	CB5038 clone 16	9	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	B11	2657	218852	20200824	CB5038 clone 17	10	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C02	9301	218852	20200824	WT parental	1	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C03	6650	218852	20200824	WT clone 04	2	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C04	8209	218852	20200824	WT clone 05	3	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C05	8106	218852	20200824	WT clone 06	4	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C06	4637	218852	20200824	WT clone 07	5	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C07	5021	218852	20200824	CB5038 clone 13	6	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C08	2549	218852	20200824	CB5038 clone 14	7	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C09	4535	218852	20200824	CB5038 clone 15	8	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C10	3084	218852	20200824	CB5038 clone 16	9	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	C11	2517	218852	20200824	CB5038 clone 17	10	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D02	8995	218852	20200824	WT parental	1	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D03	5360	218852	20200824	WT clone 04	2	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D04	8853	218852	20200824	WT clone 05	3	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D05	7752	218852	20200824	WT clone 06	4	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D06	4170	218852	20200824	WT clone 07	5	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D07	4853	218852	20200824	CB5038 clone 13	6	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D08	2435	218852	20200824	CB5038 clone 14	7	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D09	4656	218852	20200824	CB5038 clone 15	8	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D10	2428	218852	20200824	CB5038 clone 16	9	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	D11	2865	218852	20200824	CB5038 clone 17	10	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E02	6332	218852	20200824	CB5038 clone 13	6	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E03	4378	218852	20200824	CB5038 clone 14	7	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E04	4560	218852	20200824	CB5038 clone 15	8	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E05	2967	218852	20200824	CB5038 clone 16	9	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E06	2433	218852	20200824	CB5038 clone 17	10	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E07	8765	218852	20200824	WT parental	1	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E08	6919	218852	20200824	WT clone 04	2	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E09	6657	218852	20200824	WT clone 05	3	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E10	10086	218852	20200824	WT clone 06	4	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	E11	6227	218852	20200824	WT clone 07	5	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F02	5401	218852	20200824	CB5038 clone 13	6	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F03	3183	218852	20200824	CB5038 clone 14	7	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F04	5008	218852	20200824	CB5038 clone 15	8	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F05	2788	218852	20200824	CB5038 clone 16	9	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F06	3189	218852	20200824	CB5038 clone 17	10	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F07	7535	218852	20200824	WT parental	1	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F08	6181	218852	20200824	WT clone 04	2	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F09	9160	218852	20200824	WT clone 05	3	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F10	9852	218852	20200824	WT clone 06	4	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	F11	5452	218852	20200824	WT clone 07	5	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G02	5166	218852	20200824	CB5038 clone 13	6	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G03	3811	218852	20200824	CB5038 clone 14	7	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G04	4705	218852	20200824	CB5038 clone 15	8	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G05	2977	218852	20200824	CB5038 clone 16	9	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G06	2799	218852	20200824	CB5038 clone 17	10	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G07	9771	218852	20200824	WT parental	1	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G08	6943	218852	20200824	WT clone 04	2	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G09	4759	218852	20200824	WT clone 05	3	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G10	8695	218852	20200824	WT clone 06	4	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
218852	G11	5236	218852	20200824	WT clone 07	5	0.1% DMSO	1	4 hr	5x10^3 cells/well	48 hr
