Metadata_Plate	Metadata_Well	Metadata_Site	cell_count	Metadata_plate_map_name	Metadata_clone_number	Metadata_plate_ID	Metadata_plate_filename	Metadata_treatment
217760	B02	1	2057	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	2	1888	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	3	2107	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	4	1765	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	5	1665	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	6	1795	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	7	1941	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	8	1414	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	9	1372	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	10	1859	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	11	1836	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	12	1529	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	13	1003	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	14	1295	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	15	2324	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	16	1223	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B02	17	1137	217760	BZ017	217760	20191120-20191115-HiDensity	DMSO
217760	B03	1	2046	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	2	1681	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	3	1967	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	4	1757	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	5	1410	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	6	1747	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	7	2049	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	8	1734	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	9	1365	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	10	1548	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
217760	B03	11	1884	217760	WT002	217760	20191120-20191115-HiDensity	DMSO
