Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
220040	B02	2291	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B03	1747	220040	20210305	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B04	959	220040	20210305	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B05	1085	220040	20210305	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B06	1168	220040	20210305	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B07	1634	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B08	1330	220040	20210305	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B09	1142	220040	20210305	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B10	724	220040	20210305	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	B11	982	220040	20210305	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C02	1030	220040	20210305	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C03	898	220040	20210305	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C04	676	220040	20210305	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C05	599	220040	20210305	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C06	561	220040	20210305	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C07	1060	220040	20210305	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C08	1007	220040	20210305	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C09	676	220040	20210305	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C10	540	220040	20210305	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	C11	656	220040	20210305	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D02	622	220040	20210305	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D03	593	220040	20210305	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D04	645	220040	20210305	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D05	1573	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D06	2038	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D07	595	220040	20210305	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D08	703	220040	20210305	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D09	992	220040	20210305	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D10	2755	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	D11	1609	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E02	1655	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E03	1756	220040	20210305	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E04	1160	220040	20210305	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E05	1824	220040	20210305	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E06	1093	220040	20210305	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E07	3214	220040	20210305	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E08	1865	220040	20210305	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220040	E09	1153	220040	20210305	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
