Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
221058	B02	2431	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B03	1644	221058	20210728	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B04	1317	221058	20210728	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B05	660	221058	20210728	WT clone 10	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B06	2307	221058	20210728	WT clone 12	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B07	1576	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B08	1462	221058	20210728	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B09	1305	221058	20210728	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B10	425	221058	20210728	WT clone 10	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	B11	2334	221058	20210728	WT clone 12	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C02	1168	221058	20210728	BZ007	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C03	1646	221058	20210728	BZ006	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C04	1696	221058	20210728	WT clone 15	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C05	1532	221058	20210728	WT clone 14	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C06	1265	221058	20210728	WT clone 13	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C07	1313	221058	20210728	BZ007	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C08	1735	221058	20210728	BZ006	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C09	1790	221058	20210728	WT clone 15	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C10	1545	221058	20210728	WT clone 14	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	C11	2182	221058	20210728	WT clone 13	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D02	1550	221058	20210728	BZ008	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D03	889	221058	20210728	BZ009	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D04	1381	221058	20210728	BZ010	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D05	2710	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D06	2909	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D07	1584	221058	20210728	BZ008	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D08	809	221058	20210728	BZ009	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D09	1274	221058	20210728	BZ010	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D10	3726	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	D11	3327	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E02	1493	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E03	1263	221058	20210728	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E04	1454	221058	20210728	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E05	666	221058	20210728	WT clone 10	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E06	2472	221058	20210728	WT clone 12	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E07	1537	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E08	941	221058	20210728	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E09	1389	221058	20210728	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E10	567	221058	20210728	WT clone 10	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	E11	2021	221058	20210728	WT clone 12	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F02	1387	221058	20210728	BZ007	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F03	1731	221058	20210728	BZ006	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F04	1709	221058	20210728	WT clone 15	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F05	1611	221058	20210728	WT clone 14	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F06	1386	221058	20210728	WT clone 13	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F07	1415	221058	20210728	BZ007	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F08	1764	221058	20210728	BZ006	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F09	2513	221058	20210728	WT clone 15	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F10	1741	221058	20210728	WT clone 14	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	F11	1144	221058	20210728	WT clone 13	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G02	1453	221058	20210728	BZ008	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G03	817	221058	20210728	BZ009	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G04	1167	221058	20210728	BZ010	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G05	2797	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G06	3152	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G07	1358	221058	20210728	BZ008	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G08	514	221058	20210728	BZ009	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G09	1213	221058	20210728	BZ010	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G10	3097	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
221058	G11	3022	221058	20210728	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
