Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
220056	B02	1079	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B03	614	220056	20210312	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B04	1941	220056	20210312	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B05	962	220056	20210312	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B06	991	220056	20210312	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B07	1189	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B08	673	220056	20210312	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B09	2410	220056	20210312	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B10	642	220056	20210312	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	B11	1010	220056	20210312	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C02	1374	220056	20210312	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C03	972	220056	20210312	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C04	645	220056	20210312	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C05	1285	220056	20210312	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C06	618	220056	20210312	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C07	1365	220056	20210312	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C08	989	220056	20210312	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C09	650	220056	20210312	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C10	1274	220056	20210312	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	C11	573	220056	20210312	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D02	683	220056	20210312	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D03	755	220056	20210312	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D04	856	220056	20210312	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D05	917	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D06	1112	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D07	713	220056	20210312	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D08	571	220056	20210312	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D09	658	220056	20210312	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D10	636	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	D11	667	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E02	759	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E03	507	220056	20210312	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E04	2061	220056	20210312	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E05	844	220056	20210312	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E06	824	220056	20210312	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E07	898	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E08	616	220056	20210312	Clone A	2	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E09	2103	220056	20210312	Clone E 	3	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E10	616	220056	20210312	WT clone 01	4	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	E11	870	220056	20210312	WT clone 02	5	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F02	953	220056	20210312	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F03	867	220056	20210312	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F04	906	220056	20210312	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F05	1284	220056	20210312	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F06	510	220056	20210312	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F07	1254	220056	20210312	BZ002	10	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F08	770	220056	20210312	BZ001	9	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F09	632	220056	20210312	WT clone 05	8	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F10	1567	220056	20210312	WT clone 04	7	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	F11	601	220056	20210312	WT clone 03	6	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G02	718	220056	20210312	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G03	641	220056	20210312	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G04	645	220056	20210312	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G05	797	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G06	840	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G07	632	220056	20210312	BZ003	11	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G08	573	220056	20210312	BZ004	12	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G09	602	220056	20210312	BZ005	13	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
220056	G10	704	220056	20210312	WT parental	1	0.1% DMSO	1	4 hr	2.5x10^3 cells/well	48 hr
