Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
218853	B02	9489	218853	20200824	WT parental	1	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B03	6638	218853	20200824	WT clone 04	2	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B04	7376	218853	20200824	WT clone 05	3	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B05	9928	218853	20200824	WT clone 06	4	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B06	6798	218853	20200824	WT clone 07	5	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B07	6251	218853	20200824	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B08	2334	218853	20200824	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B09	5172	218853	20200824	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B10	2027	218853	20200824	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	B11	2685	218853	20200824	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C02	11395	218853	20200824	WT parental	1	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C03	8026	218853	20200824	WT clone 04	2	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C04	6107	218853	20200824	WT clone 05	3	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C05	11484	218853	20200824	WT clone 06	4	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C06	6750	218853	20200824	WT clone 07	5	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C07	5815	218853	20200824	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C08	2609	218853	20200824	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C09	5507	218853	20200824	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C10	2542	218853	20200824	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	C11	2975	218853	20200824	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D02	10096	218853	20200824	WT parental	1	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D03	6452	218853	20200824	WT clone 04	2	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D04	6820	218853	20200824	WT clone 05	3	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D05	8082	218853	20200824	WT clone 06	4	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D06	5910	218853	20200824	WT clone 07	5	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D07	5985	218853	20200824	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D08	2255	218853	20200824	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D09	5637	218853	20200824	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D10	2114	218853	20200824	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	D11	3149	218853	20200824	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E02	6770	218853	20200824	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E03	3009	218853	20200824	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E04	6882	218853	20200824	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E05	2597	218853	20200824	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E06	2774	218853	20200824	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E07	8189	218853	20200824	WT parental	1	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E08	6132	218853	20200824	WT clone 04	2	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E09	7755	218853	20200824	WT clone 05	3	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E10	8119	218853	20200824	WT clone 06	4	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	E11	6727	218853	20200824	WT clone 07	5	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F02	6390	218853	20200824	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F03	3529	218853	20200824	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F04	5727	218853	20200824	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F05	2504	218853	20200824	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F06	2698	218853	20200824	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F07	9485	218853	20200824	WT parental	1	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F08	7489	218853	20200824	WT clone 04	2	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F09	7257	218853	20200824	WT clone 05	3	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F10	7917	218853	20200824	WT clone 06	4	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	F11	6494	218853	20200824	WT clone 07	5	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G02	6161	218853	20200824	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G03	3473	218853	20200824	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G04	5436	218853	20200824	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G05	2556	218853	20200824	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G06	3178	218853	20200824	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G07	9348	218853	20200824	WT parental	1	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G08	6269	218853	20200824	WT clone 04	2	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G09	7328	218853	20200824	WT clone 05	3	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G10	8216	218853	20200824	WT clone 06	4	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
218853	G11	6052	218853	20200824	WT clone 07	5	700 nM CB-5083	2	4 hr	5x10^3 cells/well	48 hr
