Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
218775	B02	15706	218775	20200823	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B03	15075	218775	20200823	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B04	11376	218775	20200823	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B05	17344	218775	20200823	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B06	8212	218775	20200823	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B07	9321	218775	20200823	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B08	14885	218775	20200823	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B09	11646	218775	20200823	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B10	8260	218775	20200823	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	B11	2051	218775	20200823	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C02	18365	218775	20200823	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C03	17048	218775	20200823	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C04	12366	218775	20200823	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C05	17701	218775	20200823	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C06	9485	218775	20200823	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C07	8853	218775	20200823	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C08	18777	218775	20200823	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C09	15440	218775	20200823	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C10	8920	218775	20200823	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	C11	2223	218775	20200823	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D02	19464	218775	20200823	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D03	16949	218775	20200823	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D04	9779	218775	20200823	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D05	14727	218775	20200823	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D06	8428	218775	20200823	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D07	7993	218775	20200823	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D08	12961	218775	20200823	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D09	15532	218775	20200823	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D10	7810	218775	20200823	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	D11	1578	218775	20200823	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	E02	7774	218775	20200823	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	E03	14418	218775	20200823	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	E04	15085	218775	20200823	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218775	E05	10127	218775	20200823	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
