Metadata_Plate	Metadata_Well	Metadata_Site	cell_count	Metadata_plate_map_name	Metadata_clone_number	Metadata_plate_ID	Metadata_plate_filename	Metadata_treatment
217762	C11	9	912	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	10	978	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	11	868	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	12	937	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	13	1172	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	14	926	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	15	893	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	16	1066	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	C11	17	1179	217762	WT_parental	217762	20191120-20191115-LoDensity	DMSO
217762	D02	1	1963	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	2	1297	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	3	791	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	4	1123	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	5	1250	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	6	1142	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	7	966	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	8	930	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	9	944	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	10	921	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	11	944	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	12	857	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	13	876	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	14	719	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	15	1198	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	16	801	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D02	17	658	217762	BZ017	217762	20191120-20191115-LoDensity	DMSO
217762	D03	1	1507	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	2	1289	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	3	1757	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	4	1154	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	5	1205	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	6	1393	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	7	812	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	8	929	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	9	937	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	10	1405	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	11	1920	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	12	692	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	13	724	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	14	965	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	15	975	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	16	709	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D03	17	1478	217762	WT002	217762	20191120-20191115-LoDensity	DMSO
217762	D04	1	1859	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	2	1648	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	3	2001	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	4	1453	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	5	1165	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	6	1360	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	7	1573	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	8	1135	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	9	1121	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	10	1325	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	11	1276	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	12	1167	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	13	1003	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	14	1172	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	15	1299	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	16	907	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D04	17	1365	217762	WT008	217762	20191120-20191115-LoDensity	DMSO
217762	D05	1	1307	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	2	1125	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	3	1262	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	4	923	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	5	939	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	6	735	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	7	1039	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	8	964	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
217762	D05	9	674	217762	WT009	217762	20191120-20191115-LoDensity	DMSO
