Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
220954	B02	2592	220954	20210719	WT parental	1	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B03	4719	220954	20210719	Clone A	2	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B04	4565	220954	20210719	Clone E 	3	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B05	2127	220954	20210719	WT clone 10	4	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B06	4459	220954	20210719	WT clone 12	5	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B07	1838	220954	20210719	WT parental	1	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B08	3711	220954	20210719	Clone A	2	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B09	2887	220954	20210719	Clone E 	3	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B10	1889	220954	20210719	WT clone 10	4	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	B11	3206	220954	20210719	WT clone 12	5	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C02	1359	220954	20210719	BZ007	10	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C03	5748	220954	20210719	BZ006	9	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C04	1953	220954	20210719	WT clone 15	8	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C05	1265	220954	20210719	WT clone 14	7	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C06	2321	220954	20210719	WT clone 13	6	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C07	1507	220954	20210719	BZ007	10	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C08	5806	220954	20210719	BZ006	9	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
220954	C09	1623	220954	20210719	WT clone 15	8	7 nM bortezomib	2	4 hr	2.5x10^3 cells/well	48 hr
