Metadata_Plate	Metadata_Well	cell_count	Metadata_plate_map_name	Metadata_date	Metadata_clone_number	Metadata_celltype_shorthand_from_plate_graph	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_cell_density	Metadata_time_to_adhere
219907	B02	6139	219814	20210205	WT parental	1	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B03	4567	219814	20210205	Clone A	2	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B04	5624	219814	20210205	Clone E 	3	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B05	5894	219814	20210205	WT clone 01	4	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B06	1277	219814	20210205	WT clone 02	5	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B07	5452	219814	20210205	WT parental	1	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B08	3252	219814	20210205	Clone A	2	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B09	5113	219814	20210205	Clone E 	3	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B10	5175	219814	20210205	WT clone 01	4	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	B11	1120	219814	20210205	WT clone 02	5	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C02	3223	219814	20210205	BZ002	10	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C03	2347	219814	20210205	BZ001	9	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C04	1727	219814	20210205	WT clone 05	8	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C05	2354	219814	20210205	WT clone 04	7	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C06	2771	219814	20210205	WT clone 03	6	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C07	3382	219814	20210205	BZ002	10	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C08	1794	219814	20210205	BZ001	9	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C09	1245	219814	20210205	WT clone 05	8	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C10	2132	219814	20210205	WT clone 04	7	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	C11	3422	219814	20210205	WT clone 03	6	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
219907	D02	2765	219814	20210205	BZ003	11	0.1% DMSO	1	13 hr	2.5x10^3 cells/well	48 hr
