column_match_pair_a,Metadata_clone_number_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b
1,BZ001,0,0.7935597978169088,0,BZ001
2,BZ001,0,0.8129423145745432,0,BZ001
3,BZ002,0,-0.2349767673554349,0,BZ001
4,BZ002,0,-0.27334788237655344,0,BZ001
5,BZ002,0,-0.38068575769002383,0,BZ001
6,BZ003,0,0.32674857332901475,0,BZ001
7,BZ003,0,0.18375413514150865,0,BZ001
8,BZ003,0,0.09431056712965953,0,BZ001
9,BZ004,0,0.040728161185601845,0,BZ001
10,BZ004,0,-0.13715842976619602,0,BZ001
11,BZ004,0,-0.21385417209281324,0,BZ001
12,BZ005,0,0.19528252745698366,0,BZ001
13,BZ005,0,-0.23699291546798557,0,BZ001
14,BZ005,0,-0.4247227696830944,0,BZ001
15,BZ006,0,-0.06146119150547461,0,BZ001
16,BZ006,0,-0.12894803937995766,0,BZ001
17,BZ006,0,-0.25473649808307824,0,BZ001
18,BZ007,0,0.002921857255404975,0,BZ001
19,BZ007,0,-0.00917558414185469,0,BZ001
20,BZ007,0,-0.2694781568414215,0,BZ001
21,BZ008,0,0.5947886178927405,0,BZ001
22,BZ008,0,0.4811323504669213,0,BZ001
23,BZ008,0,0.4545699460969981,0,BZ001
24,BZ009,0,-0.025367788347695014,0,BZ001
25,BZ009,0,0.2471992554272247,0,BZ001
26,BZ010,0,0.2471992554272247,0,BZ001
27,BZ009,0,-0.3387049669369848,0,BZ001
28,BZ010,0,-0.3387049669369848,0,BZ001
29,BZ010,0,0.027766815262259003,0,BZ001
30,BZ011,0,0.1307408361059761,0,BZ001
31,BZ011,0,0.1577712258481018,0,BZ001
32,BZ011,0,0.28907260472541957,0,BZ001
33,BZ012,0,0.06111005783145959,0,BZ001
34,BZ012,0,0.10544515613779532,0,BZ001
35,BZ012,0,-0.02836313373573554,0,BZ001
36,BZ013,0,-0.17387792065836938,0,BZ001
37,BZ013,0,0.14055463920609682,0,BZ001
38,BZ013,0,0.27220447777030715,0,BZ001
39,BZ014,0,-0.2476380907291572,0,BZ001
40,BZ014,0,-0.1297623679845442,0,BZ001
41,BZ014,0,-0.14656514819532637,0,BZ001
42,BZ015,0,-0.1392732253630921,0,BZ001
43,BZ015,0,-0.26158801698896517,0,BZ001
44,BZ015,0,-0.24427276716851457,0,BZ001
45,BZ016,0,-0.004449721039594088,0,BZ001
46,BZ016,0,-0.13910528681494316,0,BZ001
47,BZ016,0,-0.2845763516236155,0,BZ001
48,BZ017,0,0.07635111965929374,0,BZ001
49,BZ017,0,0.15480516643907744,0,BZ001
50,BZ017,0,-0.09065644523395733,0,BZ001
51,BZ018,0,0.08835023213616665,0,BZ001
52,BZ018,0,-0.0019936500983955474,0,BZ001
53,BZ018,0,-0.13328725473454156,0,BZ001
54,WT_parental,0,-0.4874459881458286,0,BZ001
55,WT_parental,0,-0.3844128561546375,0,BZ001
56,WT_parental,0,-0.20206593712781448,0,BZ001
2,BZ001,1,0.7768587185245256,1,BZ001
3,BZ002,1,-0.1734648783266451,1,BZ001
4,BZ002,1,-0.17957345139100317,1,BZ001
5,BZ002,1,-0.2941773226219627,1,BZ001
6,BZ003,1,0.422461570126589,1,BZ001
7,BZ003,1,0.3328256544150217,1,BZ001
8,BZ003,1,0.2636217692629551,1,BZ001
9,BZ004,1,0.02262214486968881,1,BZ001
10,BZ004,1,-0.15542085679238107,1,BZ001
11,BZ004,1,-0.27241144540078555,1,BZ001
12,BZ005,1,0.14366681693422864,1,BZ001
13,BZ005,1,-0.22300632061353146,1,BZ001
14,BZ005,1,-0.33977735805161263,1,BZ001
15,BZ006,1,-0.2727940114548666,1,BZ001
16,BZ006,1,-0.31090877793989835,1,BZ001
17,BZ006,1,-0.3874888105960852,1,BZ001
18,BZ007,1,-0.18240765759453498,1,BZ001
19,BZ007,1,-0.23183832806741633,1,BZ001
20,BZ007,1,-0.40187413910169,1,BZ001
21,BZ008,1,0.6603704735423063,1,BZ001
22,BZ008,1,0.46465768063703033,1,BZ001
23,BZ008,1,0.4379078843227191,1,BZ001
24,BZ009,1,0.0726529893063086,1,BZ001
25,BZ009,1,0.2212628561991879,1,BZ001
26,BZ010,1,0.2212628561991879,1,BZ001
27,BZ009,1,-0.24027792510322038,1,BZ001
28,BZ010,1,-0.24027792510322038,1,BZ001
29,BZ010,1,0.18725878888336425,1,BZ001
30,BZ011,1,0.015257006873215153,1,BZ001
31,BZ011,1,0.04589189824408443,1,BZ001
32,BZ011,1,0.15947041703675277,1,BZ001
33,BZ012,1,0.1423095065939754,1,BZ001
34,BZ012,1,0.2857631436506485,1,BZ001
35,BZ012,1,0.14630257070669558,1,BZ001
36,BZ013,1,-0.08389591916381955,1,BZ001
37,BZ013,1,0.12158693396592565,1,BZ001
38,BZ013,1,0.11694250138509421,1,BZ001
39,BZ014,1,-0.08587585073588505,1,BZ001
40,BZ014,1,0.06309637606432654,1,BZ001
41,BZ014,1,0.04108650800665824,1,BZ001
42,BZ015,1,-0.005821520720281326,1,BZ001
43,BZ015,1,-0.2122155628205899,1,BZ001
44,BZ015,1,-0.2506593769022422,1,BZ001
45,BZ016,1,-0.05984612854243808,1,BZ001
46,BZ016,1,-0.19109911278814534,1,BZ001
47,BZ016,1,-0.42747009652423973,1,BZ001
48,BZ017,1,0.1801054876360389,1,BZ001
49,BZ017,1,0.13426965570030247,1,BZ001
50,BZ017,1,0.01758282424253705,1,BZ001
51,BZ018,1,0.09343058885177333,1,BZ001
52,BZ018,1,-0.009110070526124293,1,BZ001
53,BZ018,1,-0.18412171629188648,1,BZ001
54,WT_parental,1,-0.5791204867832952,1,BZ001
55,WT_parental,1,-0.553373937203824,1,BZ001
56,WT_parental,1,-0.40838886715114747,1,BZ001
3,BZ002,2,-0.3509605496996424,2,BZ001
4,BZ002,2,-0.3232164631551975,2,BZ001
5,BZ002,2,-0.4057368487987994,2,BZ001
6,BZ003,2,0.3330545353852283,2,BZ001
7,BZ003,2,0.3324325189349917,2,BZ001
8,BZ003,2,0.2723190045711406,2,BZ001
9,BZ004,2,-0.01082169429487671,2,BZ001
10,BZ004,2,-0.075988306788723,2,BZ001
11,BZ004,2,-0.16275297195452007,2,BZ001
12,BZ005,2,-0.007392753079114658,2,BZ001
13,BZ005,2,-0.2908566301589009,2,BZ001
14,BZ005,2,-0.34334637790851885,2,BZ001
15,BZ006,2,-0.1798571722824979,2,BZ001
16,BZ006,2,-0.22042678289828757,2,BZ001
17,BZ006,2,-0.30210540178728795,2,BZ001
18,BZ007,2,-0.23822109191971988,2,BZ001
19,BZ007,2,-0.15120051314346186,2,BZ001
20,BZ007,2,-0.39321462966213167,2,BZ001
21,BZ008,2,0.5040555153777199,2,BZ001
22,BZ008,2,0.5003426552901158,2,BZ001
23,BZ008,2,0.4933692781896522,2,BZ001
24,BZ009,2,-0.14612137034688472,2,BZ001
25,BZ009,2,0.19885596548857307,2,BZ001
26,BZ010,2,0.19885596548857307,2,BZ001
27,BZ009,2,-0.35911973421630317,2,BZ001
28,BZ010,2,-0.35911973421630317,2,BZ001
29,BZ010,2,-0.020044603775865876,2,BZ001
30,BZ011,2,0.07711789812914666,2,BZ001
31,BZ011,2,0.169371562478248,2,BZ001
