column_match_pair_a,Metadata_CellLine_pair_a,Metadata_Dosage_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_CellLine_pair_b,Metadata_Dosage_pair_b
35,CloneE,70.0,0,-0.46435962538580544,0,WT,0.0
2,WT,0.0,1,0.8172175148288635,1,WT,0.0
3,CloneA,0.0,1,0.4831878675293795,1,WT,0.0
4,CloneA,0.0,1,0.39411834404139334,1,WT,0.0
5,CloneA,0.0,1,0.10405065343698076,1,WT,0.0
6,CloneE,0.0,1,0.07908912342248488,1,WT,0.0
7,CloneE,0.0,1,-0.17907220696755188,1,WT,0.0
8,CloneE,0.0,1,-0.08922485706106366,1,WT,0.0
9,WT,0.7,1,0.8446269127894628,1,WT,0.0
10,WT,0.7,1,0.8072539162179473,1,WT,0.0
11,WT,0.7,1,0.5175642696144112,1,WT,0.0
12,CloneA,0.7,1,0.7581658880524215,1,WT,0.0
13,CloneA,0.7,1,0.5292454304717573,1,WT,0.0
14,CloneA,0.7,1,-0.47465833608325425,1,WT,0.0
15,CloneE,0.7,1,0.07306203881205973,1,WT,0.0
16,CloneE,0.7,1,0.3800114431822254,1,WT,0.0
17,CloneE,0.7,1,-0.08018971145333849,1,WT,0.0
18,WT,7.0,1,0.15202926459322363,1,WT,0.0
19,WT,7.0,1,-0.06666388453393529,1,WT,0.0
20,WT,7.0,1,0.018436556564481135,1,WT,0.0
21,CloneA,7.0,1,-0.30053984554479896,1,WT,0.0
22,CloneA,7.0,1,-0.37547520448307026,1,WT,0.0
23,CloneA,7.0,1,-0.48864988921136515,1,WT,0.0
24,CloneE,7.0,1,-0.4733388276330994,1,WT,0.0
25,CloneE,7.0,1,-0.4190742643551481,1,WT,0.0
26,CloneE,7.0,1,-0.4006861592171125,1,WT,0.0
27,WT,70.0,1,-0.12238770209128218,1,WT,0.0
28,WT,70.0,1,0.009440289103599703,1,WT,0.0
29,WT,70.0,1,-0.3345491298416604,1,WT,0.0
30,CloneA,70.0,1,-0.5565415522212442,1,WT,0.0
31,CloneA,70.0,1,-0.28425809537119356,1,WT,0.0
32,CloneA,70.0,1,-0.5341156504912585,1,WT,0.0
33,CloneE,70.0,1,-0.4422317167735181,1,WT,0.0
34,CloneE,70.0,1,-0.5031747017355005,1,WT,0.0
35,CloneE,70.0,1,-0.48100354386467487,1,WT,0.0
3,CloneA,0.0,2,0.5709134594641909,2,WT,0.0
4,CloneA,0.0,2,0.33323684458519887,2,WT,0.0
5,CloneA,0.0,2,0.36281013255552275,2,WT,0.0
6,CloneE,0.0,2,0.2690683604470726,2,WT,0.0
7,CloneE,0.0,2,0.0431633776212389,2,WT,0.0
8,CloneE,0.0,2,0.1231165141879819,2,WT,0.0
9,WT,0.7,2,0.6262577204853373,2,WT,0.0
10,WT,0.7,2,0.6679492164924822,2,WT,0.0
11,WT,0.7,2,0.6229994885392272,2,WT,0.0
12,CloneA,0.7,2,0.7423419993976579,2,WT,0.0
13,CloneA,0.7,2,0.3679601503497883,2,WT,0.0
14,CloneA,0.7,2,-0.2599579911578492,2,WT,0.0
15,CloneE,0.7,2,0.17916103330128264,2,WT,0.0
16,CloneE,0.7,2,0.43393633675543414,2,WT,0.0
17,CloneE,0.7,2,0.15753048073874665,2,WT,0.0
18,WT,7.0,2,0.02263732215379253,2,WT,0.0
19,WT,7.0,2,-0.1892004388582657,2,WT,0.0
20,WT,7.0,2,-0.10104518557299393,2,WT,0.0
21,CloneA,7.0,2,-0.28436953731522036,2,WT,0.0
22,CloneA,7.0,2,-0.5007181567271725,2,WT,0.0
23,CloneA,7.0,2,-0.49052920430842817,2,WT,0.0
24,CloneE,7.0,2,-0.5144635778104035,2,WT,0.0
25,CloneE,7.0,2,-0.4554244947061945,2,WT,0.0
26,CloneE,7.0,2,-0.4104756829037652,2,WT,0.0
27,WT,70.0,2,-0.1537858795176507,2,WT,0.0
28,WT,70.0,2,-0.09428461949220442,2,WT,0.0
29,WT,70.0,2,-0.382014815717383,2,WT,0.0
30,CloneA,70.0,2,-0.5068454009720447,2,WT,0.0
31,CloneA,70.0,2,-0.315438979235765,2,WT,0.0
32,CloneA,70.0,2,-0.4820392077305565,2,WT,0.0
33,CloneE,70.0,2,-0.45904349105035414,2,WT,0.0
34,CloneE,70.0,2,-0.4888981157904591,2,WT,0.0
35,CloneE,70.0,2,-0.4023631667455621,2,WT,0.0
4,CloneA,0.0,3,0.586926152601755,3,CloneA,0.0
5,CloneA,0.0,3,0.6401773207408876,3,CloneA,0.0
6,CloneE,0.0,3,0.39040804173555566,3,CloneA,0.0
7,CloneE,0.0,3,0.2008768938156745,3,CloneA,0.0
8,CloneE,0.0,3,0.26473155118302294,3,CloneA,0.0
9,WT,0.7,3,0.29958594212483414,3,CloneA,0.0
10,WT,0.7,3,0.23737205068784117,3,CloneA,0.0
11,WT,0.7,3,0.22132968645931292,3,CloneA,0.0
12,CloneA,0.7,3,0.6421400672534765,3,CloneA,0.0
13,CloneA,0.7,3,0.24009537338462741,3,CloneA,0.0
14,CloneA,0.7,3,0.16151198330758998,3,CloneA,0.0
15,CloneE,0.7,3,0.32539175523292563,3,CloneA,0.0
16,CloneE,0.7,3,0.4796203005156695,3,CloneA,0.0
17,CloneE,0.7,3,0.2927904445828127,3,CloneA,0.0
18,WT,7.0,3,-0.24233131196108926,3,CloneA,0.0
19,WT,7.0,3,-0.27472058799638055,3,CloneA,0.0
20,WT,7.0,3,-0.3154417950252648,3,CloneA,0.0
21,CloneA,7.0,3,-0.13991803599717972,3,CloneA,0.0
22,CloneA,7.0,3,-0.3555038559033477,3,CloneA,0.0
23,CloneA,7.0,3,-0.2967166839806664,3,CloneA,0.0
24,CloneE,7.0,3,-0.4894862034975964,3,CloneA,0.0
25,CloneE,7.0,3,-0.38411198425144766,3,CloneA,0.0
26,CloneE,7.0,3,-0.33004798685602293,3,CloneA,0.0
27,WT,70.0,3,-0.2907653459221478,3,CloneA,0.0
28,WT,70.0,3,-0.29705696558143446,3,CloneA,0.0
29,WT,70.0,3,-0.3457712215359119,3,CloneA,0.0
30,CloneA,70.0,3,-0.2508212250338867,3,CloneA,0.0
31,CloneA,70.0,3,-0.39366494812999375,3,CloneA,0.0
32,CloneA,70.0,3,-0.4743867905969449,3,CloneA,0.0
33,CloneE,70.0,3,-0.4329411443667865,3,CloneA,0.0
34,CloneE,70.0,3,-0.37618545080293914,3,CloneA,0.0
35,CloneE,70.0,3,-0.26545655313011013,3,CloneA,0.0
5,CloneA,0.0,4,0.526519463700961,4,CloneA,0.0
6,CloneE,0.0,4,0.4397389880554547,4,CloneA,0.0
7,CloneE,0.0,4,0.1483640817996069,4,CloneA,0.0
8,CloneE,0.0,4,0.1669963750668908,4,CloneA,0.0
9,WT,0.7,4,0.2509320490540911,4,CloneA,0.0
10,WT,0.7,4,0.24958735214498912,4,CloneA,0.0
11,WT,0.7,4,0.15589010264513256,4,CloneA,0.0
12,CloneA,0.7,4,0.6307641471160307,4,CloneA,0.0
13,CloneA,0.7,4,0.5242336283393987,4,CloneA,0.0
14,CloneA,0.7,4,0.0781239569080079,4,CloneA,0.0
15,CloneE,0.7,4,0.3173342409570877,4,CloneA,0.0
16,CloneE,0.7,4,0.5546616642047292,4,CloneA,0.0
17,CloneE,0.7,4,0.15513223331635728,4,CloneA,0.0
18,WT,7.0,4,-0.447192414905595,4,CloneA,0.0
19,WT,7.0,4,-0.41025955814300646,4,CloneA,0.0
20,WT,7.0,4,-0.5655775189951047,4,CloneA,0.0
21,CloneA,7.0,4,-0.32851857941505896,4,CloneA,0.0
22,CloneA,7.0,4,-0.030809386440415,4,CloneA,0.0
23,CloneA,7.0,4,-0.231850254903582,4,CloneA,0.0
24,CloneE,7.0,4,-0.38694805819512995,4,CloneA,0.0
25,CloneE,7.0,4,-0.43151347460967465,4,CloneA,0.0
26,CloneE,7.0,4,-0.41363531647626844,4,CloneA,0.0
27,WT,70.0,4,-0.4334122254028124,4,CloneA,0.0
28,WT,70.0,4,-0.3188298717953557,4,CloneA,0.0
29,WT,70.0,4,-0.2159677691592273,4,CloneA,0.0
30,CloneA,70.0,4,-0.26638763452548503,4,CloneA,0.0
31,CloneA,70.0,4,-0.15502324470611129,4,CloneA,0.0
32,CloneA,70.0,4,-0.46407235425133814,4,CloneA,0.0
33,CloneE,70.0,4,-0.20650235461136923,4,CloneA,0.0
34,CloneE,70.0,4,-0.2224855137882045,4,CloneA,0.0
35,CloneE,70.0,4,-0.30729011604557793,4,CloneA,0.0
6,CloneE,0.0,5,0.5456858090277567,5,CloneA,0.0
7,CloneE,0.0,5,0.3446863037055702,5,CloneA,0.0
8,CloneE,0.0,5,0.4474340759286049,5,CloneA,0.0
9,WT,0.7,5,-0.06711034791203903,5,CloneA,0.0
10,WT,0.7,5,-0.015966485973634797,5,CloneA,0.0
11,WT,0.7,5,0.11417432130520536,5,CloneA,0.0
12,CloneA,0.7,5,0.42049633195399716,5,CloneA,0.0
13,CloneA,0.7,5,0.14745994966254855,5,CloneA,0.0
14,CloneA,0.7,5,0.4366980811868531,5,CloneA,0.0
15,CloneE,0.7,5,0.470785586848287,5,CloneA,0.0
16,CloneE,0.7,5,0.43753584044018007,5,CloneA,0.0
17,CloneE,0.7,5,0.45857607835578973,5,CloneA,0.0
18,WT,7.0,5,-0.39167136371961764,5,CloneA,0.0
19,WT,7.0,5,-0.4435148987178822,5,CloneA,0.0
20,WT,7.0,5,-0.4833874692762693,5,CloneA,0.0
21,CloneA,7.0,5,-0.06640121256093079,5,CloneA,0.0
22,CloneA,7.0,5,-0.1806159722718409,5,CloneA,0.0
23,CloneA,7.0,5,-0.11243102774702887,5,CloneA,0.0
24,CloneE,7.0,5,-0.30874292530405123,5,CloneA,0.0
25,CloneE,7.0,5,-0.29954884370194307,5,CloneA,0.0
26,CloneE,7.0,5,-0.24146209293990706,5,CloneA,0.0
27,WT,70.0,5,-0.3511645349592408,5,CloneA,0.0
28,WT,70.0,5,-0.3374543943358388,5,CloneA,0.0
29,WT,70.0,5,-0.3287306796511027,5,CloneA,0.0
30,CloneA,70.0,5,-0.29502347727602213,5,CloneA,0.0
31,CloneA,70.0,5,-0.18519553836455166,5,CloneA,0.0
32,CloneA,70.0,5,-0.3325633097291844,5,CloneA,0.0
33,CloneE,70.0,5,-0.2669406997633554,5,CloneA,0.0
34,CloneE,70.0,5,-0.27628468750887325,5,CloneA,0.0
35,CloneE,70.0,5,-0.15659743833356218,5,CloneA,0.0
7,CloneE,0.0,6,0.7526966369753743,6,CloneE,0.0
8,CloneE,0.0,6,0.7308855190412853,6,CloneE,0.0
9,WT,0.7,6,-0.12446919732934746,6,CloneE,0.0
10,WT,0.7,6,-0.15313854789253595,6,CloneE,0.0
11,WT,0.7,6,-0.0632151049993623,6,CloneE,0.0
12,CloneA,0.7,6,0.19159730293365934,6,CloneE,0.0
13,CloneA,0.7,6,0.04869040570640579,6,CloneE,0.0
14,CloneA,0.7,6,0.2158286666680009,6,CloneE,0.0
15,CloneE,0.7,6,0.7315813312315931,6,CloneE,0.0
16,CloneE,0.7,6,0.7199078163153856,6,CloneE,0.0
17,CloneE,0.7,6,0.7607923168259002,6,CloneE,0.0
18,WT,7.0,6,-0.38870770709791164,6,CloneE,0.0
19,WT,7.0,6,-0.34031747990767813,6,CloneE,0.0
20,WT,7.0,6,-0.3890428240597899,6,CloneE,0.0
21,CloneA,7.0,6,-0.33948872813868813,6,CloneE,0.0
22,CloneA,7.0,6,-0.2907364967418112,6,CloneE,0.0
23,CloneA,7.0,6,-0.28520491655043545,6,CloneE,0.0
24,CloneE,7.0,6,-0.21952170482188424,6,CloneE,0.0
25,CloneE,7.0,6,-0.19051983055683572,6,CloneE,0.0
26,CloneE,7.0,6,-0.17986409567638678,6,CloneE,0.0
27,WT,70.0,6,-0.41201395419140757,6,CloneE,0.0
28,WT,70.0,6,-0.4618808505927993,6,CloneE,0.0
29,WT,70.0,6,-0.4315683612273508,6,CloneE,0.0
30,CloneA,70.0,6,-0.32796457859436756,6,CloneE,0.0
31,CloneA,70.0,6,-0.1928024939581991,6,CloneE,0.0
32,CloneA,70.0,6,-0.4317532492477059,6,CloneE,0.0
33,CloneE,70.0,6,-0.15778624436755984,6,CloneE,0.0
34,CloneE,70.0,6,-0.18169632280864437,6,CloneE,0.0
35,CloneE,70.0,6,-0.06353613319212242,6,CloneE,0.0
8,CloneE,0.0,7,0.7564943879542598,7,CloneE,0.0
9,WT,0.7,7,-0.3084430805438619,7,CloneE,0.0
10,WT,0.7,7,-0.3430398636438574,7,CloneE,0.0
11,WT,0.7,7,-0.2501856499220158,7,CloneE,0.0
12,CloneA,0.7,7,-0.04191492521136171,7,CloneE,0.0
13,CloneA,0.7,7,-0.002459649874897999,7,CloneE,0.0
14,CloneA,0.7,7,0.4187204373435838,7,CloneE,0.0
15,CloneE,0.7,7,0.6715234767815648,7,CloneE,0.0
16,CloneE,0.7,7,0.5360692862702298,7,CloneE,0.0
17,CloneE,0.7,7,0.7924655216484809,7,CloneE,0.0
18,WT,7.0,7,-0.416555691424938,7,CloneE,0.0
19,WT,7.0,7,-0.30303483602534176,7,CloneE,0.0
20,WT,7.0,7,-0.402741210837863,7,CloneE,0.0
21,CloneA,7.0,7,-0.2201061733711733,7,CloneE,0.0
22,CloneA,7.0,7,-0.19318101574056046,7,CloneE,0.0
23,CloneA,7.0,7,-0.10397338402399256,7,CloneE,0.0
24,CloneE,7.0,7,0.05363600876156,7,CloneE,0.0
25,CloneE,7.0,7,-0.03881507242165421,7,CloneE,0.0
26,CloneE,7.0,7,0.12380741043057264,7,CloneE,0.0
27,WT,70.0,7,-0.43390688788237336,7,CloneE,0.0
28,WT,70.0,7,-0.48522943262994644,7,CloneE,0.0
29,WT,70.0,7,-0.4581604461201178,7,CloneE,0.0
30,CloneA,70.0,7,-0.10554614622675015,7,CloneE,0.0
31,CloneA,70.0,7,-0.045310442753163045,7,CloneE,0.0
32,CloneA,70.0,7,-0.05889271002488789,7,CloneE,0.0
33,CloneE,70.0,7,-0.15802562763161415,7,CloneE,0.0
34,CloneE,70.0,7,-0.19890250080842406,7,CloneE,0.0
35,CloneE,70.0,7,-0.08738496664975788,7,CloneE,0.0
9,WT,0.7,8,-0.29681353655797194,8,CloneE,0.0
10,WT,0.7,8,-0.21724037849545297,8,CloneE,0.0
11,WT,0.7,8,-0.16455772950112943,8,CloneE,0.0
12,CloneA,0.7,8,0.003527413880611893,8,CloneE,0.0
13,CloneA,0.7,8,-0.19340534028445716,8,CloneE,0.0
14,CloneA,0.7,8,0.36480324147092247,8,CloneE,0.0
15,CloneE,0.7,8,0.5191875910802257,8,CloneE,0.0
16,CloneE,0.7,8,0.4600225758691183,8,CloneE,0.0
17,CloneE,0.7,8,0.8874633141451435,8,CloneE,0.0
18,WT,7.0,8,-0.2787702041853705,8,CloneE,0.0
19,WT,7.0,8,-0.11946940629469163,8,CloneE,0.0
20,WT,7.0,8,-0.21026543480360402,8,CloneE,0.0
21,CloneA,7.0,8,-0.07943871377117982,8,CloneE,0.0
22,CloneA,7.0,8,-0.2618563294098007,8,CloneE,0.0
23,CloneA,7.0,8,-0.05767179795607751,8,CloneE,0.0
24,CloneE,7.0,8,-0.02677129042451238,8,CloneE,0.0
25,CloneE,7.0,8,-0.0014873145628695838,8,CloneE,0.0
26,CloneE,7.0,8,0.14384314103346024,8,CloneE,0.0
27,WT,70.0,8,-0.27831782766993846,8,CloneE,0.0
28,WT,70.0,8,-0.3449408452616924,8,CloneE,0.0
29,WT,70.0,8,-0.30047756818708077,8,CloneE,0.0
30,CloneA,70.0,8,-0.282850089639059,8,CloneE,0.0
31,CloneA,70.0,8,-0.2270717466332327,8,CloneE,0.0
32,CloneA,70.0,8,-0.35585654614311313,8,CloneE,0.0
33,CloneE,70.0,8,-0.31444834956429674,8,CloneE,0.0
34,CloneE,70.0,8,-0.3117259320113587,8,CloneE,0.0
35,CloneE,70.0,8,-0.16306696735432027,8,CloneE,0.0
10,WT,0.7,9,0.8560316520400117,9,WT,0.7
11,WT,0.7,9,0.5188378105136581,9,WT,0.7
12,CloneA,0.7,9,0.6672071993697224,9,WT,0.7
13,CloneA,0.7,9,0.4689823919627546,9,WT,0.7
14,CloneA,0.7,9,-0.46152757453923554,9,WT,0.7
15,CloneE,0.7,9,-0.1345401060804405,9,WT,0.7
16,CloneE,0.7,9,0.17106774382937853,9,WT,0.7
17,CloneE,0.7,9,-0.322672635216805,9,WT,0.7
18,WT,7.0,9,0.2018593301865734,9,WT,0.7
19,WT,7.0,9,-0.03349014995949005,9,WT,0.7
20,WT,7.0,9,0.018287919147521495,9,WT,0.7
21,CloneA,7.0,9,-0.20714398166982698,9,WT,0.7
22,CloneA,7.0,9,-0.14850640583516359,9,WT,0.7
23,CloneA,7.0,9,-0.37812653225534104,9,WT,0.7
24,CloneE,7.0,9,-0.4186530832489575,9,WT,0.7
25,CloneE,7.0,9,-0.4141679146148415,9,WT,0.7
26,CloneE,7.0,9,-0.35582940060128637,9,WT,0.7
27,WT,70.0,9,-0.07216126326652524,9,WT,0.7
28,WT,70.0,9,0.06144009953914117,9,WT,0.7
29,WT,70.0,9,-0.25201605100444946,9,WT,0.7
30,CloneA,70.0,9,-0.40747454649533565,9,WT,0.7
31,CloneA,70.0,9,-0.11529786264088071,9,WT,0.7
32,CloneA,70.0,9,-0.3627037636202475,9,WT,0.7
33,CloneE,70.0,9,-0.35013870529058655,9,WT,0.7
34,CloneE,70.0,9,-0.4456723384544436,9,WT,0.7
35,CloneE,70.0,9,-0.44271311335940183,9,WT,0.7
11,WT,0.7,10,0.7074511590681725,10,WT,0.7
12,CloneA,0.7,10,0.7043643479676946,10,WT,0.7
13,CloneA,0.7,10,0.4490901898309007,10,WT,0.7
14,CloneA,0.7,10,-0.3861179995452457,10,WT,0.7
15,CloneE,0.7,10,-0.18255426344159217,10,WT,0.7
16,CloneE,0.7,10,0.14024401983575033,10,WT,0.7
17,CloneE,0.7,10,-0.24905582790409156,10,WT,0.7
18,WT,7.0,10,0.31397134877189464,10,WT,0.7
19,WT,7.0,10,0.09219461798502301,10,WT,0.7
20,WT,7.0,10,0.07521540225783264,10,WT,0.7
21,CloneA,7.0,10,-0.06104632770297319,10,WT,0.7
22,CloneA,7.0,10,-0.07660099614323994,10,WT,0.7
23,CloneA,7.0,10,-0.26022633150533325,10,WT,0.7
24,CloneE,7.0,10,-0.33529159247920926,10,WT,0.7
25,CloneE,7.0,10,-0.376431287971921,10,WT,0.7
26,CloneE,7.0,10,-0.37476797419409974,10,WT,0.7
27,WT,70.0,10,-0.019866763455721425,10,WT,0.7
28,WT,70.0,10,0.06255745356672632,10,WT,0.7
29,WT,70.0,10,-0.24184377564332246,10,WT,0.7
30,CloneA,70.0,10,-0.49495555552400833,10,WT,0.7
31,CloneA,70.0,10,-0.17579731421644126,10,WT,0.7
32,CloneA,70.0,10,-0.43596729999662054,10,WT,0.7
33,CloneE,70.0,10,-0.48978252963756463,10,WT,0.7
34,CloneE,70.0,10,-0.5717077626776349,10,WT,0.7
35,CloneE,70.0,10,-0.5727354994795096,10,WT,0.7
12,CloneA,0.7,11,0.5261743762145206,11,WT,0.7
13,CloneA,0.7,11,0.1776596956603455,11,WT,0.7
14,CloneA,0.7,11,-0.14219176698810823,11,WT,0.7
15,CloneE,0.7,11,-0.13749675389956637,11,WT,0.7
16,CloneE,0.7,11,-0.02593772255257124,11,WT,0.7
17,CloneE,0.7,11,-0.05584342958280274,11,WT,0.7
18,WT,7.0,11,0.23978459722557438,11,WT,0.7
19,WT,7.0,11,-0.06409348111806172,11,WT,0.7
20,WT,7.0,11,0.00826558090245867,11,WT,0.7
21,CloneA,7.0,11,0.05644758635270281,11,WT,0.7
22,CloneA,7.0,11,-0.02902986274251107,11,WT,0.7
23,CloneA,7.0,11,-0.10030488231825582,11,WT,0.7
24,CloneE,7.0,11,-0.13372340022351484,11,WT,0.7
25,CloneE,7.0,11,-0.21078969634425135,11,WT,0.7
26,CloneE,7.0,11,-0.34515799953059995,11,WT,0.7
27,WT,70.0,11,0.01753674700816255,11,WT,0.7
28,WT,70.0,11,0.056172027996428266,11,WT,0.7
29,WT,70.0,11,-0.16216847406013468,11,WT,0.7
30,CloneA,70.0,11,-0.39342055307325313,11,WT,0.7
31,CloneA,70.0,11,-0.1981860648400464,11,WT,0.7
32,CloneA,70.0,11,-0.4042099294113094,11,WT,0.7
33,CloneE,70.0,11,-0.436705570303799,11,WT,0.7
34,CloneE,70.0,11,-0.43261612203032507,11,WT,0.7
35,CloneE,70.0,11,-0.3920671092658506,11,WT,0.7
13,CloneA,0.7,12,0.5114621239148819,12,CloneA,0.7
14,CloneA,0.7,12,-0.17805553853864578,12,CloneA,0.7
15,CloneE,0.7,12,0.16199782378813474,12,CloneA,0.7
16,CloneE,0.7,12,0.4577261086141266,12,CloneA,0.7
17,CloneE,0.7,12,0.01915810150789055,12,CloneA,0.7
18,WT,7.0,12,-0.10737830400730886,12,CloneA,0.7
19,WT,7.0,12,-0.20659184069909697,12,CloneA,0.7
20,WT,7.0,12,-0.28083529267654606,12,CloneA,0.7
21,CloneA,7.0,12,-0.22339265993511498,12,CloneA,0.7
22,CloneA,7.0,12,-0.239960274474849,12,CloneA,0.7
23,CloneA,7.0,12,-0.35533545083131746,12,CloneA,0.7
24,CloneE,7.0,12,-0.4868594444638862,12,CloneA,0.7
25,CloneE,7.0,12,-0.5221984782563517,12,CloneA,0.7
26,CloneE,7.0,12,-0.4745735166979113,12,CloneA,0.7
27,WT,70.0,12,-0.23811591723937858,12,CloneA,0.7
28,WT,70.0,12,-0.15967020759300618,12,CloneA,0.7
29,WT,70.0,12,-0.3562423618266408,12,CloneA,0.7
30,CloneA,70.0,12,-0.4714098247619395,12,CloneA,0.7
31,CloneA,70.0,12,-0.3403083156558928,12,CloneA,0.7
32,CloneA,70.0,12,-0.5009958044506797,12,CloneA,0.7
33,CloneE,70.0,12,-0.4772498729792404,12,CloneA,0.7
34,CloneE,70.0,12,-0.48424870751381327,12,CloneA,0.7
35,CloneE,70.0,12,-0.4377295036119765,12,CloneA,0.7
14,CloneA,0.7,13,-0.12249310200680784,13,CloneA,0.7
15,CloneE,0.7,13,0.25968925494273004,13,CloneA,0.7
16,CloneE,0.7,13,0.46920051747600156,13,CloneA,0.7
17,CloneE,0.7,13,-0.1281918888338999,13,CloneA,0.7
18,WT,7.0,13,-0.30537963817839653,13,CloneA,0.7
19,WT,7.0,13,-0.5238526173097198,13,CloneA,0.7
20,WT,7.0,13,-0.533578936971208,13,CloneA,0.7
21,CloneA,7.0,13,-0.3417427489382012,13,CloneA,0.7
22,CloneA,7.0,13,-0.015486388483418446,13,CloneA,0.7
23,CloneA,7.0,13,-0.22838610572788667,13,CloneA,0.7
24,CloneE,7.0,13,-0.09941160587138896,13,CloneA,0.7
25,CloneE,7.0,13,-0.23332225828510364,13,CloneA,0.7
26,CloneE,7.0,13,-0.17478087089128974,13,CloneA,0.7
27,WT,70.0,13,-0.41342654774394494,13,CloneA,0.7
28,WT,70.0,13,-0.33999108617843743,13,CloneA,0.7
29,WT,70.0,13,-0.43875979081997424,13,CloneA,0.7
30,CloneA,70.0,13,-0.39727544999334174,13,CloneA,0.7
31,CloneA,70.0,13,0.14561360198104198,13,CloneA,0.7
32,CloneA,70.0,13,-0.16107841030999695,13,CloneA,0.7
33,CloneE,70.0,13,-0.08728297382088343,13,CloneA,0.7
34,CloneE,70.0,13,-0.2598636321590544,13,CloneA,0.7
35,CloneE,70.0,13,-0.3302942069278433,13,CloneA,0.7
15,CloneE,0.7,14,0.3159771253123269,14,CloneA,0.7
16,CloneE,0.7,14,-0.05923124466837807,14,CloneA,0.7
17,CloneE,0.7,14,0.4094469403528919,14,CloneA,0.7
18,WT,7.0,14,-0.39407941583042644,14,CloneA,0.7
19,WT,7.0,14,-0.32271055159102785,14,CloneA,0.7
20,WT,7.0,14,-0.4589533712505399,14,CloneA,0.7
21,CloneA,7.0,14,0.28251643608129323,14,CloneA,0.7
22,CloneA,7.0,14,0.1653281320962969,14,CloneA,0.7
23,CloneA,7.0,14,0.36141801029462806,14,CloneA,0.7
24,CloneE,7.0,14,0.25824429050907705,14,CloneA,0.7
25,CloneE,7.0,14,0.24356667195033538,14,CloneA,0.7
26,CloneE,7.0,14,0.32892684916115866,14,CloneA,0.7
27,WT,70.0,14,-0.3627482678496426,14,CloneA,0.7
28,WT,70.0,14,-0.4530077876912819,14,CloneA,0.7
29,WT,70.0,14,-0.2468725424142235,14,CloneA,0.7
30,CloneA,70.0,14,0.21847795638973813,14,CloneA,0.7
31,CloneA,70.0,14,0.08849832086448192,14,CloneA,0.7
32,CloneA,70.0,14,0.21022429110306054,14,CloneA,0.7
33,CloneE,70.0,14,-0.22519090798800698,14,CloneA,0.7
34,CloneE,70.0,14,-0.17101067430515948,14,CloneA,0.7
35,CloneE,70.0,14,-0.08829829678666332,14,CloneA,0.7
16,CloneE,0.7,15,0.726976369439449,15,CloneE,0.7
17,CloneE,0.7,15,0.6049504727156327,15,CloneE,0.7
18,WT,7.0,15,-0.46602047841496935,15,CloneE,0.7
19,WT,7.0,15,-0.49382650674017586,15,CloneE,0.7
20,WT,7.0,15,-0.4798812035315513,15,CloneE,0.7
21,CloneA,7.0,15,-0.3196952404097729,15,CloneE,0.7
22,CloneA,7.0,15,-0.26274851294178564,15,CloneE,0.7
23,CloneA,7.0,15,-0.23772469257847523,15,CloneE,0.7
24,CloneE,7.0,15,-0.01873021615429202,15,CloneE,0.7
