Metadata_Plate	Metadata_Well	Metadata_batch	Metadata_cell_count	Metadata_cell_density	Metadata_celltype_shorthand_from_plate_graph	Metadata_clone_number	Metadata_date	Metadata_plate_map_name	Metadata_time_to_adhere	Metadata_treatment	Metadata_treatment_shorthand_from_plate_graph	Metadata_treatment_time	Metadata_dataset	Metadata_clone_type	Metadata_clone_type_indicator	Metadata_model_split	Metadata_unique_sample_name	TotalScore	TotalDispersion	UpScore	UpDispersion	DownScore	DownDispersion	Metadata_permuted_p_value	dataset	min_permuted_value	max_permuted_value
221093	B06	2021_08_03_Batch26	2625	2.5x10^3 cells/well	5	WT clone 12	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_124_WT	-0.32988638037148627	425.5062	-0.22767857142857145	170.499	-0.10220780894291481	255.00719999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221093	B10	2021_08_03_Batch26	2536	2.5x10^3 cells/well	4	WT clone 10	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_128_WT	0.3037105599791675	409.19759999999997	0.154296875	206.0814	0.14941368497916752	203.1162	0.002	otherclones	-0.15444014515464277	0.15901288880890507
221093	B11	2021_08_03_Batch26	2551	2.5x10^3 cells/well	5	WT clone 12	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_129_WT	-0.36856338565987795	344.7045	-0.220610119047619	103.0407	-0.14795326661225894	241.66379999999998	1	otherclones	-0.15444014515464277	0.15901288880890507
221093	C04	2021_08_03_Batch26	2742	2.5x10^3 cells/well	8	WT clone 15	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_132_WT	0.5223416828637086	190.51409999999998	0.32421875	42.2541	0.19812293286370863	148.26	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221093	C05	2021_08_03_Batch26	2558	2.5x10^3 cells/well	7	WT clone 14	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_133_WT	-0.1778447429157437	354.34139999999996	-0.0731026785714286	154.19039999999998	-0.1047420643443151	200.15099999999998	0.98	otherclones	-0.15444014515464277	0.15901288880890507
221093	C06	2021_08_03_Batch26	4065	2.5x10^3 cells/well	6	WT clone 13	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_134_WT	-0.275058063103522	340.2567	-0.20265997023809523	106.0059	-0.07239809286542676	234.2508	0.998	otherclones	-0.15444014515464277	0.15901288880890507
221093	C09	2021_08_03_Batch26	4009	2.5x10^3 cells/well	8	WT clone 15	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_137_WT	0.3530029117602541	314.3112	0.17150297619047616	127.50359999999999	0.18149993556977795	186.80759999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221093	C10	2021_08_03_Batch26	2206	2.5x10^3 cells/well	7	WT clone 14	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_138_WT	-0.10988505261673637	248.33549999999997	-0.09551711309523808	70.42349999999999	-0.014367939521498285	177.91199999999998	0.885	otherclones	-0.15444014515464277	0.15901288880890507
221093	C11	2021_08_03_Batch26	4883	2.5x10^3 cells/well	6	WT clone 13	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_139_WT	-0.33894111167189267	332.84369999999996	-0.26302083333333337	100.07549999999999	-0.0759202783385593	232.76819999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221093	E05	2021_08_03_Batch26	2522	2.5x10^3 cells/well	4	WT clone 10	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_153_WT	0.31634687735860634	377.32169999999996	0.1752232142857143	153.4491	0.14112366307289204	223.87259999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221093	E06	2021_08_03_Batch26	2792	2.5x10^3 cells/well	5	WT clone 12	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_154_WT	-0.3287332919266886	304.6743	-0.19512648809523808	97.1103	-0.13360680383145052	207.564	1	otherclones	-0.15444014515464277	0.15901288880890507
221093	E10	2021_08_03_Batch26	2653	2.5x10^3 cells/well	4	WT clone 10	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_158_WT	0.23882502381617143	382.5108	0.0943080357142857	197.1858	0.14451698810188573	185.325	0.007	otherclones	-0.15444014515464277	0.15901288880890507
221093	E11	2021_08_03_Batch26	2058	2.5x10^3 cells/well	5	WT clone 12	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_159_WT	-0.2747776989551566	335.06759999999997	-0.193359375	103.782	-0.08141832395515658	231.2856	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221093	F04	2021_08_03_Batch26	3155	2.5x10^3 cells/well	8	WT clone 15	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_162_WT	0.48987406831853475	260.9376	0.2938988095238094	35.5824	0.19597525879472533	225.3552	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221093	F05	2021_08_03_Batch26	1648	2.5x10^3 cells/well	7	WT clone 14	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_163_WT	-0.14483059006322335	319.5003	-0.06882440476190471	114.9015	-0.07600618530131864	204.59879999999998	0.949	otherclones	-0.15444014515464277	0.15901288880890507
221093	F06	2021_08_03_Batch26	5073	2.5x10^3 cells/well	6	WT clone 13	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_164_WT	-0.3724129276364233	361.7544	-0.2569754464285714	91.9212	-0.11543748120785191	269.8332	1	otherclones	-0.15444014515464277	0.15901288880890507
221093	F09	2021_08_03_Batch26	3307	2.5x10^3 cells/well	8	WT clone 15	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_167_WT	0.3444956056415307	366.9435	0.17540922619047616	134.1753	0.16908637945105454	232.76819999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221093	F10	2021_08_03_Batch26	2202	2.5x10^3 cells/well	7	WT clone 14	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_168_WT	-0.19248117765022976	288.36569999999995	-0.123046875	77.8365	-0.06943430265022976	210.52919999999997	0.984	otherclones	-0.15444014515464277	0.15901288880890507
221093	F11	2021_08_03_Batch26	4501	2.5x10^3 cells/well	6	WT clone 13	20210802	221093	48 hr	0.1% DMSO	1	13 hr	WT	resistant	1	otherclone	profile_169_WT	-0.21638962789757027	470.7255	-0.20442708333333331	230.5443	-0.011962544564236954	240.1812	0.988	otherclones	-0.15444014515464277	0.15901288880890507
221094	B05	2021_08_03_Batch27	1342	2.5x10^3 cells/well	4	WT clone 10	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_183_WT	0.1217267345855807	401.78459999999995	0.09421502976190477	201.6336	0.02751170482367593	200.15099999999998	0.105	otherclones	-0.15444014515464277	0.15901288880890507
221094	B06	2021_08_03_Batch27	898	2.5x10^3 cells/well	5	WT clone 12	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_184_WT	-0.3244530366321607	313.56989999999996	-0.21614583333333331	143.0709	-0.10830720329882737	170.499	1	otherclones	-0.15444014515464277	0.15901288880890507
221094	B10	2021_08_03_Batch27	1452	2.5x10^3 cells/well	4	WT clone 10	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_188_WT	0.28829260119252165	421.7997	0.12844122023809523	190.51409999999998	0.15985138095442641	231.2856	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221094	B11	2021_08_03_Batch27	762	2.5x10^3 cells/well	5	WT clone 12	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_189_WT	-0.21173080110416015	542.6315999999999	-0.15745907738095238	303.933	-0.054271723723207765	238.6986	0.989	otherclones	-0.15444014515464277	0.15901288880890507
221094	C04	2021_08_03_Batch27	1570	2.5x10^3 cells/well	8	WT clone 15	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_192_WT	0.16000834572720235	379.5456	0.123046875	277.2462	0.03696147072720235	102.29939999999999	0.056	otherclones	-0.15444014515464277	0.15901288880890507
221094	C05	2021_08_03_Batch27	1362	2.5x10^3 cells/well	7	WT clone 14	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_193_WT	-0.20050449007697874	309.86339999999996	-0.13699776785714285	169.0164	-0.06350672221983589	140.84699999999998	0.986	otherclones	-0.15444014515464277	0.15901288880890507
221094	C06	2021_08_03_Batch27	2243	2.5x10^3 cells/well	6	WT clone 13	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_194_WT	-0.2157345553470948	463.3125	-0.13225446428571425	232.02689999999998	-0.08348009106138055	231.2856	0.993	otherclones	-0.15444014515464277	0.15901288880890507
221094	C09	2021_08_03_Batch27	1717	2.5x10^3 cells/well	8	WT clone 15	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_197_WT	0.394141644505994	380.28689999999995	0.22144717261904756	190.51409999999998	0.17269447188694642	189.7728	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221094	C10	2021_08_03_Batch27	1037	2.5x10^3 cells/well	7	WT clone 14	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_198_WT	-0.04155290306089571	395.11289999999997	-0.040457589285714246	194.96189999999999	-0.0010953137751814612	200.15099999999998	0.686	otherclones	-0.15444014515464277	0.15901288880890507
221094	C11	2021_08_03_Batch27	2313	2.5x10^3 cells/well	6	WT clone 13	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_199_WT	-0.07649240416899333	493.70579999999995	-0.10091145833333331	268.3506	0.02441905416433998	225.3552	0.784	otherclones	-0.15444014515464277	0.15901288880890507
221094	E05	2021_08_03_Batch27	1191	2.5x10^3 cells/well	4	WT clone 10	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_213_WT	0.39150827091016394	374.3565	0.23084077380952384	212.7531	0.1606674971006401	161.6034	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221094	E06	2021_08_03_Batch27	1417	2.5x10^3 cells/well	5	WT clone 12	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_214_WT	-0.39505733027366474	458.12339999999995	-0.20024181547619047	268.3506	-0.19481551479747428	189.7728	1	otherclones	-0.15444014515464277	0.15901288880890507
221094	E10	2021_08_03_Batch27	1080	2.5x10^3 cells/well	4	WT clone 10	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_218_WT	0.4080794180148436	293.5548	0.2335379464285715	121.5732	0.1745414715862721	171.9816	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221094	E11	2021_08_03_Batch27	867	2.5x10^3 cells/well	5	WT clone 12	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_219_WT	-0.1700343003044072	535.2185999999999	-0.11765252976190471	280.21139999999997	-0.05238177054250248	255.00719999999998	0.961	otherclones	-0.15444014515464277	0.15901288880890507
221094	F04	2021_08_03_Batch27	1756	2.5x10^3 cells/well	8	WT clone 15	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_222_WT	0.11654751629803373	555.975	0.08826264880952384	321.7242	0.02828486748850989	234.2508	0.114	otherclones	-0.15444014515464277	0.15901288880890507
221094	F05	2021_08_03_Batch27	1308	2.5x10^3 cells/well	7	WT clone 14	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_223_WT	-0.17527426548907654	282.4353	-0.11821056547619047	117.8667	-0.057063700012886076	164.5686	0.973	otherclones	-0.15444014515464277	0.15901288880890507
221094	F06	2021_08_03_Batch27	2035	2.5x10^3 cells/well	6	WT clone 13	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_224_WT	-0.2702651584881193	423.28229999999996	-0.18601190476190477	203.8575	-0.0842532537262145	219.42479999999998	0.998	otherclones	-0.15444014515464277	0.15901288880890507
221094	F09	2021_08_03_Batch27	1550	2.5x10^3 cells/well	8	WT clone 15	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_227_WT	0.3070918363009587	467.7603	0.19521949404761907	172.72289999999998	0.11187234225333964	295.0374	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221094	F10	2021_08_03_Batch27	981	2.5x10^3 cells/well	7	WT clone 14	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_228_WT	-0.12141311664452514	383.2520999999999	-0.11430431547619047	200.89229999999998	-0.0071088011683346775	182.35979999999998	0.905	otherclones	-0.15444014515464277	0.15901288880890507
221094	F11	2021_08_03_Batch27	2789	2.5x10^3 cells/well	6	WT clone 13	20210802	221094	48 hr	0.1% DMSO	1	4 hr	WT	resistant	1	otherclone	profile_229_WT	-0.055547100953209305	533.736	-0.09830729166666669	284.6592	0.04276019071345738	249.0768	0.71	otherclones	-0.15444014515464277	0.15901288880890507
221057	B05	2021_08_02_Batch24	1814	2.5x10^3 cells/well	4	WT clone 10	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_3_BZ	0.29962556485106395	446.2626	0.21670386904761907	170.499	0.08292169580344488	275.7636	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	B06	2021_08_02_Batch24	5481	2.5x10^3 cells/well	5	WT clone 12	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_4_BZ	-0.3962962258079856	266.12669999999997	-0.2885044642857143	135.65789999999998	-0.10779176152227132	130.4688	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	B10	2021_08_02_Batch24	1925	2.5x10^3 cells/well	4	WT clone 10	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_8_BZ	0.13228339955967572	522.6165	0.13178943452380953	255.74849999999998	4.93965035866184e-4	266.868	0.096	otherclones	-0.15444014515464277	0.15901288880890507
221057	B11	2021_08_02_Batch24	3910	2.5x10^3 cells/well	5	WT clone 12	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_9_BZ	-0.21832794369412217	334.32629999999995	-0.10714285714285715	186.06629999999998	-0.11118508655126502	148.26	0.992	otherclones	-0.15444014515464277	0.15901288880890507
221057	C02	2021_08_02_Batch24	2230	2.5x10^3 cells/well	10	BZ007	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_10_BZ	0.280254088059239	309.1221	0.1936383928571428	166.7925	0.08661569520209622	142.3296	0.002	otherclones	-0.15444014515464277	0.15901288880890507
221057	C03	2021_08_02_Batch24	3910	2.5x10^3 cells/well	9	BZ006	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_11_BZ	-0.3509619063023496	325.4307	-0.150390625	175.6881	-0.20057128130234958	149.74259999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	C04	2021_08_02_Batch24	3026	2.5x10^3 cells/well	8	WT clone 15	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_12_BZ	0.34275103593314393	532.9947	0.23865327380952384	163.82729999999998	0.1040977621236201	369.1674	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	C05	2021_08_02_Batch24	3129	2.5x10^3 cells/well	7	WT clone 14	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_13_BZ	-0.25716921249138375	392.889	-0.11179315476190471	126.02099999999999	-0.14537605772947904	266.868	0.996	otherclones	-0.15444014515464277	0.15901288880890507
221057	C06	2021_08_02_Batch24	4511	2.5x10^3 cells/well	6	WT clone 13	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_14_BZ	-0.47452961623365464	256.48979999999995	-0.2650669642857143	120.0906	-0.20946265194794034	136.39919999999998	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	C07	2021_08_02_Batch24	2482	2.5x10^3 cells/well	10	BZ007	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_15_BZ	0.21665831886210107	289.8483	0.1651785714285715	120.83189999999999	0.051479747433529566	169.0164	0.014	otherclones	-0.15444014515464277	0.15901288880890507
221057	C08	2021_08_02_Batch24	3153	2.5x10^3 cells/well	9	BZ006	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_16_BZ	-0.37472650313534844	305.4156	-0.15504092261904762	189.7728	-0.21968558051630083	115.6428	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	C09	2021_08_02_Batch24	4373	2.5x10^3 cells/well	8	WT clone 15	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_17_BZ	0.2859107443595431	428.4714	0.15857514880952384	179.3946	0.12733559555001928	249.0768	0.002	otherclones	-0.15444014515464277	0.15901288880890507
221057	C10	2021_08_02_Batch24	4396	2.5x10^3 cells/well	7	WT clone 14	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_18_BZ	-0.42009497928772893	357.3066	-0.240141369047619	126.02099999999999	-0.17995361024010992	231.2856	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	C11	2021_08_02_Batch24	3549	2.5x10^3 cells/well	6	WT clone 13	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_19_BZ	-0.2780786692052685	590.8161	-0.07003348214285715	399.5607	-0.20804518706241137	191.25539999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	D02	2021_08_02_Batch24	1824	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_20_BZ	0.2161261702906111	385.476	0.1244419642857143	189.7728	0.0916842060048968	195.70319999999998	0.01	otherclones	-0.15444014515464277	0.15901288880890507
221057	D03	2021_08_02_Batch24	1470	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_21_BZ	0.24690502029679817	333.585	0.20917038690476186	210.52919999999997	0.03773463339203631	123.05579999999999	0.006	otherclones	-0.15444014515464277	0.15901288880890507
221057	D04	2021_08_02_Batch24	2093	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_22_BZ	0.3277358299533035	388.4412	0.2321428571428572	207.564	0.09559297281044632	180.8772	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	D07	2021_08_02_Batch24	3219	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_25_BZ	0.15549201806705237	425.5062	0.18824404761904756	189.7728	-0.03275202955199519	235.7334	0.058	otherclones	-0.15444014515464277	0.15901288880890507
221057	D08	2021_08_02_Batch24	1254	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_26_BZ	0.20194280849420432	433.66049999999996	0.1046316964285714	248.3355	0.09731111206563292	185.325	0.023	otherclones	-0.15444014515464277	0.15901288880890507
221057	D09	2021_08_02_Batch24	2076	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_27_BZ	0.16485588499767856	442.5561	0.14378720238095244	261.6789	0.02106868261672612	180.8772	0.045	otherclones	-0.15444014515464277	0.15901288880890507
221057	E05	2021_08_02_Batch24	1586	2.5x10^3 cells/well	4	WT clone 10	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_33_BZ	0.3239631983584099	314.3112	0.2541852678571428	100.8168	0.06977793050126713	213.49439999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	E06	2021_08_02_Batch24	3901	2.5x10^3 cells/well	5	WT clone 12	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_34_BZ	-0.3751443407957337	338.7741	-0.23986235119047622	175.6881	-0.1352819896052575	163.08599999999998	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	E10	2021_08_02_Batch24	1676	2.5x10^3 cells/well	4	WT clone 10	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_38_BZ	0.07375667648588358	476.6559	0.1247209821428571	248.3355	-0.05096430565697352	228.32039999999998	0.228	otherclones	-0.15444014515464277	0.15901288880890507
221057	E11	2021_08_02_Batch24	3814	2.5x10^3 cells/well	5	WT clone 12	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_39_BZ	-0.2489388588512808	438.1083	-0.10807291666666669	214.23569999999998	-0.14086594218461412	223.87259999999998	0.997	otherclones	-0.15444014515464277	0.15901288880890507
221057	F02	2021_08_02_Batch24	2696	2.5x10^3 cells/well	10	BZ007	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_40_BZ	0.19352248796919003	442.5561	0.1068638392857143	269.0919	0.08665864868347573	173.46419999999998	0.025	otherclones	-0.15444014515464277	0.15901288880890507
221057	F03	2021_08_02_Batch24	4077	2.5x10^3 cells/well	9	BZ006	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_41_BZ	-0.3644355449134897	307.6395	-0.18284970238095238	147.5187	-0.1815858425325373	160.1208	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	F04	2021_08_02_Batch24	4480	2.5x10^3 cells/well	8	WT clone 15	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_42_BZ	0.388378335574329	303.19169999999997	0.18870907738095244	162.3447	0.19966925819337655	140.84699999999998	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	F05	2021_08_02_Batch24	4305	2.5x10^3 cells/well	7	WT clone 14	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_43_BZ	-0.3019075005087943	300.2265	-0.16387648809523808	86.73209999999999	-0.1380310124135562	213.49439999999998	0.999	otherclones	-0.15444014515464277	0.15901288880890507
221057	F06	2021_08_02_Batch24	4171	2.5x10^3 cells/well	6	WT clone 13	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_44_BZ	-0.44572004672213805	315.0525	-0.29055059523809523	135.65789999999998	-0.15516945148404282	179.3946	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	F07	2021_08_02_Batch24	2201	2.5x10^3 cells/well	10	BZ007	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_45_BZ	0.29290406809737557	271.31579999999997	0.193359375	96.369	0.09954469309737557	174.9468	0.001	otherclones	-0.15444014515464277	0.15901288880890507
221057	F08	2021_08_02_Batch24	3961	2.5x10^3 cells/well	9	BZ006	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_46_BZ	-0.315149664918102	304.6743	-0.15559895833333331	149.0013	-0.15955070658476866	155.673	0.998	otherclones	-0.15444014515464277	0.15901288880890507
221057	F09	2021_08_02_Batch24	3983	2.5x10^3 cells/well	8	WT clone 15	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_47_BZ	0.26611278488001655	495.1884	0.15299479166666663	171.9816	0.11311799321334992	323.2068	0.004	otherclones	-0.15444014515464277	0.15901288880890507
221057	F10	2021_08_02_Batch24	3820	2.5x10^3 cells/well	7	WT clone 14	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_48_BZ	-0.3333476511604599	324.6894	-0.16666666666666669	123.05579999999999	-0.1666809844937932	201.6336	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	F11	2021_08_02_Batch24	5270	2.5x10^3 cells/well	6	WT clone 13	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_49_BZ	-0.38845937671302566	276.5049	-0.26292782738095233	119.3493	-0.12553154933207333	157.1556	1	otherclones	-0.15444014515464277	0.15901288880890507
221057	G02	2021_08_02_Batch24	2035	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_50_BZ	0.24082280014256463	386.95859999999993	0.14918154761904756	262.42019999999997	0.09164125252351707	124.5384	0.01	otherclones	-0.15444014515464277	0.15901288880890507
221057	G03	2021_08_02_Batch24	1065	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_51_BZ	0.08454313379651501	344.70449999999994	0.06119791666666663	237.95729999999998	0.023345217129848383	106.74719999999999	0.227	otherclones	-0.15444014515464277	0.15901288880890507
221057	G04	2021_08_02_Batch24	2222	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_52_BZ	0.013027920338166576	532.2533999999999	0.0797991071428571	228.32039999999998	-0.06677118680469052	303.933	0.467	otherclones	-0.15444014515464277	0.15901288880890507
221057	G07	2021_08_02_Batch24	2474	2.5x10^3 cells/well	11	BZ008	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_55_BZ	0.25558432410779497	300.2265	0.1827566964285715	120.83189999999999	0.07282762767922346	179.3946	0.003	otherclones	-0.15444014515464277	0.15901288880890507
221057	G08	2021_08_02_Batch24	1462	2.5x10^3 cells/well	12	BZ009	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_56_BZ	0.12332841365762193	328.3959	0.09719122023809523	132.6927	0.026137193419526694	195.70319999999998	0.118	otherclones	-0.15444014515464277	0.15901288880890507
221057	G09	2021_08_02_Batch24	2215	2.5x10^3 cells/well	13	BZ010	20210728	221057	48 hr	0.1% DMSO	1	13 hr	BZ	resistant	1	otherclone	profile_57_BZ	0.10967522693755993	429.2126999999999	0.09895833333333337	246.85289999999998	0.010716893604226563	182.35979999999998	0.135	otherclones	-0.15444014515464277	0.15901288880890507
221058	B05	2021_08_02_Batch25	660	2.5x10^3 cells/well	4	WT clone 10	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_63_BZ	0.1434123142070174	464.7951	0.0811941964285714	211.2705	0.06221811777844599	253.5246	0.077	otherclones	-0.15444014515464277	0.15901288880890507
221058	B06	2021_08_02_Batch25	2307	2.5x10^3 cells/well	5	WT clone 12	20210728	221058	48 hr	0.1% DMSO	1	4 hr	BZ	resistant	1	otherclone	profile_64_BZ	-0.4020434631384984	381.02819999999997	-0.246186755952381	166.0512	-0.15585670718611744	214.97699999999998	1	otherclones	-0.15444014515464277	0.15901288880890507
