,Metadata_Plate,Metadata_Well,Metadata_batch,Metadata_cell_count,Metadata_cell_density,Metadata_celltype_shorthand_from_plate_graph,Metadata_clone_number,Metadata_date,Metadata_plate_map_name,Metadata_time_to_adhere,Metadata_treatment,Metadata_treatment_shorthand_from_plate_graph,Metadata_treatment_time,Metadata_dataset,Metadata_clone_type,Metadata_clone_type_indicator,Metadata_model_split,Metadata_unique_sample_name,TotalScore,TotalDispersion,UpScore,UpDispersion,DownScore,DownDispersion,Metadata_permuted_p_value,dataset,min_permuted_value,max_permuted_value
1,221057,B05,2021_08_02_Batch24,1814,2.5x10^3 cells/well,4,WT clone 10,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,sensitive,0,otherclone,profile_3_WT,0.299625565,446.2626,0.216703869,170.499,0.082921696,275.7636,0.003,otherclones,-0.158349989,0.158461122
2,221057,B06,2021_08_02_Batch24,5481,2.5x10^3 cells/well,5,WT clone 12,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,sensitive,0,otherclone,profile_4_WT,-0.396296226,266.1267,-0.288504464,135.6579,-0.107791762,130.4688,1,otherclones,-0.158349989,0.158461122
3,221057,B10,2021_08_02_Batch24,1925,2.5x10^3 cells/well,4,WT clone 10,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,sensitive,0,otherclone,profile_8_WT,0.1322834,522.6165,0.131789435,255.7485,0.000493965,266.868,0.085,otherclones,-0.158349989,0.158461122
4,221057,B11,2021_08_02_Batch24,3910,2.5x10^3 cells/well,5,WT clone 12,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,sensitive,0,otherclone,profile_9_WT,-0.218327944,334.3263,-0.107142857,186.0663,-0.111185087,148.26,0.988,otherclones,-0.158349989,0.158461122
5,221057,C02,2021_08_02_Batch24,2230,2.5x10^3 cells/well,10,BZ007,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,resistant,1,otherclone,profile_10_WT,0.280254088,309.1221,0.193638393,166.7925,0.086615695,142.3296,0.001,otherclones,-0.158349989,0.158461122
6,221057,C03,2021_08_02_Batch24,3910,2.5x10^3 cells/well,9,BZ006,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,resistant,1,otherclone,profile_11_WT,-0.350961906,325.4307,-0.150390625,175.6881,-0.200571281,149.7426,1,otherclones,-0.158349989,0.158461122
7,221057,C04,2021_08_02_Batch24,3026,2.5x10^3 cells/well,8,WT clone 15,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,sensitive,0,otherclone,profile_12_WT,0.342751036,532.9947,0.238653274,163.8273,0.104097762,369.1674,0.001,otherclones,-0.158349989,0.158461122
8,221057,C05,2021_08_02_Batch24,3129,2.5x10^3 cells/well,7,WT clone 14,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,sensitive,0,otherclone,profile_13_WT,-0.257169212,392.889,-0.111793155,126.021,-0.145376058,266.868,0.998,otherclones,-0.158349989,0.158461122
9,221057,C06,2021_08_02_Batch24,4511,2.5x10^3 cells/well,6,WT clone 13,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,sensitive,0,otherclone,profile_14_WT,-0.474529616,256.4898,-0.265066964,120.0906,-0.209462652,136.3992,1,otherclones,-0.158349989,0.158461122
10,221057,C07,2021_08_02_Batch24,2482,2.5x10^3 cells/well,10,BZ007,20210728,221057,48 hr,0.1% DMSO,1,13 hr,WT,resistant,1,otherclone,profile_15_WT,0.216658319,289.8483,0.165178571,120.8319,0.051479747,169.0164,0.007,otherclones,-0.158349989,0.158461122
