"","Metadata_Plate","Metadata_Well","Metadata_batch","Metadata_cell_count","Metadata_cell_density","Metadata_celltype_shorthand_from_plate_graph","Metadata_clone_number","Metadata_date","Metadata_plate_map_name","Metadata_time_to_adhere","Metadata_treatment","Metadata_treatment_shorthand_from_plate_graph","Metadata_treatment_time","Metadata_dataset","Metadata_clone_type","Metadata_clone_type_indicator","Metadata_model_split","Metadata_unique_sample_name","TotalScore","TotalDispersion","UpScore","UpDispersion","DownScore","DownDispersion","Metadata_permuted_p_value","dataset","min_permuted_value","max_permuted_value"
"1",218698,"B02","2020_08_24_Batch9",12640,"5x10^3 cells/well",1,"WT_parental",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_0_ixazomib",-0.0564880386698943,381.7695,-0.0712425595238095,215.7183,0.0147545208539153,166.0512,0.702,"otherclones",-0.155786323919937,0.156830395733876
"2",218698,"B03","2020_08_24_Batch9",8927,"5x10^3 cells/well",2,"WT clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_1_ixazomib",0.0106669250267436,707.2002,0.0331101190476191,391.4064,-0.0224431940208755,315.7938,0.487,"otherclones",-0.155786323919937,0.156830395733876
"3",218698,"B04","2020_08_24_Batch9",6044,"5x10^3 cells/well",3,"WT clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_2_ixazomib",0.101739343541688,488.5167,0.115978422619048,239.4399,-0.0142390790773592,249.0768,0.145,"otherclones",-0.155786323919937,0.156830395733876
"4",218698,"B05","2020_08_24_Batch9",7530,"5x10^3 cells/well",4,"WT clone 06",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_3_ixazomib",0.346522864547219,320.9829,0.184523809523809,199.4097,0.16199905502341,121.5732,0.001,"otherclones",-0.155786323919937,0.156830395733876
"5",218698,"B06","2020_08_24_Batch9",4726,"5x10^3 cells/well",5,"WT clone 07",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_4_ixazomib",-0.0896585450709858,394.3716,-0.0995163690476191,164.5686,0.00985782397663326,229.803,0.827,"otherclones",-0.155786323919937,0.156830395733876
"6",218698,"B07","2020_08_24_Batch9",9122,"5x10^3 cells/well",6,"Ixazomib clone 01",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_5_ixazomib",-0.0790751899732768,544.1142,-0.0700334821428572,298.0026,-0.00904170783041969,246.1116,0.804,"otherclones",-0.155786323919937,0.156830395733876
"7",218698,"B08","2020_08_24_Batch9",7016,"5x10^3 cells/well",7,"Ixazomib clone 02",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_6_ixazomib",-0.400244015084342,360.2718,-0.161272321428571,127.5036,-0.238971693655771,232.7682,1,"otherclones",-0.155786323919937,0.156830395733876
"8",218698,"B09","2020_08_24_Batch9",24069,"5x10^3 cells/well",8,"Ixazomib clone 03",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_7_ixazomib",-0.130771406653648,433.6605,-0.100725446428571,323.9481,-0.0300459602250762,109.7124,0.892,"otherclones",-0.155786323919937,0.156830395733876
"9",218698,"B10","2020_08_24_Batch9",20546,"5x10^3 cells/well",9,"Ixazomib clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_8_ixazomib",0.0259076927128397,551.5272,-0.0215773809523809,311.346,0.0474850736652206,240.1812,0.384,"otherclones",-0.155786323919937,0.156830395733876
"10",218698,"B11","2020_08_24_Batch9",13874,"5x10^3 cells/well",10,"Ixazomib clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_9_ixazomib",-0.0533583630044733,541.149,-0.0842633928571428,318.759,0.0309050298526695,222.39,0.726,"otherclones",-0.155786323919937,0.156830395733876
"11",218698,"C02","2020_08_24_Batch9",15218,"5x10^3 cells/well",1,"WT_parental",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_10_ixazomib",0.027231164898415,510.7557,-0.03125,338.7741,0.058481164898415,171.9816,0.359,"otherclones",-0.155786323919937,0.156830395733876
"12",218698,"C03","2020_08_24_Batch9",9224,"5x10^3 cells/well",2,"WT clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_11_ixazomib",-0.0845721569589242,458.8647,-0.0717075892857142,270.5745,-0.01286456767321,188.2902,0.834,"otherclones",-0.155786323919937,0.156830395733876
"13",218698,"C04","2020_08_24_Batch9",7964,"5x10^3 cells/well",3,"WT clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_12_ixazomib",-0.00835184343941825,618.9855,-0.0151599702380953,352.1175,0.00680812679867704,266.868,0.531,"otherclones",-0.155786323919937,0.156830395733876
"14",218698,"C05","2020_08_24_Batch9",7916,"5x10^3 cells/well",4,"WT clone 06",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_13_ixazomib",0.360709102692825,442.5561,0.199869791666667,234.9921,0.160839311026159,207.564,0.001,"otherclones",-0.155786323919937,0.156830395733876
"15",218698,"C06","2020_08_24_Batch9",5599,"5x10^3 cells/well",5,"WT clone 07",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_14_ixazomib",-0.148899657407635,396.5955,-0.131138392857143,196.4445,-0.0177612645504918,200.151,0.938,"otherclones",-0.155786323919937,0.156830395733876
"16",218698,"C07","2020_08_24_Batch9",10418,"5x10^3 cells/well",6,"Ixazomib clone 01",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_15_ixazomib",-0.0700539721359743,475.9146,-0.0604538690476191,263.9028,-0.00960010308835524,212.0118,0.79,"otherclones",-0.155786323919937,0.156830395733876
"17",218698,"C08","2020_08_24_Batch9",5490,"5x10^3 cells/well",7,"Ixazomib clone 02",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_16_ixazomib",-0.435583492523282,292.0722,-0.189825148809524,115.6428,-0.245758343713758,176.4294,1,"otherclones",-0.155786323919937,0.156830395733876
"18",218698,"C09","2020_08_24_Batch9",25291,"5x10^3 cells/well",8,"Ixazomib clone 03",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_17_ixazomib",-0.0730679067055498,417.3519,-0.0492931547619047,240.9225,-0.0237747519436451,176.4294,0.747,"otherclones",-0.155786323919937,0.156830395733876
"19",218698,"C10","2020_08_24_Batch9",22096,"5x10^3 cells/well",9,"Ixazomib clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_18_ixazomib",0.123846112569314,576.7314,0.0381324404761905,312.8286,0.0857136720931231,263.9028,0.087,"otherclones",-0.155786323919937,0.156830395733876
"20",218698,"C11","2020_08_24_Batch9",13738,"5x10^3 cells/well",10,"Ixazomib clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_19_ixazomib",-0.00785229748711913,409.1976,-0.0682663690476191,275.7636,0.0604140715604999,133.434,0.512,"otherclones",-0.155786323919937,0.156830395733876
"21",218698,"D02","2020_08_24_Batch9",14065,"5x10^3 cells/well",1,"WT_parental",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_20_ixazomib",0.125903297491466,571.5423,0.0341331845238095,320.9829,0.091770112967656,250.5594,0.075,"otherclones",-0.155786323919937,0.156830395733876
"22",218698,"D03","2020_08_24_Batch9",8625,"5x10^3 cells/well",2,"WT clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_21_ixazomib",-0.0669384105562782,444.78,-0.0404575892857142,271.3158,-0.0264808212705639,173.4642,0.774,"otherclones",-0.155786323919937,0.156830395733876
"23",218698,"D04","2020_08_24_Batch9",6678,"5x10^3 cells/well",3,"WT clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_22_ixazomib",-0.0173186103884017,460.3473,0.00186011904761907,209.7879,-0.0191787294360207,250.5594,0.581,"otherclones",-0.155786323919937,0.156830395733876
"24",218698,"D05","2020_08_24_Batch9",5450,"5x10^3 cells/well",4,"WT clone 06",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_23_ixazomib",0.281484921825942,355.0827,0.138857886904762,220.1661,0.14262703492118,134.9166,0.001,"otherclones",-0.155786323919937,0.156830395733876
"25",218698,"D06","2020_08_24_Batch9",5820,"5x10^3 cells/well",5,"WT clone 07",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_24_ixazomib",0.0464752114308418,446.2626,0.0340401785714286,220.9074,0.0124350328594132,225.3552,0.356,"otherclones",-0.155786323919937,0.156830395733876
"26",218698,"D07","2020_08_24_Batch9",10045,"5x10^3 cells/well",6,"Ixazomib clone 01",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_25_ixazomib",-0.0501723548389654,518.1687,-0.0402715773809524,338.7741,-0.00990077745801299,179.3946,0.726,"otherclones",-0.155786323919937,0.156830395733876
"27",218698,"D08","2020_08_24_Batch9",5226,"5x10^3 cells/well",7,"Ixazomib clone 02",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_26_ixazomib",-0.456496177140157,347.6697,-0.1875,159.3795,-0.268996177140157,188.2902,1,"otherclones",-0.155786323919937,0.156830395733876
"28",218698,"D09","2020_08_24_Batch9",24498,"5x10^3 cells/well",8,"Ixazomib clone 03",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_27_ixazomib",0.00895220543116093,461.0886,0.0055803571428571,195.7032,0.00337184828830384,265.3854,0.416,"otherclones",-0.155786323919937,0.156830395733876
"29",218698,"D10","2020_08_24_Batch9",17675,"5x10^3 cells/well",9,"Ixazomib clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_28_ixazomib",0.343047220002107,334.3263,0.223400297619048,113.4189,0.119646922383059,220.9074,0.001,"otherclones",-0.155786323919937,0.156830395733876
"30",218698,"D11","2020_08_24_Batch9",14034,"5x10^3 cells/well",10,"Ixazomib clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_29_ixazomib",0.189961763411713,561.9054,0.0444568452380952,382.5108,0.145504918173618,179.3946,0.029,"otherclones",-0.155786323919937,0.156830395733876
"31",218698,"E02","2020_08_24_Batch9",9048,"5x10^3 cells/well",6,"Ixazomib clone 01",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_30_ixazomib",0.0881228302739205,552.2685,0.0608258928571429,401.0433,0.0272969374167776,151.2252,0.207,"otherclones",-0.155786323919937,0.156830395733876
"32",218698,"E03","2020_08_24_Batch9",6185,"5x10^3 cells/well",7,"Ixazomib clone 02",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_31_ixazomib",-0.386503215566648,403.2672,-0.154575892857143,244.629,-0.231927322709506,158.6382,1,"otherclones",-0.155786323919937,0.156830395733876
"33",218698,"E04","2020_08_24_Batch9",25843,"5x10^3 cells/well",8,"Ixazomib clone 03",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_32_ixazomib",0.0999318017604792,456.6408,0.0658482142857143,195.7032,0.0340835874747649,260.9376,0.144,"otherclones",-0.155786323919937,0.156830395733876
"34",218698,"E05","2020_08_24_Batch9",21282,"5x10^3 cells/well",9,"Ixazomib clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_33_ixazomib",0.133163330708825,497.4123,0.0549665178571429,240.9225,0.0781968128516817,256.4898,0.083,"otherclones",-0.155786323919937,0.156830395733876
"35",218698,"E06","2020_08_24_Batch9",15074,"5x10^3 cells/well",10,"Ixazomib clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_34_ixazomib",0.154704941062966,549.3033,0.109840029761905,267.6093,0.044864911301061,281.694,0.058,"otherclones",-0.155786323919937,0.156830395733876
"36",218698,"E07","2020_08_24_Batch9",15374,"5x10^3 cells/well",1,"WT_parental",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_35_ixazomib",-0.00647886471391962,555.975,-0.0665922619047619,338.0328,0.0601133971908423,217.9422,0.487,"otherclones",-0.155786323919937,0.156830395733876
"37",218698,"E08","2020_08_24_Batch9",9458,"5x10^3 cells/well",2,"WT clone 04",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_36_ixazomib",0.00746959523119195,371.3913,-0.0155319940476191,160.8621,0.023001589278811,210.5292,0.505,"otherclones",-0.155786323919937,0.156830395733876
"38",218698,"E09","2020_08_24_Batch9",6606,"5x10^3 cells/well",3,"WT clone 05",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_37_ixazomib",-0.058797918859084,464.7951,-0.0305989583333333,200.8923,-0.0281989605257507,263.9028,0.759,"otherclones",-0.155786323919937,0.156830395733876
"39",218698,"E10","2020_08_24_Batch9",4793,"5x10^3 cells/well",4,"WT clone 06",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_38_ixazomib",0.276159768765814,555.975,0.137183779761905,354.3414,0.138975989003909,201.6336,0.002,"otherclones",-0.155786323919937,0.156830395733876
"40",218698,"E11","2020_08_24_Batch9",4827,"5x10^3 cells/well",5,"WT clone 07",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","sensitive",0,"otherclone","profile_39_ixazomib",0.0201684572260028,363.9783,-0.0027901785714286,175.6881,0.0229586357974314,188.2902,0.438,"otherclones",-0.155786323919937,0.156830395733876
"41",218698,"F02","2020_08_24_Batch9",10411,"5x10^3 cells/well",6,"Ixazomib clone 01",20200818,218698,"48 hr","0.1% DMSO",1,"4 hr","ixazomib","resistant",1,"otherclone","profile_40_ixazomib",0.154394567004619,564.1293,0.0804501488095238,412.9041,0.0739444181950948,151.2252,0.055,"otherclones",-0.155786323919937,0.156830395733876
