Metadata_Plate,Metadata_Well,Metadata_Assay_Plate_Barcode,Metadata_Plate_Map_Name,Metadata_Batch_Number,Metadata_well_position,Metadata_CellLine,Metadata_Dosage,Cells_AreaShape_Orientation,Cells_AreaShape_Zernike_2_0,Cells_AreaShape_Zernike_3_1,Cells_AreaShape_Zernike_4_4,Cells_AreaShape_Zernike_6_2,Cells_AreaShape_Zernike_7_1,Cells_AreaShape_Zernike_7_3,Cells_AreaShape_Zernike_8_2,Cells_AreaShape_Zernike_8_4,Cells_AreaShape_Zernike_8_8,Cells_AreaShape_Zernike_9_1,Cells_AreaShape_Zernike_9_3,Cells_Intensity_IntegratedIntensityEdge_DNA,Cells_Intensity_IntegratedIntensityEdge_RNA,Cells_RadialDistribution_RadialCV_AGP_1of4,Cells_RadialDistribution_RadialCV_Mito_1of4,Cytoplasm_AreaShape_EulerNumber,Cytoplasm_AreaShape_Orientation,Cytoplasm_AreaShape_Zernike_1_1,Cytoplasm_AreaShape_Zernike_3_1,Cytoplasm_AreaShape_Zernike_3_3,Cytoplasm_AreaShape_Zernike_5_3,Cytoplasm_AreaShape_Zernike_5_5,Cytoplasm_AreaShape_Zernike_8_4,Cytoplasm_AreaShape_Zernike_8_6,Cytoplasm_AreaShape_Zernike_9_5,Cytoplasm_Correlation_K_ER_DNA,Cytoplasm_Correlation_K_ER_RNA,Cytoplasm_Granularity_2_AGP,Cytoplasm_Granularity_2_ER,Cytoplasm_Granularity_2_Mito,Cytoplasm_Granularity_2_RNA,Cytoplasm_Granularity_3_RNA,Cytoplasm_Intensity_IntegratedIntensity_DNA,Cytoplasm_Intensity_IntegratedIntensity_ER,Cytoplasm_Intensity_IntegratedIntensity_RNA,Cytoplasm_RadialDistribution_FracAtD_ER_1of4,Cytoplasm_RadialDistribution_MeanFrac_DNA_3of4,Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4,Cytoplasm_Texture_InfoMeas1_DNA_10_00,Nuclei_AreaShape_MaxFeretDiameter,Nuclei_AreaShape_Orientation,Nuclei_AreaShape_Zernike_6_2,Nuclei_AreaShape_Zernike_8_0,Nuclei_Correlation_Correlation_ER_AGP,Nuclei_Correlation_Correlation_ER_RNA,Nuclei_Granularity_2_DNA,Nuclei_Granularity_7_DNA,Nuclei_Granularity_8_DNA,Nuclei_Granularity_9_DNA,Nuclei_Location_MaxIntensity_Y_RNA,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,Nuclei_RadialDistribution_RadialCV_AGP_1of4,Nuclei_RadialDistribution_RadialCV_AGP_2of4,Nuclei_RadialDistribution_RadialCV_ER_1of4,Nuclei_RadialDistribution_RadialCV_Mito_1of4,Nuclei_Texture_Correlation_RNA_10_01,Nuclei_Texture_Correlation_RNA_10_03
HCT116bortezomib,B03,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B03,WT,0,0.8572765709939386,-0.3858899315678716,-1.059273797517488,2.1565426249279187,0.3437551272624138,-1.2508899899687023,1.3489714045594037,-0.46375528937003757,0.7083775641051284,1.9929036776439446,-1.229624585306199,0.0044022945878497794,-0.007793534000642009,0.4656048887413549,-0.9740518996847589,-1.1473679574656643,-0.3426573997274398,1.108779339816341,-1.3769975312418696,-1.4251151820652281,0.1145039955323159,0.5951443932856385,0.8951470814599972,-0.7651374915040118,-1.598952225266427,0.37815757098541397,-1.6875874791986563,-1.1705365334081472,0.13885303180654673,0.742532028653891,-0.3887819511183576,1.2589971692474087,-0.23834397429004064,-1.6955131415280382,-1.244710895291505,-1.620334787407222,0.6277245444926229,0.5456176223852525,-0.13359814870245226,0.6874500496572485,0.11162441033347696,1.3104046188802063,-0.13173838099894913,-1.3108506871862746,-0.46850220340804105,-0.4288306383806267,-0.32932023726306675,-1.6894967286877165,-0.4702435463133127,1.1216062191466818,0.37625929715641565,-1.7590551549505122,-0.6805355644429261,-0.644600404861591,-0.5634461428261778,-0.3636315712613169,-1.433559026637242,-1.0812188002966014
HCT116bortezomib,B04,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B04,WT,0,0.6864910868034356,0.5024000399640479,-0.9271251938214001,1.5214941581642278,-0.42819628001053955,-0.5754144902493769,0.4172523257915787,-0.6516110704750709,1.2213922573041995,1.6369812726070334,-1.1073370529855115,-0.7357214904772431,1.4130407261379894,2.168892159408947,-0.9271508859827933,-1.0306894907665747,-0.455522493197086,0.8103332493816835,-1.2574401805086057,-1.1601985281430032,0.20038818425603522,0.41938850277468975,0.9322402451374855,-0.553024078996078,-1.5598374465590652,0.017408942061337564,-0.21569723932311347,0.2167636391352371,-0.09524841763955931,0.1287150317746076,-0.4476268089686896,0.8502852729995892,-0.6224970245067604,-0.8762988259702732,-0.854173579848573,-0.8831579545315216,0.3209162260042532,0.3418637796933134,0.04347663447636192,-0.42504665372860734,0.07311268129736062,1.6674843203234742,-0.0876533755948355,-0.669237717854894,-0.06910312934576784,-0.29741461468799074,-0.564122227809909,-1.7129102546773385,-0.24886161447439345,0.03721792028637422,-0.5443364941808078,-1.4139421669475847,-0.48795577597152384,-0.6747322948980515,-0.7727316449684244,-0.2259001090160705,-0.5505529192499864,-0.51434099009834
HCT116bortezomib,B05,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B05,WT,0,0.06455059315057203,0.0033802002804088228,-0.572242152564315,1.3187141646654028,-0.14143790401020634,-0.8611175952132435,0.4731617214634896,-1.1472383667309658,0.640603954848062,1.3604147562603974,-0.4299022454074574,-0.48713407709251433,0.8815919223764939,1.351369339162143,-0.6452057217014046,-0.8166478802611015,-0.7701476514828495,-0.15407252113443776,-0.8608487653523106,-0.03349169344260018,0.3541500312160732,0.3680433126656787,1.2299399133285194,-0.07571544138038101,-0.25213518038471,-0.06829701523137541,0.5704129159210759,1.112287535963511,0.08106349511243773,0.06735249117307453,-0.32638742227244005,0.41548629333682874,-0.8590138105871985,-0.6870317570058375,-0.9792331337204722,-0.7583053423753594,-0.31706839879579496,0.7243148818857077,-0.952474393646105,0.11413127642986641,-0.1503106134186348,-0.2722946149545496,-0.05763104453666848,-0.633072356536266,-0.077537121401265785,0.49050804199460357,-0.8272111272460354,-0.7594058606227079,0.022638462781093598,-0.3813744993133858,-0.14064921987330167,-1.3436752399586598,-0.09388886711943403,-0.2848552971110823,-0.6295426524852531,-0.08707353992097272,0.08001385423693026,0.5337525214712827
HCT116bortezomib,B06,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B06,CloneA,0,-1.7685547295594666,-0.05179931317805277,-0.8146324803693236,0.3821208340469125,0.32187909284894334,-0.8727703098626314,0.06213968058838474,-0.10683526314167258,0.628196158220874,1.3173792946925083,-0.6483175521755205,-0.9096130172210414,-0.17502177422496903,0.1366061807636605,-0.4171054439608386,0.2365199375942501,0.5127933087880059,-0.4335930145211369,-0.7491521591459824,0.5814090949046886,-0.40752920219037464,-0.10650035377974783,0.18906496868583375,-0.8253996264838203,0.06147282070155063,-0.9498023894980887,-0.4165511555401296,0.10730865724872003,0.14751556393765794,-1.3453409698266954,0.5480187956992807,-0.029704196585844257,-1.3182169142698426,-0.9281529998866146,-0.6959905835045977,-0.7498847980064427,-0.003442407650342651,1.050432495696352,-1.076113911987997,0.7703836919870684,-0.6490312516834863,-0.5690612123163683,-0.6246851201699608,-0.00299128335453509,-0.6325825603119972,-0.12849785156273424,-0.9258905967915153,0.41718717752762374,-0.39566999561046867,-0.5101520125721336,-1.0461123713016451,-1.2836206808023596,0.6013037395578352,-0.1882155179437857,-0.7019101109386224,2.076125106881103,0.5671375429790396,0.24059249703956762
HCT116bortezomib,B07,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B07,CloneA,0,0.6292262102481608,0.5930739316716632,-0.7673334875406425,0.3809356790248391,0.11380767476035228,-1.1612654062560812,0.6436840602274952,-0.6973704484781194,0.7267198452924686,0.16874712270603984,-0.7108713760011178,0.5173757149357094,-0.04063624965393503,-1.2879979236940382,-0.2955974133138355,-0.26927228306000356,1.0231711374733101,-0.37430126662468977,-0.7208833168754407,1.0791318668126937,0.5872191449323511,0.07625802088372732,0.7294424896935816,-0.6959306143942195,-0.5250233372622332,-0.6759313092288539,0.11983983178310541,-1.4886105442609208,0.7494267525828309,-0.47703634334891654,0.543096600724749,0.15158432248503165,-1.6881649116981536,-1.0496718574202106,-1.0969460878321537,-1.5576634795752264,-0.3221956316387004,-0.024501989366814605,0.24590876584346244,0.725512456404036,-0.8891037388923816,0.4495841456237113,-0.7189685030697135,0.0940240123822572,-1.1058478628356978,-0.6642600307609943,-0.3333490555173916,0.1146409364968999,-0.35786112946939236,-0.6641253279474617,-1.100480147641856,-0.8945231716613923,0.6868275155742569,-0.1608612676025771,-0.4133834716669962,1.313738804314397,-0.32444885151808933,-0.16244247611151827
HCT116bortezomib,B08,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B08,CloneA,0,0.07036582968076587,0.5709761307446375,-0.08971157128267375,0.34762846415347143,-0.11380767476036359,0.41303916582863387,0.6163028747297727,0.009459700619594797,0.2975605830553653,-0.15274044769269207,-0.13315684599316213,-0.20314010414935704,0.09731814960040021,-0.25810448457751084,-0.10088216774281607,0.21241621999708596,0.4561492761107802,-0.06693013190598171,-0.32487766857736344,1.45588256143799,0.08862233420680678,0.07738091487855077,1.196925789175387,-0.9991711591906417,-0.06147282070155063,-1.1892393614850172,0.2620997084490419,0.04128426788319748,0.8476867103923522,-0.8067041755765443,0.5477547731363624,0.13400728916644522,-0.7920496746921306,-0.5964497221325177,-0.7175184302072094,-0.7763141783407906,0.0034424076503523607,0.9311787233803748,-1.114086177082701,0.5736476617673605,-0.3200874086088458,-0.5558666207400088,-0.6827360550509539,1.9685586929166239,-0.7126717055316659,0.7086944592728363,-1.358716744094621,0.9385213302542915,-0.19115721370380218,-0.7270425496684016,-1.058811088530713,-0.6013823832634007,0.9547045639311391,-0.064315457354696,-0.6355138681610392,2.4581120151669347,1.7453232876839726,1.146840687182952
HCT116bortezomib,B09,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B09,CloneE,0,-1.1857106491423142,0.43287374785464555,-0.17791325198081342,1.0096998390297522,-0.2405344048817581,-0.1777255434375654,0.5036630140820733,-0.886649615106993,-0.003940420907071033,-0.08050858938444642,-0.3124086916071875,0.1828886955161659,-0.2955090900436148,-0.09605906668870873,0.012209661210751557,-0.5119190299238079,-0.895970981209311,-0.6386974860539733,0.17428059245536293,2.2709360382110138,0.9607639103852106,1.1169288737032599,1.13370186386071,-0.38884613193026213,0.33871028712772944,-1.2319107041976607,-0.48923291110319594,-0.24880144500580664,1.2891796738544414,-0.26990699554457115,0.1903496990509414,0.5646358626474827,-0.5918560833006349,-0.3977020668832378,-0.26923470462551113,-0.40902544209229763,0.18195311343024634,0.3736958081049571,0.09715297933168833,0.7961607956819435,-1.745287356910212,0.73109712058406,-0.9513636313628503,1.5860116971731515,-0.1938219576224761,-0.8921748609848436,-0.8643671426758455,-0.8025944378135791,-0.9096367030377405,-1.2891013901017097,-1.3661419812565956,-2.0944891229808933,0.13138831136711063,-0.5351850325259,-1.1026825675824725,-0.7558371529450675,-1.4047793455483926,-0.676246925961647
HCT116bortezomib,B10,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B10,CloneE,0,-1.102424419083325,-0.09870007132857127,0.4447338002692464,0.6726572350894017,-0.4237704316268716,-0.007046367812689678,-0.06213968058840046,0.04176667007727992,0.003940420907071033,1.2081002729848607,0.3663011156242754,1.0683470087955078,-0.5770371899605576,-0.43726177883151485,0.7673319627183354,0.24893946130162142,-1.4197657638189227,-0.946665142682488,0.5356857625472038,1.874502990078362,0.44766224079290784,0.6230516712657448,0.3617187310317169,-0.49354442879143534,1.8692568101177938,-0.36597684265597463,-0.4659167906744785,0.10796543648122577,1.3772301164965497,0.23656755398956858,0.3999294446898903,0.9834069141696518,0.4278618828030279,-0.21811597138610136,-0.04713591174578536,-0.06272136463216019,-0.024545680278670653,0.3853597157587731,0.0553225283289836,0.6665524242433094,-1.4406983047825217,-0.019516281192873793,-1.4695077462012138,2.9398887233310464,0.8787692574122965,0.38219119939552704,-0.5071924008011474,-0.4194760799350462,-0.7369338835599043,-1.498475998559664,2.0933007488586015,-1.9485442507922983,0.7483414883204982,0.4543466844831812,-0.647071408014568,-0.21930801330527078,0.1299318116164306,-0.3214104425851326
HCT116bortezomib,B11,HCT116bortezomib,PlateMap_HCT116bortezomib,1,B11,CloneE,0,-0.6097093486010527,2.055061513501831,-0.33689792792246526,-0.15764381268442285,-1.4648334870706998,-0.06922847775868582,-0.849222716966158,-0.7533107038692219,-1.6697908687285057,-0.5649088980079956,0.28368839085733705,-0.42603127823205494,-1.2403911646949257,-0.2510375344521569,0.1741757948192298,-0.08181405385076394,0.2368251649727759,-0.3308859250327325,0.2672861660062763,1.730921639605911,0.9520218689542035,-0.06086002965676017,1.035708727475764,-0.6808484790734555,0.8163374516729482,-1.1429813447475825,-0.8970973666339535,0.5961295758457464,1.3707059752885054,0.07228731301654509,0.7101252860441803,0.76061183180679,0.1702452286429669,-0.24917594677927432,-0.08360461103329836,0.057572448789594693,-0.02719907604139859,0.9544947527057808,-1.3871321664692688,1.2390383521490185,-1.3865077846818263,1.688364718134249,-1.1908718486124383,2.082534343148057,0.7001454567708617,0.31002626240382225,-0.8739178182033214,-0.5380529216816747,-0.8642788977424173,-0.8788750417286925,0.7612932843774023,-2.307597916712188,-0.5577788958326214,-0.9947945769744488,-0.5936478427673624,-0.6346325180519539,-0.07120647136112186,0.35432810394844416
HCT116bortezomib,C03,HCT116bortezomib,PlateMap_HCT116bortezomib,1,C03,WT,0.7,-0.6295832513511599,-0.8649250346380295,-0.8491929727343672,2.6989957705013965,-0.3667430099468614,-1.0950298566878336,1.197745528859525,-0.6434795540826038,1.74882443520359,2.80170907865583,-1.2465893716065426,0.8392597643715746,2.618981317270011,2.4377731642904594,-1.4417404322006278,-1.1647876726893738,-3.9431749721425127,-1.1619684935928003,-1.3096202812822724,-1.6963047022446895,-0.8437082391037377,0.26585564303364884,-0.002675685189676788,0.7024607370525849,-0.9164829761419392,1.9522023076683364,0.6494575525216386,-0.38676349802183785,-0.5379436980716292,-0.7466914339784646,-1.0725465379021855,0.40510937367271516,-1.6578218352117655,-0.56294081523366,-0.7267968463016856,-0.963076110498601,1.1206760012401529,1.3117593541231873,-0.862134456446261,-0.7131397824318176,0.02966230844337459,-1.1333745248858953,-0.3766975786897429,0.002991283354525782,-0.4314310739740312,-0.8359747366960297,0.6268545370776373,-2.9121244518502998,-1.1418879301044786,-0.16805788585478024,0.17425896756078701,-0.932300384831769,-1.708124383080382,-1.7952942511179302,-1.2120235044726226,-0.6061022985307075,-3.0936733497649276,-1.707055158386565
