column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
1,WT002,DMSO,0,0.5437557620569656,0,BZ017,DMSO
2,WT008,DMSO,0,0.23249459391727026,0,BZ017,DMSO
3,WT009,DMSO,0,0.48107867382234276,0,BZ017,DMSO
4,BZ018,DMSO,0,0.09351935833096152,0,BZ017,DMSO
5,WT_parental,DMSO,0,0.375833895718074,0,BZ017,DMSO
6,WT011,DMSO,0,0.2925236912627741,0,BZ017,DMSO
7,BZ001,DMSO,0,0.04129993967734046,0,BZ017,DMSO
8,BZ008,DMSO,0,0.3388475406211311,0,BZ017,DMSO
9,WT_parental,DMSO,0,0.13739122023785202,0,BZ017,DMSO
10,BZ017,DMSO,0,0.8425226792035954,0,BZ017,DMSO
11,BZ008,DMSO,0,0.5633058442799698,0,BZ017,DMSO
12,BZ001,DMSO,0,0.21710390914366187,0,BZ017,DMSO
13,WT011,DMSO,0,0.34986016953733506,0,BZ017,DMSO
14,BZ018,DMSO,0,-0.09164136021041694,0,BZ017,DMSO
15,WT_parental,DMSO,0,0.1996296393222329,0,BZ017,DMSO
16,WT009,DMSO,0,0.09179877094150897,0,BZ017,DMSO
17,WT008,DMSO,0,0.12080364074291274,0,BZ017,DMSO
18,WT002,DMSO,0,0.23486987039237794,0,BZ017,DMSO
19,WT_parental,DMSO,0,0.13927769789212752,0,BZ017,DMSO
20,BZ017,DMSO,0,0.7719081203424552,0,BZ017,DMSO
21,WT002,DMSO,0,0.2660946303892228,0,BZ017,DMSO
22,WT008,DMSO,0,0.12169542304428356,0,BZ017,DMSO
23,WT009,DMSO,0,0.08943093432411463,0,BZ017,DMSO
24,BZ018,DMSO,0,-0.11781455200770695,0,BZ017,DMSO
25,WT_parental,DMSO,0,0.10263432378811155,0,BZ017,DMSO
26,WT011,DMSO,0,0.24276612683711268,0,BZ017,DMSO
27,BZ001,DMSO,0,-0.08223161924784644,0,BZ017,DMSO
28,BZ008,DMSO,0,0.15346935576445306,0,BZ017,DMSO
29,WT_parental,DMSO,0,-0.0016605723542170877,0,BZ017,DMSO
30,WT_parental,DMSO,0,0.4650222111989874,0,BZ017,DMSO
31,BZ017,bortezomib,0,0.11258182565104208,0,BZ017,DMSO
32,WT002,bortezomib,0,0.011916398832376553,0,BZ017,DMSO
33,WT008,bortezomib,0,-0.4750815903423353,0,BZ017,DMSO
34,WT009,bortezomib,0,-0.4872752300152611,0,BZ017,DMSO
35,BZ018,bortezomib,0,-0.38022255454072,0,BZ017,DMSO
36,WT_parental,bortezomib,0,-0.4289715884962838,0,BZ017,DMSO
37,WT011,bortezomib,0,-0.34650659252893673,0,BZ017,DMSO
38,BZ001,bortezomib,0,-0.4865175738637218,0,BZ017,DMSO
39,BZ008,bortezomib,0,-0.35371176728404996,0,BZ017,DMSO
40,WT_parental,DMSO,0,0.4816862158732116,0,BZ017,DMSO
41,BZ017,bortezomib,0,0.07207433617544634,0,BZ017,DMSO
42,BZ008,bortezomib,0,0.0321345985405608,0,BZ017,DMSO
43,BZ001,bortezomib,0,-0.3946111028585339,0,BZ017,DMSO
44,WT011,bortezomib,0,-0.12766280237844577,0,BZ017,DMSO
45,BZ018,bortezomib,0,-0.4088777694005681,0,BZ017,DMSO
46,WT_parental,bortezomib,0,-0.4801529339905944,0,BZ017,DMSO
47,WT009,bortezomib,0,-0.5074690335032487,0,BZ017,DMSO
48,WT008,bortezomib,0,-0.4979663717393324,0,BZ017,DMSO
49,WT002,bortezomib,0,-0.2506751731720399,0,BZ017,DMSO
50,WT_parental,DMSO,0,0.40745940334088954,0,BZ017,DMSO
51,BZ017,bortezomib,0,0.003386096839416561,0,BZ017,DMSO
52,WT002,bortezomib,0,0.012078877840558968,0,BZ017,DMSO
53,WT008,bortezomib,0,-0.5289119968576353,0,BZ017,DMSO
54,WT009,bortezomib,0,-0.5005114908134681,0,BZ017,DMSO
55,BZ018,bortezomib,0,-0.449074452853163,0,BZ017,DMSO
56,WT_parental,bortezomib,0,-0.44661597581776424,0,BZ017,DMSO
57,WT011,bortezomib,0,-0.37052303646903323,0,BZ017,DMSO
58,BZ001,bortezomib,0,-0.4425435903847834,0,BZ017,DMSO
59,BZ008,bortezomib,0,-0.3334472334876564,0,BZ017,DMSO
2,WT008,DMSO,1,0.08643463449179471,1,WT002,DMSO
3,WT009,DMSO,1,0.2973592810834668,1,WT002,DMSO
4,BZ018,DMSO,1,-0.23514303752255059,1,WT002,DMSO
5,WT_parental,DMSO,1,0.28072814747312863,1,WT002,DMSO
6,WT011,DMSO,1,0.25184569077921204,1,WT002,DMSO
7,BZ001,DMSO,1,-0.376541431516003,1,WT002,DMSO
8,BZ008,DMSO,1,0.15362537023672782,1,WT002,DMSO
9,WT_parental,DMSO,1,0.09542714492370283,1,WT002,DMSO
10,BZ017,DMSO,1,0.4316935767690114,1,WT002,DMSO
11,BZ008,DMSO,1,0.5405362421831461,1,WT002,DMSO
12,BZ001,DMSO,1,-0.37202031293997206,1,WT002,DMSO
13,WT011,DMSO,1,0.24585421904487068,1,WT002,DMSO
14,BZ018,DMSO,1,-0.40127133203953497,1,WT002,DMSO
15,WT_parental,DMSO,1,0.35781161825838614,1,WT002,DMSO
16,WT009,DMSO,1,0.22661169111165058,1,WT002,DMSO
17,WT008,DMSO,1,0.07608087909710458,1,WT002,DMSO
18,WT002,DMSO,1,0.6830077375300101,1,WT002,DMSO
19,WT_parental,DMSO,1,0.13864311502497367,1,WT002,DMSO
20,BZ017,DMSO,1,0.525873470411791,1,WT002,DMSO
21,WT002,DMSO,1,0.6741119249220143,1,WT002,DMSO
22,WT008,DMSO,1,0.06574105490959856,1,WT002,DMSO
23,WT009,DMSO,1,0.13827931573308166,1,WT002,DMSO
24,BZ018,DMSO,1,-0.45076617705993227,1,WT002,DMSO
25,WT_parental,DMSO,1,0.23774468208283323,1,WT002,DMSO
26,WT011,DMSO,1,-0.020919428160049852,1,WT002,DMSO
27,BZ001,DMSO,1,-0.4477312545508523,1,WT002,DMSO
28,BZ008,DMSO,1,0.392533405465227,1,WT002,DMSO
29,WT_parental,DMSO,1,0.141743013457443,1,WT002,DMSO
30,WT_parental,DMSO,1,0.1621025644005415,1,WT002,DMSO
31,BZ017,bortezomib,1,0.2579145098804722,1,WT002,DMSO
32,WT002,bortezomib,1,0.37259768107751895,1,WT002,DMSO
33,WT008,bortezomib,1,-0.3215667289688348,1,WT002,DMSO
34,WT009,bortezomib,1,-0.39840200917964835,1,WT002,DMSO
35,BZ018,bortezomib,1,-0.6686602961692444,1,WT002,DMSO
36,WT_parental,bortezomib,1,-0.3829767947281504,1,WT002,DMSO
37,WT011,bortezomib,1,-0.4884827680730444,1,WT002,DMSO
38,BZ001,bortezomib,1,-0.7043590574436195,1,WT002,DMSO
39,BZ008,bortezomib,1,-0.16421609641867624,1,WT002,DMSO
40,WT_parental,DMSO,1,0.19006145053093257,1,WT002,DMSO
41,BZ017,bortezomib,1,0.3527475925146184,1,WT002,DMSO
42,BZ008,bortezomib,1,0.3861190713262875,1,WT002,DMSO
43,BZ001,bortezomib,1,-0.4005896238236606,1,WT002,DMSO
44,WT011,bortezomib,1,-0.2120283304293242,1,WT002,DMSO
45,BZ018,bortezomib,1,-0.6559238910057148,1,WT002,DMSO
46,WT_parental,bortezomib,1,-0.3625820676178745,1,WT002,DMSO
47,WT009,bortezomib,1,-0.40197595184942936,1,WT002,DMSO
48,WT008,bortezomib,1,-0.24716707654762332,1,WT002,DMSO
49,WT002,bortezomib,1,0.33605520398965644,1,WT002,DMSO
50,WT_parental,DMSO,1,0.09261637491751629,1,WT002,DMSO
51,BZ017,bortezomib,1,0.2012741097645487,1,WT002,DMSO
52,WT002,bortezomib,1,0.5230986136678598,1,WT002,DMSO
53,WT008,bortezomib,1,-0.13725024383425533,1,WT002,DMSO
54,WT009,bortezomib,1,-0.3108271012222786,1,WT002,DMSO
55,BZ018,bortezomib,1,-0.6065516086444811,1,WT002,DMSO
