column_match_pair_a,Metadata_CellLine_pair_a,Metadata_Dosage_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_CellLine_pair_b,Metadata_Dosage_pair_b
1,WT,0.0,0,0.8708729332343783,0,WT,0.0
2,WT,0.0,0,0.7108832721563517,0,WT,0.0
3,CloneA,0.0,0,0.5015652492604075,0,WT,0.0
4,CloneA,0.0,0,0.34860821655786417,0,WT,0.0
5,CloneA,0.0,0,0.1681374615120091,0,WT,0.0
6,CloneE,0.0,0,-0.14749116053314726,0,WT,0.0
7,CloneE,0.0,0,-0.30968672949183773,0,WT,0.0
8,CloneE,0.0,0,-0.29552015163627376,0,WT,0.0
9,WT,0.7,0,0.8002851306715504,0,WT,0.0
10,WT,0.7,0,0.6777368802366429,0,WT,0.0
11,WT,0.7,0,0.4713913409655808,0,WT,0.0
12,CloneA,0.7,0,0.7194838550793342,0,WT,0.0
13,CloneA,0.7,0,0.5283145185092729,0,WT,0.0
14,CloneA,0.7,0,-0.365579272655795,0,WT,0.0
15,CloneE,0.7,0,-0.15417455454070822,0,WT,0.0
16,CloneE,0.7,0,0.2372904342638274,0,WT,0.0
17,CloneE,0.7,0,-0.18308761014142785,0,WT,0.0
18,WT,7.0,0,0.11316117572597653,0,WT,0.0
19,WT,7.0,0,-0.04980297000318186,0,WT,0.0
20,WT,7.0,0,-0.09397266638836171,0,WT,0.0
21,CloneA,7.0,0,-0.14943701393658926,0,WT,0.0
22,CloneA,7.0,0,-0.23463892382238266,0,WT,0.0
23,CloneA,7.0,0,-0.46452112560091424,0,WT,0.0
24,CloneE,7.0,0,-0.5552854467335391,0,WT,0.0
25,CloneE,7.0,0,-0.5375260483763686,0,WT,0.0
26,CloneE,7.0,0,-0.42796742774820523,0,WT,0.0
27,WT,70.0,0,-0.07017560984018476,0,WT,0.0
28,WT,70.0,0,0.029136701269328616,0,WT,0.0
29,WT,70.0,0,-0.1926802881851223,0,WT,0.0
30,CloneA,70.0,0,-0.3555758330555482,0,WT,0.0
31,CloneA,70.0,0,-0.23117050780165763,0,WT,0.0
32,CloneA,70.0,0,-0.39833777062996517,0,WT,0.0
33,CloneE,70.0,0,-0.41879663014663776,0,WT,0.0
34,CloneE,70.0,0,-0.49653168505927847,0,WT,0.0
35,CloneE,70.0,0,-0.4302921906186555,0,WT,0.0
2,WT,0.0,1,0.8039944736335939,1,WT,0.0
3,CloneA,0.0,1,0.374886093174227,1,WT,0.0
4,CloneA,0.0,1,0.25586566633667074,1,WT,0.0
5,CloneA,0.0,1,0.07295662379326516,1,WT,0.0
6,CloneE,0.0,1,-0.08768598915769202,1,WT,0.0
7,CloneE,0.0,1,-0.23632780975461276,1,WT,0.0
8,CloneE,0.0,1,-0.28307791579737346,1,WT,0.0
9,WT,0.7,1,0.7694838659235723,1,WT,0.0
10,WT,0.7,1,0.7374199624809883,1,WT,0.0
11,WT,0.7,1,0.5431054097631169,1,WT,0.0
12,CloneA,0.7,1,0.7208256983329799,1,WT,0.0
13,CloneA,0.7,1,0.5011456342568041,1,WT,0.0
14,CloneA,0.7,1,-0.4712034924908259,1,WT,0.0
15,CloneE,0.7,1,-0.11658644570787537,1,WT,0.0
16,CloneE,0.7,1,0.27926941121566073,1,WT,0.0
17,CloneE,0.7,1,-0.1392009971517504,1,WT,0.0
18,WT,7.0,1,0.20303322562691478,1,WT,0.0
19,WT,7.0,1,0.002754009240291967,1,WT,0.0
20,WT,7.0,1,-0.03992484939559821,1,WT,0.0
21,CloneA,7.0,1,-0.1300239961109172,1,WT,0.0
22,CloneA,7.0,1,-0.238633998732338,1,WT,0.0
23,CloneA,7.0,1,-0.4465589349172977,1,WT,0.0
24,CloneE,7.0,1,-0.487606600920871,1,WT,0.0
25,CloneE,7.0,1,-0.4627208665522945,1,WT,0.0
26,CloneE,7.0,1,-0.40195595727862404,1,WT,0.0
27,WT,70.0,1,-0.0038131328391129253,1,WT,0.0
28,WT,70.0,1,0.1155153314924156,1,WT,0.0
29,WT,70.0,1,-0.18462027112425983,1,WT,0.0
30,CloneA,70.0,1,-0.4923473661242458,1,WT,0.0
31,CloneA,70.0,1,-0.29789370223274375,1,WT,0.0
32,CloneA,70.0,1,-0.45510518085653856,1,WT,0.0
33,CloneE,70.0,1,-0.4487975609757192,1,WT,0.0
34,CloneE,70.0,1,-0.5446059061955064,1,WT,0.0
35,CloneE,70.0,1,-0.4786539877629615,1,WT,0.0
3,CloneA,0.0,2,0.44784608637398005,2,WT,0.0
4,CloneA,0.0,2,0.3161983282648222,2,WT,0.0
5,CloneA,0.0,2,0.1464800133123145,2,WT,0.0
6,CloneE,0.0,2,-0.09612408660596977,2,WT,0.0
7,CloneE,0.0,2,-0.1803950576686695,2,WT,0.0
8,CloneE,0.0,2,-0.2369790421331517,2,WT,0.0
9,WT,0.7,2,0.6770344976118277,2,WT,0.0
10,WT,0.7,2,0.6992978488014814,2,WT,0.0
11,WT,0.7,2,0.6011060521901345,2,WT,0.0
12,CloneA,0.7,2,0.6150477423752664,2,WT,0.0
13,CloneA,0.7,2,0.4454745773024391,2,WT,0.0
14,CloneA,0.7,2,-0.4056865437486661,2,WT,0.0
15,CloneE,0.7,2,-0.0642636426427831,2,WT,0.0
16,CloneE,0.7,2,0.23317075017927627,2,WT,0.0
17,CloneE,0.7,2,-0.16197709740741778,2,WT,0.0
18,WT,7.0,2,0.12556456760954438,2,WT,0.0
19,WT,7.0,2,-0.09770115018709861,2,WT,0.0
20,WT,7.0,2,0.0030799396922145633,2,WT,0.0
21,CloneA,7.0,2,-0.14835672396874316,2,WT,0.0
22,CloneA,7.0,2,-0.26587548533752275,2,WT,0.0
23,CloneA,7.0,2,-0.4249885846491276,2,WT,0.0
24,CloneE,7.0,2,-0.43627461003888945,2,WT,0.0
25,CloneE,7.0,2,-0.45680499451283685,2,WT,0.0
26,CloneE,7.0,2,-0.3640578055639336,2,WT,0.0
27,WT,70.0,2,-0.012293848987715707,2,WT,0.0
28,WT,70.0,2,0.1001055565426469,2,WT,0.0
29,WT,70.0,2,-0.1889107727354144,2,WT,0.0
30,CloneA,70.0,2,-0.48187215776086567,2,WT,0.0
31,CloneA,70.0,2,-0.33361126876910874,2,WT,0.0
32,CloneA,70.0,2,-0.4431342237642978,2,WT,0.0
33,CloneE,70.0,2,-0.3616746995354932,2,WT,0.0
34,CloneE,70.0,2,-0.42184221719682974,2,WT,0.0
35,CloneE,70.0,2,-0.41032553855874404,2,WT,0.0
4,CloneA,0.0,3,0.5778370619785694,3,CloneA,0.0
5,CloneA,0.0,3,0.6309056064397853,3,CloneA,0.0
6,CloneE,0.0,3,0.242416448963156,3,CloneA,0.0
7,CloneE,0.0,3,0.19405697448143944,3,CloneA,0.0
8,CloneE,0.0,3,0.08495236845205291,3,CloneA,0.0
9,WT,0.7,3,0.29168500411214277,3,CloneA,0.0
10,WT,0.7,3,0.14714273588062304,3,CloneA,0.0
11,WT,0.7,3,0.14586370992426087,3,CloneA,0.0
12,CloneA,0.7,3,0.500570285328982,3,CloneA,0.0
13,CloneA,0.7,3,0.4347255523699266,3,CloneA,0.0
14,CloneA,0.7,3,0.13876818869970978,3,CloneA,0.0
15,CloneE,0.7,3,0.22728132179898805,3,CloneA,0.0
16,CloneE,0.7,3,0.37554908369060375,3,CloneA,0.0
17,CloneE,0.7,3,0.15712002834034638,3,CloneA,0.0
18,WT,7.0,3,-0.3134896182624747,3,CloneA,0.0
19,WT,7.0,3,-0.3840243235394609,3,CloneA,0.0
20,WT,7.0,3,-0.34692802563629577,3,CloneA,0.0
21,CloneA,7.0,3,-0.2035972945160192,3,CloneA,0.0
22,CloneA,7.0,3,-0.23408303919514886,3,CloneA,0.0
23,CloneA,7.0,3,-0.3074252609212382,3,CloneA,0.0
24,CloneE,7.0,3,-0.4784474743682746,3,CloneA,0.0
25,CloneE,7.0,3,-0.4423380018881114,3,CloneA,0.0
26,CloneE,7.0,3,-0.2592199226167561,3,CloneA,0.0
27,WT,70.0,3,-0.3801397095115921,3,CloneA,0.0
28,WT,70.0,3,-0.2960226871599075,3,CloneA,0.0
29,WT,70.0,3,-0.35241644487290263,3,CloneA,0.0
30,CloneA,70.0,3,-0.09840287529298025,3,CloneA,0.0
31,CloneA,70.0,3,-0.28717364814036145,3,CloneA,0.0
32,CloneA,70.0,3,-0.23240734184126208,3,CloneA,0.0
33,CloneE,70.0,3,-0.2935018840676585,3,CloneA,0.0
34,CloneE,70.0,3,-0.2314117948124985,3,CloneA,0.0
35,CloneE,70.0,3,-0.2135140185489143,3,CloneA,0.0
5,CloneA,0.0,4,0.65779321105572,4,CloneA,0.0
6,CloneE,0.0,4,0.23092806989852685,4,CloneA,0.0
7,CloneE,0.0,4,0.20465226817378393,4,CloneA,0.0
8,CloneE,0.0,4,0.16546909623201875,4,CloneA,0.0
9,WT,0.7,4,0.27840374028353904,4,CloneA,0.0
10,WT,0.7,4,0.23967555616040662,4,CloneA,0.0
11,WT,0.7,4,0.30906068669310094,4,CloneA,0.0
12,CloneA,0.7,4,0.6030194057985409,4,CloneA,0.0
