plate_map_name	well_position	date	clone_number	celltype_shorthand_from_plate_graph	treatment	treatment_shorthand_from_plate_graph	treatment_time	cell_density	time_to_adhere
218857	B02	20200825	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B03	20200825	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B04	20200825	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B05	20200825	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B06	20200825	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B07	20200825	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B08	20200825	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B09	20200825	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B10	20200825	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	B11	20200825	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C02	20200825	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C03	20200825	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C04	20200825	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C05	20200825	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C06	20200825	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C07	20200825	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C08	20200825	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C09	20200825	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C10	20200825	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	C11	20200825	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D02	20200825	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D03	20200825	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D04	20200825	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D05	20200825	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D06	20200825	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D07	20200825	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D08	20200825	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D09	20200825	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D10	20200825	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	D11	20200825	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E02	20200825	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E03	20200825	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E04	20200825	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E05	20200825	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E06	20200825	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E07	20200825	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E08	20200825	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E09	20200825	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E10	20200825	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	E11	20200825	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F02	20200825	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F03	20200825	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F04	20200825	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F05	20200825	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F06	20200825	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F07	20200825	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F08	20200825	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F09	20200825	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F10	20200825	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	F11	20200825	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G02	20200825	CB5038 clone 13	6	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G03	20200825	CB5038 clone 14	7	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G04	20200825	CB5038 clone 15	8	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G05	20200825	CB5038 clone 16	9	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G06	20200825	CB5038 clone 17	10	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G07	20200825	WT parental	1	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G08	20200825	WT clone 04	2	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G09	20200825	WT clone 05	3	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G10	20200825	WT clone 06	4	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
218857	G11	20200825	WT clone 07	5	700 nM CB-5083	2	4 hr	2.5x10^3 cells/well	72 hr
