column_match_pair_a,Metadata_clone_number_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b
45,BZ017,2,-0.10475620071035226,2,BZ003
46,BZ018,2,-0.2998254828698617,2,BZ003
47,WT_parental,2,-0.22825592997333038,2,BZ003
48,BZ011,2,-0.16469047937528053,2,BZ003
49,BZ012,2,0.24949506293532275,2,BZ003
50,BZ013,2,-0.12368608456081333,2,BZ003
51,BZ014,2,0.5031875305684532,2,BZ003
52,BZ015,2,-0.04122394327384161,2,BZ003
53,BZ016,2,-0.3966657826313203,2,BZ003
54,BZ017,2,-0.014444204047127658,2,BZ003
55,BZ018,2,-0.30600023691218176,2,BZ003
56,WT_parental,2,-0.2739577021523763,2,BZ003
4,BZ005,3,0.5838131744779284,3,BZ004
5,BZ006,3,0.0875289450153825,3,BZ004
6,BZ007,3,0.2293664230047986,3,BZ004
7,BZ008,3,-0.13153247625698555,3,BZ004
8,BZ009,3,0.43630566242511737,3,BZ004
9,BZ010,3,0.08039548041961336,3,BZ004
10,BZ001,3,-0.07126065774091711,3,BZ004
11,BZ002,3,0.38718130310292626,3,BZ004
12,BZ003,3,-0.05738057675969204,3,BZ004
13,BZ004,3,0.7670097091758405,3,BZ004
14,BZ005,3,0.5158593944231573,3,BZ004
15,BZ006,3,0.09038242706629827,3,BZ004
16,BZ007,3,0.09088590998065556,3,BZ004
17,BZ008,3,-0.2590779534326516,3,BZ004
18,BZ009,3,0.1532248129168174,3,BZ004
19,BZ010,3,0.1532248129168174,3,BZ004
20,BZ001,3,-0.08379796229712778,3,BZ004
21,BZ002,3,0.38566262064254875,3,BZ004
22,BZ003,3,-0.08627496171163236,3,BZ004
23,BZ004,3,0.6373998407152331,3,BZ004
24,BZ005,3,0.45765127323458915,3,BZ004
25,BZ006,3,0.07323424273501196,3,BZ004
26,BZ007,3,0.15225601799892347,3,BZ004
27,BZ008,3,-0.36973440450237804,3,BZ004
28,BZ009,3,0.35651427591825674,3,BZ004
29,BZ010,3,0.35651427591825674,3,BZ004
30,BZ011,3,0.32419673907906754,3,BZ004
31,BZ012,3,-0.48788549677511567,3,BZ004
32,BZ013,3,0.08269143508712058,3,BZ004
33,BZ014,3,-0.30592016252862,3,BZ004
34,BZ015,3,-0.25611809409012243,3,BZ004
35,BZ016,3,-0.2557875157271586,3,BZ004
36,BZ017,3,-0.5116767982174849,3,BZ004
37,BZ018,3,-0.5146108803412216,3,BZ004
38,WT_parental,3,0.163952867451792,3,BZ004
39,BZ011,3,0.18289338980009096,3,BZ004
40,BZ012,3,-0.36639310062782066,3,BZ004
41,BZ013,3,0.1041271306295667,3,BZ004
42,BZ014,3,-0.40559009928324735,3,BZ004
43,BZ015,3,-0.1133965518471958,3,BZ004
44,BZ016,3,0.040277821546467654,3,BZ004
45,BZ017,3,-0.6025609790409153,3,BZ004
46,BZ018,3,-0.4859374560072605,3,BZ004
47,WT_parental,3,0.10248220746099784,3,BZ004
48,BZ011,3,0.27345986827707053,3,BZ004
49,BZ012,3,-0.4507324554196306,3,BZ004
50,BZ013,3,0.08204017699036845,3,BZ004
51,BZ014,3,-0.2818324879603487,3,BZ004
52,BZ015,3,-0.1810265405520325,3,BZ004
53,BZ016,3,0.07707664311322704,3,BZ004
54,BZ017,3,-0.4507866057877597,3,BZ004
55,BZ018,3,-0.5033094764170961,3,BZ004
56,WT_parental,3,0.0701411635623741,3,BZ004
5,BZ006,4,0.17395074369374783,4,BZ005
6,BZ007,4,0.5354874522551303,4,BZ005
7,BZ008,4,0.15281041586443264,4,BZ005
8,BZ009,4,0.47441215425184396,4,BZ005
9,BZ010,4,0.11079985121387995,4,BZ005
10,BZ001,4,0.03912358526667648,4,BZ005
11,BZ002,4,0.22578108265063204,4,BZ005
12,BZ003,4,-0.037948010296153904,4,BZ005
13,BZ004,4,0.37696286294457304,4,BZ005
14,BZ005,4,0.5423417135813351,4,BZ005
15,BZ006,4,0.14182003896765952,4,BZ005
16,BZ007,4,0.30244371011444976,4,BZ005
17,BZ008,4,-0.25107860459021897,4,BZ005
18,BZ009,4,0.16108517001159564,4,BZ005
19,BZ010,4,0.16108517001159564,4,BZ005
20,BZ001,4,-0.12730127688384466,4,BZ005
21,BZ002,4,0.17012651760775713,4,BZ005
22,BZ003,4,-0.13826180517241085,4,BZ005
23,BZ004,4,0.305116651048598,4,BZ005
24,BZ005,4,0.22710758178740026,4,BZ005
25,BZ006,4,0.055558295255462214,4,BZ005
26,BZ007,4,0.30492911862571886,4,BZ005
27,BZ008,4,-0.38585546088302947,4,BZ005
28,BZ009,4,0.25404609748836643,4,BZ005
29,BZ010,4,0.25404609748836643,4,BZ005
30,BZ011,4,0.28696842118431826,4,BZ005
31,BZ012,4,-0.38773153531036747,4,BZ005
32,BZ013,4,-0.18908172976023307,4,BZ005
33,BZ014,4,-0.3604149423488774,4,BZ005
34,BZ015,4,-0.4830286184929123,4,BZ005
35,BZ016,4,-0.23930540646183346,4,BZ005
36,BZ017,4,-0.5231062840780025,4,BZ005
37,BZ018,4,-0.5106372472444797,4,BZ005
38,WT_parental,4,0.25740487939498385,4,BZ005
39,BZ011,4,0.07270442973511959,4,BZ005
40,BZ012,4,-0.3701624772229022,4,BZ005
41,BZ013,4,-0.134321928004645,4,BZ005
42,BZ014,4,-0.4141252552716416,4,BZ005
43,BZ015,4,-0.46908725934072704,4,BZ005
44,BZ016,4,-0.11769550388731773,4,BZ005
45,BZ017,4,-0.6380377530091842,4,BZ005
46,BZ018,4,-0.5207215603596688,4,BZ005
47,WT_parental,4,0.264909194246545,4,BZ005
48,BZ011,4,0.3773267789166567,4,BZ005
49,BZ012,4,-0.4018789178833895,4,BZ005
50,BZ013,4,-0.05168952661104016,4,BZ005
51,BZ014,4,-0.26585997950696594,4,BZ005
52,BZ015,4,-0.4129895086171048,4,BZ005
53,BZ016,4,-0.04187776493200687,4,BZ005
54,BZ017,4,-0.49734992006258466,4,BZ005
55,BZ018,4,-0.5599219960787452,4,BZ005
56,WT_parental,4,0.2746938671826608,4,BZ005
6,BZ007,5,0.5953724988063749,5,BZ006
7,BZ008,5,-0.07473230764183382,5,BZ006
8,BZ009,5,-0.18190662603491445,5,BZ006
9,BZ010,5,-0.13402422143113865,5,BZ006
10,BZ001,5,-0.08422994207410191,5,BZ006
11,BZ002,5,0.06644046982238726,5,BZ006
12,BZ003,5,-0.010981301518411002,5,BZ006
13,BZ004,5,-0.06475200042924786,5,BZ006
14,BZ005,5,-0.006965592731058594,5,BZ006
15,BZ006,5,0.9870311206277343,5,BZ006
16,BZ007,5,0.5911272047218336,5,BZ006
17,BZ008,5,-0.03571022746581442,5,BZ006
18,BZ009,5,-0.07152755907826105,5,BZ006
19,BZ010,5,-0.07152755907826105,5,BZ006
20,BZ001,5,-0.056435667269214916,5,BZ006
21,BZ002,5,0.06500925159501232,5,BZ006
22,BZ003,5,-0.01181886947754548,5,BZ006
23,BZ004,5,0.19762340846580861,5,BZ006
24,BZ005,5,-0.19413099657697894,5,BZ006
25,BZ006,5,0.9522002088541233,5,BZ006
26,BZ007,5,0.5094106552297402,5,BZ006
27,BZ008,5,-0.120407353876465,5,BZ006
28,BZ009,5,-0.3481827075095333,5,BZ006
29,BZ010,5,-0.3481827075095333,5,BZ006
30,BZ011,5,0.25680353387267824,5,BZ006
31,BZ012,5,-0.19597513414248377,5,BZ006
32,BZ013,5,-0.5414195412179106,5,BZ006
33,BZ014,5,0.049761429679455814,5,BZ006
34,BZ015,5,-0.48870252862884433,5,BZ006
35,BZ016,5,-0.025849327767670963,5,BZ006
36,BZ017,5,-0.34418003837942673,5,BZ006
37,BZ018,5,-0.17360215380480362,5,BZ006
38,WT_parental,5,0.5625408147328943,5,BZ006
39,BZ011,5,0.16147601063601358,5,BZ006
40,BZ012,5,-0.018611517970420464,5,BZ006
41,BZ013,5,-0.4004370289770655,5,BZ006
42,BZ014,5,0.08208509983391231,5,BZ006
43,BZ015,5,-0.5281776822473785,5,BZ006
44,BZ016,5,-0.13141445099622298,5,BZ006
45,BZ017,5,-0.07930925839123949,5,BZ006
46,BZ018,5,-0.20222636509964223,5,BZ006
47,WT_parental,5,0.676227043991038,5,BZ006
48,BZ011,5,0.2528537058841059,5,BZ006
49,BZ012,5,-0.10295403013620572,5,BZ006
50,BZ013,5,-0.29996299858876385,5,BZ006
51,BZ014,5,0.12686279552309268,5,BZ006
52,BZ015,5,-0.3815125884915148,5,BZ006
53,BZ016,5,0.12491384176702788,5,BZ006
54,BZ017,5,-0.22375095449784863,5,BZ006
55,BZ018,5,-0.13919643936615417,5,BZ006
56,WT_parental,5,0.648285868533977,5,BZ006
7,BZ008,6,0.009214659234993077,6,BZ007
8,BZ009,6,0.07299327926047207,6,BZ007
9,BZ010,6,-0.252975940505386,6,BZ007
10,BZ001,6,-0.11593470272769367,6,BZ007
11,BZ002,6,-0.02746848749411364,6,BZ007
12,BZ003,6,-0.25742751697345057,6,BZ007
13,BZ004,6,0.1136762177328961,6,BZ007
14,BZ005,6,0.2997358902464197,6,BZ007
15,BZ006,6,0.565657351151339,6,BZ007
16,BZ007,6,0.8974087742370602,6,BZ007
17,BZ008,6,-0.17037401138706054,6,BZ007
18,BZ009,6,0.032784929860228955,6,BZ007
19,BZ010,6,0.032784929860228955,6,BZ007
20,BZ001,6,-0.18103252323006155,6,BZ007
21,BZ002,6,0.01471621740613311,6,BZ007
22,BZ003,6,-0.32756332159259904,6,BZ007
23,BZ004,6,0.28572607181007975,6,BZ007
24,BZ005,6,-0.01573898436510701,6,BZ007
25,BZ006,6,0.4565126712277613,6,BZ007
26,BZ007,6,0.8632900049185669,6,BZ007
27,BZ008,6,-0.21874130944661263,6,BZ007
28,BZ009,6,-0.1414837893613921,6,BZ007
29,BZ010,6,-0.1414837893613921,6,BZ007
30,BZ011,6,0.4002905836763553,6,BZ007
31,BZ012,6,-0.18384292662924143,6,BZ007
32,BZ013,6,-0.4231017866922984,6,BZ007
33,BZ014,6,-0.28011723072860806,6,BZ007
34,BZ015,6,-0.582298555155332,6,BZ007
35,BZ016,6,-0.29268055933548615,6,BZ007
36,BZ017,6,-0.4379728100145395,6,BZ007
37,BZ018,6,-0.13623944763810386,6,BZ007
38,WT_parental,6,0.7169969675902683,6,BZ007
39,BZ011,6,0.18478516640009346,6,BZ007
40,BZ012,6,-0.25046275537748236,6,BZ007
41,BZ013,6,-0.24123604874878146,6,BZ007
42,BZ014,6,-0.30285486631081565,6,BZ007
43,BZ015,6,-0.5903620986241155,6,BZ007
44,BZ016,6,-0.19373374302164323,6,BZ007
45,BZ017,6,-0.310370459613623,6,BZ007
46,BZ018,6,-0.14459921260804945,6,BZ007
47,WT_parental,6,0.6661748538329079,6,BZ007
48,BZ011,6,0.37062506159794195,6,BZ007
49,BZ012,6,-0.2284632091114362,6,BZ007
50,BZ013,6,-0.16747577169620728,6,BZ007
51,BZ014,6,-0.28279461573027537,6,BZ007
52,BZ015,6,-0.40705405722515536,6,BZ007
53,BZ016,6,-0.10635975784258832,6,BZ007
54,BZ017,6,-0.48810031400702303,6,BZ007
55,BZ018,6,-0.18037156136066146,6,BZ007
56,WT_parental,6,0.7958541952032838,6,BZ007
8,BZ009,7,0.2335727688396716,7,BZ008
9,BZ010,7,0.1651555553091848,7,BZ008
10,BZ001,7,0.6128815660644377,7,BZ008
11,BZ002,7,-0.41021277020649144,7,BZ008
12,BZ003,7,0.13911568250953332,7,BZ008
13,BZ004,7,-0.3940996291563616,7,BZ008
14,BZ005,7,-0.3991112715645179,7,BZ008
15,BZ006,7,-0.09486418587748172,7,BZ008
16,BZ007,7,-0.10593245666262001,7,BZ008
17,BZ008,7,0.723790773709512,7,BZ008
18,BZ009,7,0.27485654524974756,7,BZ008
19,BZ010,7,0.27485654524974756,7,BZ008
20,BZ001,7,0.4312698180293022,7,BZ008
21,BZ002,7,-0.48128105885553524,7,BZ008
22,BZ003,7,0.025572077687949495,7,BZ008
23,BZ004,7,-0.4746757568869055,7,BZ008
24,BZ005,7,-0.644499551802769,7,BZ008
25,BZ006,7,-0.17405684875620128,7,BZ008
26,BZ007,7,-0.257329244835106,7,BZ008
27,BZ008,7,0.6219696600833006,7,BZ008
28,BZ009,7,-0.06979394118552248,7,BZ008
29,BZ010,7,-0.06979394118552248,7,BZ008
30,BZ011,7,-0.3059998096034445,7,BZ008
31,BZ012,7,0.27329726512789143,7,BZ008
32,BZ013,7,-0.10168146059476815,7,BZ008
33,BZ014,7,-0.1152419603132984,7,BZ008
34,BZ015,7,-0.26443861400134805,7,BZ008
35,BZ016,7,-0.022065145499884337,7,BZ008
36,BZ017,7,0.2431762116509424,7,BZ008
37,BZ018,7,0.2513736448526582,7,BZ008
38,WT_parental,7,-0.3888835614942585,7,BZ008
39,BZ011,7,-0.3051254513813214,7,BZ008
40,BZ012,7,0.24092124693887382,7,BZ008
41,BZ013,7,-0.18244334044995905,7,BZ008
42,BZ014,7,-0.059741903936574074,7,BZ008
43,BZ015,7,-0.34841014079921556,7,BZ008
44,BZ016,7,-0.21866172247019747,7,BZ008
45,BZ017,7,0.3493238374381574,7,BZ008
46,BZ018,7,0.29696828793070124,7,BZ008
47,WT_parental,7,-0.40039760889047865,7,BZ008
48,BZ011,7,-0.09369013897485352,7,BZ008
49,BZ012,7,0.2629951262668857,7,BZ008
50,BZ013,7,0.06281345672227799,7,BZ008
51,BZ014,7,-0.05217362250987461,7,BZ008
52,BZ015,7,-0.29748065725863154,7,BZ008
53,BZ016,7,-0.4375230051153079,7,BZ008
54,BZ017,7,0.15701310921095096,7,BZ008
55,BZ018,7,0.23586194160167373,7,BZ008
56,WT_parental,7,-0.16821862767799683,7,BZ008
9,BZ010,8,0.23850808450522604,8,BZ009
10,BZ001,8,-0.048556290354763554,8,BZ009
11,BZ002,8,-0.02758552454199233,8,BZ009
12,BZ003,8,-0.2945075415770762,8,BZ009
13,BZ004,8,0.18021324333338812,8,BZ009
14,BZ005,8,0.2980007752032607,8,BZ009
15,BZ006,8,-0.18600372871556134,8,BZ009
16,BZ007,8,-0.07216952544930569,8,BZ009
17,BZ008,8,0.01926041255318036,8,BZ009
18,BZ009,8,0.5343590540448251,8,BZ009
19,BZ010,8,0.5343590540448251,8,BZ009
20,BZ001,8,-0.1620240456875306,8,BZ009
21,BZ002,8,-0.09892135731743518,8,BZ009
22,BZ003,8,-0.25054426258147205,8,BZ009
23,BZ004,8,0.034790875852726756,8,BZ009
24,BZ005,8,0.17966881066588994,8,BZ009
25,BZ006,8,-0.2220427771638648,8,BZ009
26,BZ007,8,0.037864472575123174,8,BZ009
27,BZ008,8,-0.1523361825744566,8,BZ009
28,BZ009,8,0.596876647576602,8,BZ009
29,BZ010,8,0.596876647576602,8,BZ009
30,BZ011,8,-0.0034197418124436775,8,BZ009
31,BZ012,8,-0.2589143569092126,8,BZ009
32,BZ013,8,0.1598341188590281,8,BZ009
33,BZ014,8,-0.47432310672114314,8,BZ009
34,BZ015,8,-0.18429488520205878,8,BZ009
35,BZ016,8,-0.11926771556844133,8,BZ009
36,BZ017,8,-0.11763090439737173,8,BZ009
37,BZ018,8,-0.2114569881200576,8,BZ009
38,WT_parental,8,-0.03557012306020357,8,BZ009
39,BZ011,8,-0.14173699357416053,8,BZ009
40,BZ012,8,-0.30640219998175344,8,BZ009
41,BZ013,8,-0.013292560946318342,8,BZ009
42,BZ014,8,-0.46744007992797554,8,BZ009
43,BZ015,8,-0.06885962888506147,8,BZ009
44,BZ016,8,0.024580875879239936,8,BZ009
45,BZ017,8,-0.3125615115555676,8,BZ009
46,BZ018,8,-0.16815758388170313,8,BZ009
47,WT_parental,8,-0.12084669752435964,8,BZ009
48,BZ011,8,0.04345969298846888,8,BZ009
49,BZ012,8,-0.3050682337155171,8,BZ009
50,BZ013,8,0.04576056895622975,8,BZ009
51,BZ014,8,-0.34355955738749583,8,BZ009
52,BZ015,8,-0.16032748577219436,8,BZ009
53,BZ016,8,0.0670425541525289,8,BZ009
54,BZ017,8,-0.08108875501761918,8,BZ009
55,BZ018,8,-0.05501304784264767,8,BZ009
56,WT_parental,8,0.0077044906519889884,8,BZ009
10,BZ001,9,0.15173926734301693,9,BZ010
11,BZ002,9,0.32651703078029204,9,BZ010
12,BZ003,9,0.3998164243059304,9,BZ010
13,BZ004,9,-0.14257118194875362,9,BZ010
14,BZ005,9,-0.020426067490319392,9,BZ010
15,BZ006,9,-0.11167193116011051,9,BZ010
16,BZ007,9,-0.4686231752102158,9,BZ010
17,BZ008,9,0.01151175866379518,9,BZ010
18,BZ009,9,-0.11942581664923752,9,BZ010
19,BZ010,9,-0.11942581664923752,9,BZ010
20,BZ001,9,-0.04705907642933786,9,BZ010
21,BZ002,9,0.24733378119388832,9,BZ010
22,BZ003,9,0.46569503703172005,9,BZ010
23,BZ004,9,-0.30907604520373616,9,BZ010
24,BZ005,9,0.015874178313572043,9,BZ010
25,BZ006,9,-0.07136626705460705,9,BZ010
26,BZ007,9,-0.3636204421521354,9,BZ010
27,BZ008,9,-0.01942321354678933,9,BZ010
28,BZ009,9,0.28273688883909637,9,BZ010
29,BZ010,9,0.28273688883909637,9,BZ010
30,BZ011,9,-0.49981358774342766,9,BZ010
31,BZ012,9,0.025987017153941434,9,BZ010
32,BZ013,9,0.13098904380240795,9,BZ010
33,BZ014,9,0.36440580839554315,9,BZ010
34,BZ015,9,0.09119599533168984,9,BZ010
35,BZ016,9,-0.06630012859553228,9,BZ010
36,BZ017,9,0.0551477775227425,9,BZ010
37,BZ018,9,-0.2537235946805984,9,BZ010
38,WT_parental,9,-0.1403546827564544,9,BZ010
39,BZ011,9,-0.506013021085602,9,BZ010
40,BZ012,9,0.23446924382278617,9,BZ010
41,BZ013,9,-0.17752241390752918,9,BZ010
42,BZ014,9,0.31535739714911387,9,BZ010
43,BZ015,9,0.00854352556702151,9,BZ010
44,BZ016,9,-0.3180827846889695,9,BZ010
45,BZ017,9,-0.022570059714157754,9,BZ010
46,BZ018,9,-0.20579369212664797,9,BZ010
47,WT_parental,9,-0.20541654804741935,9,BZ010
48,BZ011,9,-0.41888075958514154,9,BZ010
49,BZ012,9,0.17678379149363735,9,BZ010
50,BZ013,9,-0.3203598721565915,9,BZ010
51,BZ014,9,0.47086595468513176,9,BZ010
52,BZ015,9,-0.025155366230251382,9,BZ010
53,BZ016,9,-0.23072291541169188,9,BZ010
54,BZ017,9,0.21612490028313266,9,BZ010
55,BZ018,9,-0.14331604430282208,9,BZ010
56,WT_parental,9,-0.28743114451592616,9,BZ010
11,BZ002,10,-0.13415357662152405,10,BZ001
12,BZ003,10,0.3425691391941392,10,BZ001
13,BZ004,10,-0.2728643029843805,10,BZ001
14,BZ005,10,-0.31646427965721097,10,BZ001
15,BZ006,10,-0.1003911476644097,10,BZ001
16,BZ007,10,-0.1948010893371091,10,BZ001
17,BZ008,10,0.466181217889678,10,BZ001
18,BZ009,10,0.12967298105466638,10,BZ001
19,BZ010,10,0.12967298105466638,10,BZ001
20,BZ001,10,0.7457846174917369,10,BZ001
21,BZ002,10,-0.22200694323240486,10,BZ001
22,BZ003,10,0.30482958959997136,10,BZ001
23,BZ004,10,-0.3146440808827288,10,BZ001
24,BZ005,10,-0.48982888730959556,10,BZ001
25,BZ006,10,-0.18695703932694488,10,BZ001
26,BZ007,10,-0.3276034824762916,10,BZ001
27,BZ008,10,0.4572931150553334,10,BZ001
28,BZ009,10,-0.37840331789672543,10,BZ001
29,BZ010,10,-0.37840331789672543,10,BZ001
30,BZ011,10,-0.007904871011901493,10,BZ001
31,BZ012,10,0.20513064601266315,10,BZ001
32,BZ013,10,-0.05395743081879649,10,BZ001
33,BZ014,10,0.10522316530136057,10,BZ001
34,BZ015,10,-0.047528477441206404,10,BZ001
35,BZ016,10,-0.09573886062226368,10,BZ001
36,BZ017,10,0.2160623909064846,10,BZ001
37,BZ018,10,0.23452553437297846,10,BZ001
