column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
28,WT_parental,DMSO,0,-0.02950289725432158,0,BZ017,DMSO
29,WT_parental,DMSO,0,0.28189369147734267,0,BZ017,DMSO
30,WT_parental,DMSO,0,0.5100836967165029,0,BZ017,DMSO
31,BZ017,bortezomib,0,0.22743939319639572,0,BZ017,DMSO
32,WT002,bortezomib,0,-0.30120294047082957,0,BZ017,DMSO
33,WT008,bortezomib,0,-0.6779955431090137,0,BZ017,DMSO
34,WT009,bortezomib,0,-0.6237616333677045,0,BZ017,DMSO
35,BZ018,bortezomib,0,-0.24878541282111505,0,BZ017,DMSO
36,WT011,bortezomib,0,-0.3611683334663506,0,BZ017,DMSO
37,BZ001,bortezomib,0,-0.2803221558115698,0,BZ017,DMSO
38,BZ008,bortezomib,0,-0.4396966671815979,0,BZ017,DMSO
39,WT_parental,bortezomib,0,-0.3230401608346207,0,BZ017,DMSO
40,WT_parental,DMSO,0,0.3830222132440953,0,BZ017,DMSO
41,BZ017,bortezomib,0,0.30799851967274006,0,BZ017,DMSO
42,BZ008,bortezomib,0,-0.3443899161196088,0,BZ017,DMSO
43,BZ001,bortezomib,0,-0.39431914458359596,0,BZ017,DMSO
44,WT011,bortezomib,0,-0.2571609227865601,0,BZ017,DMSO
45,BZ018,bortezomib,0,-0.180416221144179,0,BZ017,DMSO
46,WT009,bortezomib,0,-0.5417006376821643,0,BZ017,DMSO
47,WT008,bortezomib,0,-0.38127349665246474,0,BZ017,DMSO
48,WT002,bortezomib,0,-0.23751481821504222,0,BZ017,DMSO
49,WT_parental,bortezomib,0,-0.25528195225639766,0,BZ017,DMSO
50,WT_parental,DMSO,0,0.16287684464860372,0,BZ017,DMSO
51,BZ017,bortezomib,0,0.20269532486398634,0,BZ017,DMSO
52,WT002,bortezomib,0,-0.2664477841395344,0,BZ017,DMSO
53,WT008,bortezomib,0,-0.6468430351090255,0,BZ017,DMSO
54,WT009,bortezomib,0,-0.5712458835596428,0,BZ017,DMSO
55,BZ018,bortezomib,0,-0.1709873384682275,0,BZ017,DMSO
56,WT011,bortezomib,0,-0.25442899325245666,0,BZ017,DMSO
57,BZ001,bortezomib,0,-0.2995618342165047,0,BZ017,DMSO
58,BZ008,bortezomib,0,-0.4740895163793073,0,BZ017,DMSO
59,WT_parental,bortezomib,0,-0.406955734768257,0,BZ017,DMSO
2,WT008,DMSO,1,0.5745828372878555,1,WT002,DMSO
3,WT009,DMSO,1,0.17810019424310386,1,WT002,DMSO
4,BZ018,DMSO,1,0.4097007150475546,1,WT002,DMSO
5,WT011,DMSO,1,0.3773424461335056,1,WT002,DMSO
6,BZ001,DMSO,1,0.38820421962597745,1,WT002,DMSO
7,BZ008,DMSO,1,0.038954460908763984,1,WT002,DMSO
8,WT_parental,DMSO,1,0.7621153120953315,1,WT002,DMSO
9,WT_parental,DMSO,1,0.5226776277765679,1,WT002,DMSO
10,BZ017,DMSO,1,0.3962186526126683,1,WT002,DMSO
11,BZ008,DMSO,1,-0.2240601030129811,1,WT002,DMSO
12,BZ001,DMSO,1,-0.1657029738964309,1,WT002,DMSO
13,WT011,DMSO,1,0.08716551613028545,1,WT002,DMSO
14,BZ018,DMSO,1,-0.17109512172818145,1,WT002,DMSO
15,WT009,DMSO,1,-0.2269703549263724,1,WT002,DMSO
16,WT008,DMSO,1,0.07077525313496381,1,WT002,DMSO
17,WT002,DMSO,1,0.3846182005497182,1,WT002,DMSO
18,WT_parental,DMSO,1,0.32827601448701593,1,WT002,DMSO
19,WT_parental,DMSO,1,0.4692021790535031,1,WT002,DMSO
20,BZ017,DMSO,1,0.31517821443320426,1,WT002,DMSO
21,WT002,DMSO,1,0.4170732244852343,1,WT002,DMSO
22,WT008,DMSO,1,-0.05730395406764656,1,WT002,DMSO
23,WT009,DMSO,1,-0.26349382026651386,1,WT002,DMSO
24,BZ018,DMSO,1,-0.4706916009442288,1,WT002,DMSO
25,WT011,DMSO,1,-0.0976698524227089,1,WT002,DMSO
26,BZ001,DMSO,1,-0.2997808867027057,1,WT002,DMSO
27,BZ008,DMSO,1,-0.37754424585017426,1,WT002,DMSO
28,WT_parental,DMSO,1,0.2009003122457435,1,WT002,DMSO
29,WT_parental,DMSO,1,0.48910900485423076,1,WT002,DMSO
30,WT_parental,DMSO,1,0.6353125071131052,1,WT002,DMSO
31,BZ017,bortezomib,1,-0.34250351411694513,1,WT002,DMSO
32,WT002,bortezomib,1,-0.1428108793552395,1,WT002,DMSO
33,WT008,bortezomib,1,-0.42328017285888686,1,WT002,DMSO
34,WT009,bortezomib,1,-0.575044995976273,1,WT002,DMSO
35,BZ018,bortezomib,1,-0.6482850641952654,1,WT002,DMSO
36,WT011,bortezomib,1,-0.25644356659231193,1,WT002,DMSO
37,BZ001,bortezomib,1,-0.6135143494714557,1,WT002,DMSO
38,BZ008,bortezomib,1,-0.33823500922961897,1,WT002,DMSO
39,WT_parental,bortezomib,1,-0.012533149794953156,1,WT002,DMSO
40,WT_parental,DMSO,1,0.5266792871100866,1,WT002,DMSO
41,BZ017,bortezomib,1,-0.25549418578564587,1,WT002,DMSO
42,BZ008,bortezomib,1,-0.30844082079670154,1,WT002,DMSO
43,BZ001,bortezomib,1,-0.5382431041489404,1,WT002,DMSO
44,WT011,bortezomib,1,-0.29951082238860616,1,WT002,DMSO
45,BZ018,bortezomib,1,-0.574208864742146,1,WT002,DMSO
46,WT009,bortezomib,1,-0.36363962978556413,1,WT002,DMSO
47,WT008,bortezomib,1,-0.4211255865008551,1,WT002,DMSO
48,WT002,bortezomib,1,0.03863414142315359,1,WT002,DMSO
49,WT_parental,bortezomib,1,0.029931295462835007,1,WT002,DMSO
50,WT_parental,DMSO,1,0.40780668438068773,1,WT002,DMSO
51,BZ017,bortezomib,1,-0.18247474552243914,1,WT002,DMSO
52,WT002,bortezomib,1,-0.18567628347565732,1,WT002,DMSO
53,WT008,bortezomib,1,-0.3766200035016402,1,WT002,DMSO
54,WT009,bortezomib,1,-0.4244421273352189,1,WT002,DMSO
55,BZ018,bortezomib,1,-0.47594485011895665,1,WT002,DMSO
56,WT011,bortezomib,1,-0.20179738957660934,1,WT002,DMSO
57,BZ001,bortezomib,1,-0.5878029188300637,1,WT002,DMSO
58,BZ008,bortezomib,1,-0.31544908401431354,1,WT002,DMSO
59,WT_parental,bortezomib,1,-0.02503947218256296,1,WT002,DMSO
3,WT009,DMSO,2,0.39056488940035855,2,WT008,DMSO
4,BZ018,DMSO,2,0.32539926824265014,2,WT008,DMSO
5,WT011,DMSO,2,0.6201619770215888,2,WT008,DMSO
6,BZ001,DMSO,2,0.6131653620490122,2,WT008,DMSO
7,BZ008,DMSO,2,0.3919020888499562,2,WT008,DMSO
8,WT_parental,DMSO,2,0.435647484368729,2,WT008,DMSO
9,WT_parental,DMSO,2,0.09117793461205945,2,WT008,DMSO
10,BZ017,DMSO,2,0.34601457032583327,2,WT008,DMSO
11,BZ008,DMSO,2,0.06085675886881456,2,WT008,DMSO
12,BZ001,DMSO,2,0.25242697344851883,2,WT008,DMSO
13,WT011,DMSO,2,0.4351528434297468,2,WT008,DMSO
14,BZ018,DMSO,2,-0.14666261828895302,2,WT008,DMSO
15,WT009,DMSO,2,0.12032382020070635,2,WT008,DMSO
16,WT008,DMSO,2,0.5020758821679667,2,WT008,DMSO
17,WT002,DMSO,2,0.19458688125244553,2,WT008,DMSO
18,WT_parental,DMSO,2,0.08289892946025633,2,WT008,DMSO
19,WT_parental,DMSO,2,-0.04994920902720799,2,WT008,DMSO
20,BZ017,DMSO,2,0.2812678329933864,2,WT008,DMSO
21,WT002,DMSO,2,0.18474667486825913,2,WT008,DMSO
22,WT008,DMSO,2,0.4309393920529657,2,WT008,DMSO
23,WT009,DMSO,2,-0.008421522210609099,2,WT008,DMSO
24,BZ018,DMSO,2,-0.2955536288147529,2,WT008,DMSO
25,WT011,DMSO,2,0.26941825596917385,2,WT008,DMSO
26,BZ001,DMSO,2,0.03350233208689726,2,WT008,DMSO
27,BZ008,DMSO,2,-0.13475603432178568,2,WT008,DMSO
28,WT_parental,DMSO,2,0.07522361882762879,2,WT008,DMSO
29,WT_parental,DMSO,2,0.07885520616304707,2,WT008,DMSO
30,WT_parental,DMSO,2,0.09603383986717344,2,WT008,DMSO
31,BZ017,bortezomib,2,-0.08259247181949383,2,WT008,DMSO
32,WT002,bortezomib,2,-0.3809661321029445,2,WT008,DMSO
33,WT008,bortezomib,2,-0.22112347239432525,2,WT008,DMSO
34,WT009,bortezomib,2,-0.5344308551206685,2,WT008,DMSO
35,BZ018,bortezomib,2,-0.5219052197273287,2,WT008,DMSO
36,WT011,bortezomib,2,-0.013586769112840463,2,WT008,DMSO
37,BZ001,bortezomib,2,-0.3342038447324112,2,WT008,DMSO
38,BZ008,bortezomib,2,-0.11006920454126672,2,WT008,DMSO
39,WT_parental,bortezomib,2,-0.2768980731671876,2,WT008,DMSO
40,WT_parental,DMSO,2,-0.0690408114649268,2,WT008,DMSO
41,BZ017,bortezomib,2,-0.0076811430507063615,2,WT008,DMSO
42,BZ008,bortezomib,2,0.029288581716602077,2,WT008,DMSO
43,BZ001,bortezomib,2,-0.2851648453062098,2,WT008,DMSO
44,WT011,bortezomib,2,-0.10655678300925464,2,WT008,DMSO
45,BZ018,bortezomib,2,-0.3917854859742548,2,WT008,DMSO
46,WT009,bortezomib,2,-0.33342125236787673,2,WT008,DMSO
47,WT008,bortezomib,2,-0.26925183647547113,2,WT008,DMSO
48,WT002,bortezomib,2,-0.24088395477267666,2,WT008,DMSO
49,WT_parental,bortezomib,2,-0.2671404852895965,2,WT008,DMSO
50,WT_parental,DMSO,2,-0.11718181583766484,2,WT008,DMSO
51,BZ017,bortezomib,2,-0.2941128445582259,2,WT008,DMSO
52,WT002,bortezomib,2,-0.4403880422436537,2,WT008,DMSO
53,WT008,bortezomib,2,-0.2021067597336059,2,WT008,DMSO
54,WT009,bortezomib,2,-0.3134168076853369,2,WT008,DMSO
55,BZ018,bortezomib,2,-0.5203511413034927,2,WT008,DMSO
56,WT011,bortezomib,2,0.04807850795145263,2,WT008,DMSO
57,BZ001,bortezomib,2,-0.3167569441610512,2,WT008,DMSO
58,BZ008,bortezomib,2,-0.05158036748697232,2,WT008,DMSO
59,WT_parental,bortezomib,2,-0.4094990192662956,2,WT008,DMSO
4,BZ018,DMSO,3,-0.11481517451924808,3,WT009,DMSO
5,WT011,DMSO,3,0.035151561281475,3,WT009,DMSO
6,BZ001,DMSO,3,0.4059009801680985,3,WT009,DMSO
7,BZ008,DMSO,3,0.4200562000863541,3,WT009,DMSO
8,WT_parental,DMSO,3,-0.029910963379715313,3,WT009,DMSO
9,WT_parental,DMSO,3,-0.3711831152792546,3,WT009,DMSO
10,BZ017,DMSO,3,0.13831252598809882,3,WT009,DMSO
11,BZ008,DMSO,3,0.6157697575012064,3,WT009,DMSO
12,BZ001,DMSO,3,0.33436794046198426,3,WT009,DMSO
13,WT011,DMSO,3,0.29910790465912185,3,WT009,DMSO
14,BZ018,DMSO,3,0.3292734392554034,3,WT009,DMSO
15,WT009,DMSO,3,0.17100441218062762,3,WT009,DMSO
16,WT008,DMSO,3,0.49026765864465754,3,WT009,DMSO
17,WT002,DMSO,3,0.1478000617978472,3,WT009,DMSO
18,WT_parental,DMSO,3,0.29870341532763656,3,WT009,DMSO
19,WT_parental,DMSO,3,-0.3869248927690138,3,WT009,DMSO
20,BZ017,DMSO,3,-0.02587861543893862,3,WT009,DMSO
21,WT002,DMSO,3,0.5820063872709544,3,WT009,DMSO
22,WT008,DMSO,3,0.47980913872677644,3,WT009,DMSO
23,WT009,DMSO,3,0.7584166693321416,3,WT009,DMSO
24,BZ018,DMSO,3,0.18459894103879468,3,WT009,DMSO
25,WT011,DMSO,3,-0.17530446851501796,3,WT009,DMSO
26,BZ001,DMSO,3,0.5232394196804734,3,WT009,DMSO
27,BZ008,DMSO,3,-0.04989555641587145,3,WT009,DMSO
28,WT_parental,DMSO,3,0.5342652009260939,3,WT009,DMSO
29,WT_parental,DMSO,3,-0.28588866157577864,3,WT009,DMSO
30,WT_parental,DMSO,3,-0.02579042183364322,3,WT009,DMSO
31,BZ017,bortezomib,3,-0.3015249419189243,3,WT009,DMSO
32,WT002,bortezomib,3,-0.4050672525875822,3,WT009,DMSO
33,WT008,bortezomib,3,0.005240327820616962,3,WT009,DMSO
34,WT009,bortezomib,3,0.003869478890712707,3,WT009,DMSO
35,BZ018,bortezomib,3,-0.3190253817608721,3,WT009,DMSO
36,WT011,bortezomib,3,-0.18223700938725984,3,WT009,DMSO
37,BZ001,bortezomib,3,-0.08427794948032195,3,WT009,DMSO
38,BZ008,bortezomib,3,0.13051481049522196,3,WT009,DMSO
39,WT_parental,bortezomib,3,-0.4844256945366119,3,WT009,DMSO
40,WT_parental,DMSO,3,0.07512856789053793,3,WT009,DMSO
41,BZ017,bortezomib,3,-0.24297237916982534,3,WT009,DMSO
42,BZ008,bortezomib,3,0.24975841319488123,3,WT009,DMSO
43,BZ001,bortezomib,3,0.21842835847937325,3,WT009,DMSO
44,WT011,bortezomib,3,-0.3820313337691549,3,WT009,DMSO
45,BZ018,bortezomib,3,-0.25398214615592657,3,WT009,DMSO
46,WT009,bortezomib,3,0.16251153626535308,3,WT009,DMSO
47,WT008,bortezomib,3,-0.5026301948624378,3,WT009,DMSO
48,WT002,bortezomib,3,-0.5517355949601729,3,WT009,DMSO
49,WT_parental,bortezomib,3,-0.5207138831025035,3,WT009,DMSO
50,WT_parental,DMSO,3,0.047632581418499874,3,WT009,DMSO
51,BZ017,bortezomib,3,-0.30587261842026936,3,WT009,DMSO
52,WT002,bortezomib,3,-0.6038115232563165,3,WT009,DMSO
53,WT008,bortezomib,3,0.012099300151754656,3,WT009,DMSO
54,WT009,bortezomib,3,0.22028094572992768,3,WT009,DMSO
55,BZ018,bortezomib,3,-0.35530347159831716,3,WT009,DMSO
56,WT011,bortezomib,3,-0.2369550096253813,3,WT009,DMSO
57,BZ001,bortezomib,3,-0.01901993672135138,3,WT009,DMSO
58,BZ008,bortezomib,3,0.38782448429945515,3,WT009,DMSO
59,WT_parental,bortezomib,3,-0.32939383060115496,3,WT009,DMSO
5,WT011,DMSO,4,0.17906728721437437,4,BZ018,DMSO
6,BZ001,DMSO,4,0.45531598276340235,4,BZ018,DMSO
7,BZ008,DMSO,4,-0.3216035281725218,4,BZ018,DMSO
8,WT_parental,DMSO,4,0.4305386090453094,4,BZ018,DMSO
9,WT_parental,DMSO,4,0.5082323829588339,4,BZ018,DMSO
10,BZ017,DMSO,4,0.33215428542829833,4,BZ018,DMSO
11,BZ008,DMSO,4,-0.3401321387331488,4,BZ018,DMSO
12,BZ001,DMSO,4,-0.22767616679586516,4,BZ018,DMSO
13,WT011,DMSO,4,0.06375115619566155,4,BZ018,DMSO
14,BZ018,DMSO,4,-0.19342160849138915,4,BZ018,DMSO
15,WT009,DMSO,4,-0.3187547108948128,4,BZ018,DMSO
16,WT008,DMSO,4,-0.23543974118721175,4,BZ018,DMSO
17,WT002,DMSO,4,0.04077065473685889,4,BZ018,DMSO
18,WT_parental,DMSO,4,0.10311425473140663,4,BZ018,DMSO
19,WT_parental,DMSO,4,0.518093536461865,4,BZ018,DMSO
20,BZ017,DMSO,4,0.4221679765321735,4,BZ018,DMSO
21,WT002,DMSO,4,0.04261925880314772,4,BZ018,DMSO
22,WT008,DMSO,4,-0.2455556943488909,4,BZ018,DMSO
23,WT009,DMSO,4,-0.28681093304563865,4,BZ018,DMSO
24,BZ018,DMSO,4,-0.1980049316633349,4,BZ018,DMSO
25,WT011,DMSO,4,0.02048223223075135,4,BZ018,DMSO
26,BZ001,DMSO,4,-0.3765791147478103,4,BZ018,DMSO
27,BZ008,DMSO,4,-0.36111710572635664,4,BZ018,DMSO
28,WT_parental,DMSO,4,-0.14110260007695952,4,BZ018,DMSO
29,WT_parental,DMSO,4,0.4675066124111289,4,BZ018,DMSO
30,WT_parental,DMSO,4,0.4567096767806101,4,BZ018,DMSO
31,BZ017,bortezomib,4,0.07326686437186403,4,BZ018,DMSO
32,WT002,bortezomib,4,-0.2736375405082099,4,BZ018,DMSO
33,WT008,bortezomib,4,-0.31862474845401806,4,BZ018,DMSO
34,WT009,bortezomib,4,-0.3860818183104224,4,BZ018,DMSO
35,BZ018,bortezomib,4,-0.3796659429298491,4,BZ018,DMSO
36,WT011,bortezomib,4,-0.002209108328210816,4,BZ018,DMSO
37,BZ001,bortezomib,4,-0.32425200650384534,4,BZ018,DMSO
38,BZ008,bortezomib,4,-0.4922672331477088,4,BZ018,DMSO
39,WT_parental,bortezomib,4,-0.031253656321565786,4,BZ018,DMSO
40,WT_parental,DMSO,4,0.33837206016455035,4,BZ018,DMSO
41,BZ017,bortezomib,4,0.10302229203157026,4,BZ018,DMSO
42,BZ008,bortezomib,4,-0.33427166011390647,4,BZ018,DMSO
43,BZ001,bortezomib,4,-0.36333862011728574,4,BZ018,DMSO
44,WT011,bortezomib,4,-0.08029033794664384,4,BZ018,DMSO
45,BZ018,bortezomib,4,-0.32688064751907014,4,BZ018,DMSO
46,WT009,bortezomib,4,-0.41456478639258587,4,BZ018,DMSO
47,WT008,bortezomib,4,-0.472571835441912,4,BZ018,DMSO
48,WT002,bortezomib,4,-0.04848780615468489,4,BZ018,DMSO
49,WT_parental,bortezomib,4,0.08507463980181283,4,BZ018,DMSO
50,WT_parental,DMSO,4,0.35515574729003274,4,BZ018,DMSO
51,BZ017,bortezomib,4,0.16140628868133716,4,BZ018,DMSO
52,WT002,bortezomib,4,-0.18575221235889983,4,BZ018,DMSO
53,WT008,bortezomib,4,-0.41873188646376536,4,BZ018,DMSO
54,WT009,bortezomib,4,-0.32498850397093854,4,BZ018,DMSO
55,BZ018,bortezomib,4,-0.07238812848691407,4,BZ018,DMSO
56,WT011,bortezomib,4,0.019800978807900712,4,BZ018,DMSO
57,BZ001,bortezomib,4,-0.3111498057611117,4,BZ018,DMSO
58,BZ008,bortezomib,4,-0.35094036342344637,4,BZ018,DMSO
59,WT_parental,bortezomib,4,0.009074819078955383,4,BZ018,DMSO
6,BZ001,DMSO,5,0.3472505294921758,5,WT011,DMSO
7,BZ008,DMSO,5,0.41512307330251125,5,WT011,DMSO
8,WT_parental,DMSO,5,0.2821419985022198,5,WT011,DMSO
9,WT_parental,DMSO,5,0.09201416254532396,5,WT011,DMSO
10,BZ017,DMSO,5,0.20425592554781205,5,WT011,DMSO
11,BZ008,DMSO,5,-0.025245627208627424,5,WT011,DMSO
12,BZ001,DMSO,5,0.2540522584428647,5,WT011,DMSO
13,WT011,DMSO,5,0.49250604779687784,5,WT011,DMSO
14,BZ018,DMSO,5,-0.008575494032370342,5,WT011,DMSO
15,WT009,DMSO,5,0.35803020013138276,5,WT011,DMSO
16,WT008,DMSO,5,0.38190737729398005,5,WT011,DMSO
17,WT002,DMSO,5,-0.19841376907586525,5,WT011,DMSO
18,WT_parental,DMSO,5,-0.23408502943163578,5,WT011,DMSO
19,WT_parental,DMSO,5,-0.14062853130519143,5,WT011,DMSO
20,BZ017,DMSO,5,0.27904787683242827,5,WT011,DMSO
21,WT002,DMSO,5,-0.1919366064988102,5,WT011,DMSO
22,WT008,DMSO,5,0.32211365259667946,5,WT011,DMSO
23,WT009,DMSO,5,-0.11810948451442864,5,WT011,DMSO
24,BZ018,DMSO,5,-0.003946775219104809,5,WT011,DMSO
25,WT011,DMSO,5,0.6785843728305552,5,WT011,DMSO
26,BZ001,DMSO,5,0.02717697931485295,5,WT011,DMSO
27,BZ008,DMSO,5,0.09711701530591775,5,WT011,DMSO
28,WT_parental,DMSO,5,-0.2374402956765692,5,WT011,DMSO
29,WT_parental,DMSO,5,0.020901301477469467,5,WT011,DMSO
30,WT_parental,DMSO,5,0.014174256914925559,5,WT011,DMSO
31,BZ017,bortezomib,5,0.008508052021140898,5,WT011,DMSO
32,WT002,bortezomib,5,-0.4184055112973604,5,WT011,DMSO
33,WT008,bortezomib,5,-0.3301189761269737,5,WT011,DMSO
34,WT009,bortezomib,5,-0.35119297507794356,5,WT011,DMSO
35,BZ018,bortezomib,5,-0.09194061291542618,5,WT011,DMSO
36,WT011,bortezomib,5,0.09340820501228757,5,WT011,DMSO
37,BZ001,bortezomib,5,-0.08220539991775039,5,WT011,DMSO
38,BZ008,bortezomib,5,0.08778493734591299,5,WT011,DMSO
39,WT_parental,bortezomib,5,-0.33981406017339044,5,WT011,DMSO
40,WT_parental,DMSO,5,-0.19717212216409347,5,WT011,DMSO
41,BZ017,bortezomib,5,0.013764618000205158,5,WT011,DMSO
42,BZ008,bortezomib,5,0.16162757268465358,5,WT011,DMSO
43,BZ001,bortezomib,5,-0.1427788207838312,5,WT011,DMSO
44,WT011,bortezomib,5,0.2723006811310404,5,WT011,DMSO
45,BZ018,bortezomib,5,-0.012350446152938519,5,WT011,DMSO
46,WT009,bortezomib,5,-0.24313963642082434,5,WT011,DMSO
47,WT008,bortezomib,5,0.034280246545318104,5,WT011,DMSO
48,WT002,bortezomib,5,-0.3218059530286288,5,WT011,DMSO
49,WT_parental,bortezomib,5,-0.37455003753287314,5,WT011,DMSO
50,WT_parental,DMSO,5,-0.32646907465251823,5,WT011,DMSO
51,BZ017,bortezomib,5,-0.4229317209899716,5,WT011,DMSO
52,WT002,bortezomib,5,-0.39921139203153927,5,WT011,DMSO
53,WT008,bortezomib,5,-0.2272197612476248,5,WT011,DMSO
54,WT009,bortezomib,5,-0.3164721683418229,5,WT011,DMSO
55,BZ018,bortezomib,5,-0.540367860936809,5,WT011,DMSO
56,WT011,bortezomib,5,0.23068624416069863,5,WT011,DMSO
57,BZ001,bortezomib,5,-0.18958318601141885,5,WT011,DMSO
58,BZ008,bortezomib,5,-0.06436008612213535,5,WT011,DMSO
59,WT_parental,bortezomib,5,-0.520786853879939,5,WT011,DMSO
7,BZ008,DMSO,6,0.38966061473291963,6,BZ001,DMSO
8,WT_parental,DMSO,6,0.2666715153588347,6,BZ001,DMSO
9,WT_parental,DMSO,6,-0.031118785240004918,6,BZ001,DMSO
10,BZ017,DMSO,6,0.08249261710047634,6,BZ001,DMSO
11,BZ008,DMSO,6,0.2913646535852895,6,BZ001,DMSO
12,BZ001,DMSO,6,0.18754626234756172,6,BZ001,DMSO
13,WT011,DMSO,6,0.4275972857982139,6,BZ001,DMSO
14,BZ018,DMSO,6,-0.052327381705552435,6,BZ001,DMSO
15,WT009,DMSO,6,-0.007077510789064586,6,BZ001,DMSO
16,WT008,DMSO,6,0.3642803902071271,6,BZ001,DMSO
17,WT002,DMSO,6,0.24444056922840654,6,BZ001,DMSO
18,WT_parental,DMSO,6,0.07699629957320596,6,BZ001,DMSO
19,WT_parental,DMSO,6,-0.10128849399832215,6,BZ001,DMSO
20,BZ017,DMSO,6,0.04041166430623647,6,BZ001,DMSO
21,WT002,DMSO,6,0.31172969208791906,6,BZ001,DMSO
22,WT008,DMSO,6,0.23758455005833667,6,BZ001,DMSO
23,WT009,DMSO,6,0.20094911099563614,6,BZ001,DMSO
24,BZ018,DMSO,6,-0.07618818310134498,6,BZ001,DMSO
25,WT011,DMSO,6,0.11516311910985505,6,BZ001,DMSO
26,BZ001,DMSO,6,0.23917023054405606,6,BZ001,DMSO
27,BZ008,DMSO,6,-0.030904353279739904,6,BZ001,DMSO
28,WT_parental,DMSO,6,0.12444810090081865,6,BZ001,DMSO
29,WT_parental,DMSO,6,0.014311476376998443,6,BZ001,DMSO
30,WT_parental,DMSO,6,0.042264757803124185,6,BZ001,DMSO
31,BZ017,bortezomib,6,-0.14125346654770476,6,BZ001,DMSO
32,WT002,bortezomib,6,-0.3809708563749476,6,BZ001,DMSO
33,WT008,bortezomib,6,-0.11083096989026585,6,BZ001,DMSO
34,WT009,bortezomib,6,-0.3513810804602075,6,BZ001,DMSO
35,BZ018,bortezomib,6,-0.4405450004885511,6,BZ001,DMSO
36,WT011,bortezomib,6,-0.008777308816920033,6,BZ001,DMSO
37,BZ001,bortezomib,6,-0.17225229819182,6,BZ001,DMSO
38,BZ008,bortezomib,6,0.0305560571841376,6,BZ001,DMSO
39,WT_parental,bortezomib,6,-0.24315395237925963,6,BZ001,DMSO
40,WT_parental,DMSO,6,-0.05970249646555754,6,BZ001,DMSO
41,BZ017,bortezomib,6,-0.12864088987669567,6,BZ001,DMSO
42,BZ008,bortezomib,6,0.15574905053329766,6,BZ001,DMSO
43,BZ001,bortezomib,6,-0.015442326459828836,6,BZ001,DMSO
44,WT011,bortezomib,6,-0.20913338617909116,6,BZ001,DMSO
45,BZ018,bortezomib,6,-0.40265113040243605,6,BZ001,DMSO
46,WT009,bortezomib,6,-0.2919577072792551,6,BZ001,DMSO
47,WT008,bortezomib,6,-0.572504206131597,6,BZ001,DMSO
48,WT002,bortezomib,6,-0.23804308919586614,6,BZ001,DMSO
49,WT_parental,bortezomib,6,-0.24395918177244005,6,BZ001,DMSO
50,WT_parental,DMSO,6,-0.05816087799884045,6,BZ001,DMSO
51,BZ017,bortezomib,6,-0.30888349085135614,6,BZ001,DMSO
52,WT002,bortezomib,6,-0.5328602109949313,6,BZ001,DMSO
53,WT008,bortezomib,6,-0.28038795753737544,6,BZ001,DMSO
54,WT009,bortezomib,6,-0.23411700863764628,6,BZ001,DMSO
55,BZ018,bortezomib,6,-0.5512576008299659,6,BZ001,DMSO
56,WT011,bortezomib,6,-0.012181101638555264,6,BZ001,DMSO
57,BZ001,bortezomib,6,-0.25952214845655835,6,BZ001,DMSO
58,BZ008,bortezomib,6,0.1220936929796528,6,BZ001,DMSO
