column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
1,WT002,DMSO,0,0.4833168694357634,0,BZ017,DMSO
2,WT008,DMSO,0,0.26916547918343464,0,BZ017,DMSO
3,WT009,DMSO,0,0.4438684777324227,0,BZ017,DMSO
4,BZ018,DMSO,0,0.5424947657748518,0,BZ017,DMSO
5,WT011,DMSO,0,0.4005375458033978,0,BZ017,DMSO
6,BZ001,DMSO,0,0.22357500486168008,0,BZ017,DMSO
7,BZ008,DMSO,0,0.1915849022274595,0,BZ017,DMSO
8,WT_parental,DMSO,0,0.29158803209565015,0,BZ017,DMSO
9,WT_parental,DMSO,0,0.28196481650474986,0,BZ017,DMSO
10,BZ017,DMSO,0,0.566557071270158,0,BZ017,DMSO
11,BZ008,DMSO,0,0.03477832777180235,0,BZ017,DMSO
12,BZ001,DMSO,0,0.20926197552343037,0,BZ017,DMSO
13,WT011,DMSO,0,0.41296091552852404,0,BZ017,DMSO
14,BZ018,DMSO,0,0.10500028145030116,0,BZ017,DMSO
15,WT009,DMSO,0,0.34714189302738296,0,BZ017,DMSO
16,WT008,DMSO,0,-0.06327273913100373,0,BZ017,DMSO
17,WT002,DMSO,0,0.4516133798521182,0,BZ017,DMSO
18,WT_parental,DMSO,0,0.11874583226841805,0,BZ017,DMSO
19,WT_parental,DMSO,0,0.25540543547620076,0,BZ017,DMSO
20,BZ017,DMSO,0,0.6337899569348753,0,BZ017,DMSO
21,WT002,DMSO,0,0.34946129380144225,0,BZ017,DMSO
22,WT008,DMSO,0,-0.12016196367750692,0,BZ017,DMSO
23,WT009,DMSO,0,0.18435460846098364,0,BZ017,DMSO
24,BZ018,DMSO,0,-0.03203209907079835,0,BZ017,DMSO
25,WT011,DMSO,0,0.4442758462653327,0,BZ017,DMSO
26,BZ001,DMSO,0,0.15365682769650024,0,BZ017,DMSO
27,BZ008,DMSO,0,-0.10338061921317179,0,BZ017,DMSO
28,WT_parental,DMSO,0,-0.028914119056696316,0,BZ017,DMSO
29,WT_parental,DMSO,0,0.17065210735899908,0,BZ017,DMSO
30,WT_parental,DMSO,0,0.36507926089146286,0,BZ017,DMSO
31,BZ017,bortezomib,0,-0.3016599509554187,0,BZ017,DMSO
32,WT002,bortezomib,0,-0.19851682371032695,0,BZ017,DMSO
33,WT008,bortezomib,0,-0.5129513396524004,0,BZ017,DMSO
34,WT009,bortezomib,0,-0.27646347567177365,0,BZ017,DMSO
35,BZ018,bortezomib,0,-0.4033237564704339,0,BZ017,DMSO
36,WT011,bortezomib,0,-0.2172922446649419,0,BZ017,DMSO
37,BZ001,bortezomib,0,-0.22904704143731103,0,BZ017,DMSO
38,BZ008,bortezomib,0,-0.31523839176914853,0,BZ017,DMSO
39,WT_parental,bortezomib,0,-0.2996789789227958,0,BZ017,DMSO
40,WT_parental,DMSO,0,0.20508563774214772,0,BZ017,DMSO
41,BZ017,bortezomib,0,-0.3072476942103306,0,BZ017,DMSO
42,BZ008,bortezomib,0,-0.19483534888352003,0,BZ017,DMSO
43,BZ001,bortezomib,0,-0.2977936514279752,0,BZ017,DMSO
44,WT011,bortezomib,0,-0.05705137507788697,0,BZ017,DMSO
45,BZ018,bortezomib,0,-0.5127247407828233,0,BZ017,DMSO
46,WT009,bortezomib,0,-0.32441708746288234,0,BZ017,DMSO
47,WT008,bortezomib,0,-0.4883378284182218,0,BZ017,DMSO
48,WT002,bortezomib,0,-0.3714151915536491,0,BZ017,DMSO
49,WT_parental,bortezomib,0,-0.3105958107189635,0,BZ017,DMSO
50,WT_parental,DMSO,0,0.12057544507636131,0,BZ017,DMSO
51,BZ017,bortezomib,0,-0.36841626703595237,0,BZ017,DMSO
52,WT002,bortezomib,0,-0.21484318234983527,0,BZ017,DMSO
53,WT008,bortezomib,0,-0.5160689863607011,0,BZ017,DMSO
54,WT009,bortezomib,0,-0.42074136827625513,0,BZ017,DMSO
55,BZ018,bortezomib,0,-0.440091686122781,0,BZ017,DMSO
56,WT011,bortezomib,0,-0.416206090770571,0,BZ017,DMSO
57,BZ001,bortezomib,0,-0.3360693796047965,0,BZ017,DMSO
58,BZ008,bortezomib,0,-0.3640149519547399,0,BZ017,DMSO
59,WT_parental,bortezomib,0,-0.30035078138720334,0,BZ017,DMSO
2,WT008,DMSO,1,0.4868282631833237,1,WT002,DMSO
3,WT009,DMSO,1,0.31240181954466534,1,WT002,DMSO
4,BZ018,DMSO,1,0.17324944083029972,1,WT002,DMSO
5,WT011,DMSO,1,0.19332596383591746,1,WT002,DMSO
6,BZ001,DMSO,1,-0.21381553661791725,1,WT002,DMSO
7,BZ008,DMSO,1,-0.24118564631953976,1,WT002,DMSO
8,WT_parental,DMSO,1,0.4495733359983352,1,WT002,DMSO
9,WT_parental,DMSO,1,0.4315907395140304,1,WT002,DMSO
10,BZ017,DMSO,1,0.35608085875236045,1,WT002,DMSO
11,BZ008,DMSO,1,-0.2134102367312426,1,WT002,DMSO
12,BZ001,DMSO,1,-0.30278032889506096,1,WT002,DMSO
13,WT011,DMSO,1,0.2882170391545332,1,WT002,DMSO
14,BZ018,DMSO,1,0.10963130579366052,1,WT002,DMSO
15,WT009,DMSO,1,-0.062445465793336576,1,WT002,DMSO
16,WT008,DMSO,1,0.23451729159614557,1,WT002,DMSO
17,WT002,DMSO,1,0.707999699401966,1,WT002,DMSO
18,WT_parental,DMSO,1,0.4359095893155456,1,WT002,DMSO
19,WT_parental,DMSO,1,0.38161441527945567,1,WT002,DMSO
20,BZ017,DMSO,1,0.4158862712513013,1,WT002,DMSO
21,WT002,DMSO,1,0.7981777558748573,1,WT002,DMSO
22,WT008,DMSO,1,0.25592426023007087,1,WT002,DMSO
23,WT009,DMSO,1,0.15025793262519213,1,WT002,DMSO
24,BZ018,DMSO,1,0.02841273773805943,1,WT002,DMSO
25,WT011,DMSO,1,0.1410519423466933,1,WT002,DMSO
26,BZ001,DMSO,1,-0.4540851580875464,1,WT002,DMSO
27,BZ008,DMSO,1,-0.5074761929418492,1,WT002,DMSO
28,WT_parental,DMSO,1,0.4725407242279628,1,WT002,DMSO
29,WT_parental,DMSO,1,0.31719397426773155,1,WT002,DMSO
30,WT_parental,DMSO,1,0.33828406071742384,1,WT002,DMSO
31,BZ017,bortezomib,1,-0.06573587835470641,1,WT002,DMSO
32,WT002,bortezomib,1,0.183362647174601,1,WT002,DMSO
33,WT008,bortezomib,1,-0.13640114650693072,1,WT002,DMSO
34,WT009,bortezomib,1,-0.436054040950421,1,WT002,DMSO
35,BZ018,bortezomib,1,-0.41652862345432207,1,WT002,DMSO
36,WT011,bortezomib,1,-0.584280274612525,1,WT002,DMSO
37,BZ001,bortezomib,1,-0.688715725408536,1,WT002,DMSO
38,BZ008,bortezomib,1,-0.6519244805278165,1,WT002,DMSO
39,WT_parental,bortezomib,1,-0.08013065253020016,1,WT002,DMSO
40,WT_parental,DMSO,1,0.34954444764933995,1,WT002,DMSO
41,BZ017,bortezomib,1,-0.25051759120375483,1,WT002,DMSO
42,BZ008,bortezomib,1,-0.5792739074488861,1,WT002,DMSO
43,BZ001,bortezomib,1,-0.5393335914790671,1,WT002,DMSO
44,WT011,bortezomib,1,-0.4669258670728547,1,WT002,DMSO
45,BZ018,bortezomib,1,-0.40713321824145765,1,WT002,DMSO
46,WT009,bortezomib,1,-0.6471901958756571,1,WT002,DMSO
47,WT008,bortezomib,1,-0.06471990480469361,1,WT002,DMSO
48,WT002,bortezomib,1,0.22987913869328966,1,WT002,DMSO
49,WT_parental,bortezomib,1,-0.19293651842732443,1,WT002,DMSO
50,WT_parental,DMSO,1,0.3592181321377007,1,WT002,DMSO
51,BZ017,bortezomib,1,-0.1742048489944658,1,WT002,DMSO
52,WT002,bortezomib,1,0.3078055059286629,1,WT002,DMSO
53,WT008,bortezomib,1,0.022058001746893995,1,WT002,DMSO
54,WT009,bortezomib,1,-0.3620445158137078,1,WT002,DMSO
55,BZ018,bortezomib,1,-0.6062773853809996,1,WT002,DMSO
56,WT011,bortezomib,1,-0.4181329271007952,1,WT002,DMSO
57,BZ001,bortezomib,1,-0.5264574177454975,1,WT002,DMSO
58,BZ008,bortezomib,1,-0.5835996282788894,1,WT002,DMSO
59,WT_parental,bortezomib,1,-0.24752356955840454,1,WT002,DMSO
3,WT009,DMSO,2,-0.035291399989847705,2,WT008,DMSO
4,BZ018,DMSO,2,0.2755187517623441,2,WT008,DMSO
5,WT011,DMSO,2,-0.11252576484759168,2,WT008,DMSO
6,BZ001,DMSO,2,-0.17721349012575927,2,WT008,DMSO
7,BZ008,DMSO,2,-0.19047114728309142,2,WT008,DMSO
8,WT_parental,DMSO,2,0.5000369652250735,2,WT008,DMSO
9,WT_parental,DMSO,2,0.1719468839821805,2,WT008,DMSO
10,BZ017,DMSO,2,0.1456499834516531,2,WT008,DMSO
11,BZ008,DMSO,2,-0.326622033446508,2,WT008,DMSO
12,BZ001,DMSO,2,-0.3900034544635004,2,WT008,DMSO
13,WT011,DMSO,2,-0.13907102924710618,2,WT008,DMSO
14,BZ018,DMSO,2,0.35100546816428413,2,WT008,DMSO
15,WT009,DMSO,2,-0.06865109859294337,2,WT008,DMSO
16,WT008,DMSO,2,0.7876290697140934,2,WT008,DMSO
17,WT002,DMSO,2,0.48894181083664945,2,WT008,DMSO
18,WT_parental,DMSO,2,0.4628214436641553,2,WT008,DMSO
19,WT_parental,DMSO,2,0.2153428246823287,2,WT008,DMSO
20,BZ017,DMSO,2,0.2886940081729307,2,WT008,DMSO
