column_match_pair_a,Metadata_clone_number_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b
22,WT007,2,0.004665954396598273,2,WT001
23,WT008,2,-0.07467373608737118,2,WT001
24,WT008,2,-0.007484645963260032,2,WT001
25,WT008,2,0.03755263018794885,2,WT001
26,WT009,2,-0.49347217586240905,2,WT001
27,WT009,2,-0.42997107134422696,2,WT001
28,WT009,2,-0.4006881707159477,2,WT001
29,WT_parental,2,0.017784068073854582,2,WT001
30,WT010,2,-0.1679144578708685,2,WT001
31,WT010,2,-0.48080980574280696,2,WT001
32,WT010,2,-0.38963592378830453,2,WT001
33,WT011,2,0.1537693339774449,2,WT001
34,WT011,2,0.39876956165541855,2,WT001
35,WT011,2,0.2316079360621421,2,WT001
36,WT012,2,-0.24799819903434314,2,WT001
37,WT012,2,-0.04715133081753715,2,WT001
38,WT012,2,-0.3672463370202757,2,WT001
39,WT013,2,-0.23365293557015765,2,WT001
40,WT013,2,-0.10146494122841629,2,WT001
41,WT013,2,-0.27710620701228605,2,WT001
42,WT014,2,0.4177587750730398,2,WT001
43,WT014,2,0.5594391784591934,2,WT001
44,WT014,2,0.5875115677434397,2,WT001
45,WT015,2,-0.37404990504840385,2,WT001
46,WT015,2,-0.4915466337619994,2,WT001
47,WT015,2,-0.2559012059496994,2,WT001
4,WT002,3,0.8634313999368568,3,WT002
5,WT002,3,0.8547278989333801,3,WT002
6,WT003,3,-0.26728589301742567,3,WT002
7,WT003,3,-0.41787848286106943,3,WT002
8,WT003,3,-0.3589983502402391,3,WT002
9,WT_parental,3,-0.1565433721252355,3,WT002
10,WT004,3,-0.11363518629037966,3,WT002
11,WT004,3,-0.02751820830876677,3,WT002
12,WT004,3,-0.34407670645015304,3,WT002
13,WT005,3,0.13821746507781682,3,WT002
14,WT005,3,0.2235211396597443,3,WT002
15,WT005,3,0.4548761143478974,3,WT002
16,WT006,3,-0.488107144791053,3,WT002
17,WT006,3,-0.32418580558576315,3,WT002
18,WT006,3,-0.4476204728158713,3,WT002
19,WT_parental,3,-0.33749381124190225,3,WT002
20,WT007,3,0.14335195685565102,3,WT002
21,WT007,3,0.20271486213454906,3,WT002
22,WT007,3,0.09877699163509679,3,WT002
23,WT008,3,0.17639369602567637,3,WT002
24,WT008,3,0.11546075409958484,3,WT002
25,WT008,3,0.41332234779308336,3,WT002
26,WT009,3,0.02467358494039468,3,WT002
27,WT009,3,-0.01626255820083827,3,WT002
28,WT009,3,0.10044938382752032,3,WT002
29,WT_parental,3,-0.4642688085369592,3,WT002
30,WT010,3,-0.1799043369657263,3,WT002
31,WT010,3,-0.6241681591028374,3,WT002
32,WT010,3,-0.40068566417266505,3,WT002
33,WT011,3,0.35210585239855086,3,WT002
34,WT011,3,0.5357084983996888,3,WT002
35,WT011,3,0.32121453921411475,3,WT002
36,WT012,3,-0.2766039090692291,3,WT002
37,WT012,3,0.09762249085488303,3,WT002
38,WT012,3,0.14746456543413564,3,WT002
39,WT013,3,-0.3370898343558321,3,WT002
40,WT013,3,-0.23610573073927346,3,WT002
41,WT013,3,-0.3584663804822075,3,WT002
42,WT014,3,-0.17887674238107062,3,WT002
43,WT014,3,-0.03465801561750811,3,WT002
44,WT014,3,0.05243208253506107,3,WT002
45,WT015,3,-0.18048707423047178,3,WT002
46,WT015,3,-0.3124670652430967,3,WT002
47,WT015,3,-0.1753816299149017,3,WT002
5,WT002,4,0.9171673554634658,4,WT002
6,WT003,4,-0.06757630548897217,4,WT002
7,WT003,4,-0.3316199574270177,4,WT002
8,WT003,4,-0.27169635020068994,4,WT002
9,WT_parental,4,-0.2948690661571749,4,WT002
10,WT004,4,-0.23263445584460807,4,WT002
11,WT004,4,-0.028483240628173916,4,WT002
12,WT004,4,-0.27705035214136714,4,WT002
13,WT005,4,0.26857833410829046,4,WT002
14,WT005,4,0.3403996373516072,4,WT002
15,WT005,4,0.4824746276802659,4,WT002
16,WT006,4,-0.38177673134492646,4,WT002
17,WT006,4,-0.2609297796245997,4,WT002
18,WT006,4,-0.400605044856902,4,WT002
19,WT_parental,4,-0.4751909227525456,4,WT002
20,WT007,4,0.026995542989140264,4,WT002
21,WT007,4,0.12670572366318508,4,WT002
22,WT007,4,-0.0030113524330739397,4,WT002
23,WT008,4,0.16087493300876754,4,WT002
24,WT008,4,0.07807874350312388,4,WT002
25,WT008,4,0.4040924653026379,4,WT002
26,WT009,4,0.09457058655093752,4,WT002
27,WT009,4,0.025975300004890522,4,WT002
28,WT009,4,0.1850755627400314,4,WT002
29,WT_parental,4,-0.48057294194696154,4,WT002
30,WT010,4,-0.19010033051854944,4,WT002
31,WT010,4,-0.5236148897817725,4,WT002
32,WT010,4,-0.3611551833138835,4,WT002
33,WT011,4,0.36252666115215243,4,WT002
34,WT011,4,0.5200621285521196,4,WT002
35,WT011,4,0.23600037059021614,4,WT002
36,WT012,4,-0.22522727167796175,4,WT002
37,WT012,4,0.18596834508929663,4,WT002
38,WT012,4,0.2679729850823506,4,WT002
39,WT013,4,-0.3602574075613089,4,WT002
40,WT013,4,-0.22755196003703348,4,WT002
41,WT013,4,-0.2502879705809042,4,WT002
42,WT014,4,-0.22043156895266583,4,WT002
43,WT014,4,-0.16960675771033965,4,WT002
44,WT014,4,-0.07144905894756501,4,WT002
45,WT015,4,-0.1424953617044059,4,WT002
46,WT015,4,-0.2483132007870509,4,WT002
47,WT015,4,-0.18459019989954864,4,WT002
6,WT003,5,-0.15690826993375684,5,WT002
7,WT003,5,-0.4174586782031803,5,WT002
8,WT003,5,-0.33385590065865817,5,WT002
9,WT_parental,5,-0.3059440059960457,5,WT002
10,WT004,5,-0.2461969363954261,5,WT002
11,WT004,5,-0.09840071169129617,5,WT002
12,WT004,5,-0.293872044869504,5,WT002
13,WT005,5,0.2820067287615455,5,WT002
14,WT005,5,0.4276283363437835,5,WT002
15,WT005,5,0.5107293487839462,5,WT002
16,WT006,5,-0.4152221157774477,5,WT002
17,WT006,5,-0.30483004921712814,5,WT002
18,WT006,5,-0.4610999047551415,5,WT002
19,WT_parental,5,-0.47496395544436293,5,WT002
20,WT007,5,0.0448259638104399,5,WT002
21,WT007,5,0.18723203267498081,5,WT002
22,WT007,5,0.09621351556266182,5,WT002
23,WT008,5,0.1654251327759691,5,WT002
24,WT008,5,0.16376930377203394,5,WT002
25,WT008,5,0.39707503205225825,5,WT002
26,WT009,5,0.16235712577348616,5,WT002
27,WT009,5,0.08947106382652056,5,WT002
28,WT009,5,0.27190138652223633,5,WT002
29,WT_parental,5,-0.5262628389082453,5,WT002
30,WT010,5,-0.2173047195707709,5,WT002
31,WT010,5,-0.5192300159637839,5,WT002
32,WT010,5,-0.3816571447080516,5,WT002
33,WT011,5,0.40807173593922863,5,WT002
34,WT011,5,0.5393486017972439,5,WT002
35,WT011,5,0.3163386926878165,5,WT002
36,WT012,5,-0.2719748456316247,5,WT002
37,WT012,5,0.09233368804407063,5,WT002
38,WT012,5,0.2497799450387286,5,WT002
39,WT013,5,-0.28944522158788943,5,WT002
40,WT013,5,-0.252893659731946,5,WT002
41,WT013,5,-0.22018487560415334,5,WT002
42,WT014,5,-0.2841225313560863,5,WT002
43,WT014,5,-0.1997183839152885,5,WT002
44,WT014,5,-0.09633459286784657,5,WT002
45,WT015,5,-0.051525789104594294,5,WT002
46,WT015,5,-0.2852736550326235,5,WT002
47,WT015,5,-0.1708464043228702,5,WT002
7,WT003,6,0.7203429672849981,6,WT003
8,WT003,6,0.7211298855970346,6,WT003
9,WT_parental,6,-0.5449438738582015,6,WT003
10,WT004,6,-0.22066203467138537,6,WT003
11,WT004,6,-0.056199767921414574,6,WT003
12,WT004,6,0.06284571811798098,6,WT003
13,WT005,6,-0.05294420564842195,6,WT003
14,WT005,6,0.06421983959413935,6,WT003
15,WT005,6,0.0026829410775170417,6,WT003
16,WT006,6,0.45562425382019256,6,WT003
17,WT006,6,0.34013347594504945,6,WT003
18,WT006,6,0.23886412341003685,6,WT003
19,WT_parental,6,-0.39740271187164766,6,WT003
20,WT007,6,-0.07866938823392976,6,WT003
21,WT007,6,-0.19430242229219666,6,WT003
22,WT007,6,-0.16410400549873355,6,WT003
23,WT008,6,-0.29990031337969897,6,WT003
24,WT008,6,-0.20596419129549373,6,WT003
25,WT008,6,-0.23115594317621901,6,WT003
26,WT009,6,0.07780400928208683,6,WT003
27,WT009,6,-0.0063683646471137025,6,WT003
28,WT009,6,-0.09207910115834984,6,WT003
29,WT_parental,6,-0.09042936496821657,6,WT003
30,WT010,6,0.3167981791008252,6,WT003
31,WT010,6,0.49643978761518637,6,WT003
32,WT010,6,0.4225091294276778,6,WT003
33,WT011,6,-0.26016681206272896,6,WT003
34,WT011,6,-0.40329474801042864,6,WT003
35,WT011,6,-0.39173316851843754,6,WT003
36,WT012,6,0.31836104230811474,6,WT003
37,WT012,6,0.20669371356122304,6,WT003
38,WT012,6,0.43564131461941435,6,WT003
39,WT013,6,0.05843052378640993,6,WT003
40,WT013,6,0.20411854112066655,6,WT003
41,WT013,6,0.0945771378598805,6,WT003
42,WT014,6,-0.23065467342976761,6,WT003
43,WT014,6,-0.4236620306874931,6,WT003
44,WT014,6,-0.5371036450793736,6,WT003
45,WT015,6,0.00854230096439947,6,WT003
46,WT015,6,0.47681526739109326,6,WT003
47,WT015,6,0.29909428049052933,6,WT003
8,WT003,7,0.7014482245403567,7,WT003
9,WT_parental,7,-0.3256731099135675,7,WT003
10,WT004,7,-0.14022933081332398,7,WT003
11,WT004,7,0.01292505287090461,7,WT003
12,WT004,7,0.05329395769109708,7,WT003
13,WT005,7,-0.24662156585102615,7,WT003
14,WT005,7,-0.09114343086573598,7,WT003
15,WT005,7,-0.2033112311068908,7,WT003
16,WT006,7,0.5158391282303633,7,WT003
17,WT006,7,0.5083121803022412,7,WT003
18,WT006,7,0.39723015718364574,7,WT003
19,WT_parental,7,-0.13654328999671256,7,WT003
20,WT007,7,-0.07989594586618,7,WT003
21,WT007,7,-0.18619378438455228,7,WT003
22,WT007,7,-0.15780710828118336,7,WT003
23,WT008,7,-0.3192012390191888,7,WT003
24,WT008,7,-0.163883698652328,7,WT003
25,WT008,7,-0.2542535123328873,7,WT003
26,WT009,7,-0.07495230297910165,7,WT003
27,WT009,7,0.0057910538535458165,7,WT003
28,WT009,7,-0.18424265112824778,7,WT003
29,WT_parental,7,0.08753241410018542,7,WT003
30,WT010,7,0.2536391007866701,7,WT003
31,WT010,7,0.4955078218196254,7,WT003
32,WT010,7,0.4306848516725346,7,WT003
33,WT011,7,-0.4154838896570673,7,WT003
34,WT011,7,-0.4703763562110906,7,WT003
35,WT011,7,-0.4651064040400271,7,WT003
36,WT012,7,0.46126746591025564,7,WT003
37,WT012,7,0.3020418924034777,7,WT003
38,WT012,7,0.19210768058940408,7,WT003
39,WT013,7,0.09638141622648462,7,WT003
40,WT013,7,0.2926279446826072,7,WT003
41,WT013,7,0.02020507774637089,7,WT003
42,WT014,7,-0.102363118427866,7,WT003
43,WT014,7,-0.2631146219757293,7,WT003
44,WT014,7,-0.37921420316198856,7,WT003
45,WT015,7,-0.10080120253036477,7,WT003
46,WT015,7,0.4286278618032117,7,WT003
47,WT015,7,0.1937652805684753,7,WT003
9,WT_parental,8,-0.27383771232821935,8,WT003
10,WT004,8,-0.21944794681017335,8,WT003
11,WT004,8,-0.22390262600490768,8,WT003
12,WT004,8,-0.14432818793855787,8,WT003
13,WT005,8,-0.3057295589833464,8,WT003
14,WT005,8,-0.25902112272788574,8,WT003
15,WT005,8,-0.2624930461319819,8,WT003
16,WT006,8,0.3482720003639519,8,WT003
17,WT006,8,0.28857664359785284,8,WT003
18,WT006,8,0.28823054852033536,8,WT003
19,WT_parental,8,-0.055608564217148646,8,WT003
20,WT007,8,-0.16991592734533376,8,WT003
21,WT007,8,-0.3086445208538484,8,WT003
22,WT007,8,-0.3629861461445068,8,WT003
23,WT008,8,-0.38955748074614105,8,WT003
24,WT008,8,-0.27197896993732135,8,WT003
25,WT008,8,-0.3030363797183052,8,WT003
26,WT009,8,-0.09082521275444692,8,WT003
27,WT009,8,-0.15973231107242808,8,WT003
28,WT009,8,-0.14366112506339865,8,WT003
29,WT_parental,8,0.2575952993102136,8,WT003
30,WT010,8,0.42399417692822006,8,WT003
31,WT010,8,0.5007563088713303,8,WT003
32,WT010,8,0.4192905538286377,8,WT003
33,WT011,8,-0.4196227167273837,8,WT003
34,WT011,8,-0.578489949114124,8,WT003
35,WT011,8,-0.5501011257007071,8,WT003
36,WT012,8,0.3856534121315378,8,WT003
37,WT012,8,0.27986182718306607,8,WT003
38,WT012,8,0.4060543891098597,8,WT003
39,WT013,8,0.15166343148219455,8,WT003
40,WT013,8,0.3012283502225004,8,WT003
41,WT013,8,0.14870259792739937,8,WT003
42,WT014,8,-0.005374016615090668,8,WT003
43,WT014,8,-0.22644631306087373,8,WT003
44,WT014,8,-0.360428118577303,8,WT003
45,WT015,8,-0.009267343836618546,8,WT003
46,WT015,8,0.5349228430027558,8,WT003
47,WT015,8,0.4799335190740573,8,WT003
10,WT004,9,0.2957233071419088,9,WT_parental
11,WT004,9,0.007610640340610882,9,WT_parental
12,WT004,9,-0.10767077484781226,9,WT_parental
13,WT005,9,-0.23533683812004533,9,WT_parental
14,WT005,9,-0.44073939127870637,9,WT_parental
15,WT005,9,-0.4307216345613799,9,WT_parental
16,WT006,9,-0.2875239021180229,9,WT_parental
17,WT006,9,-0.2985766313295963,9,WT_parental
18,WT006,9,0.039861704024097444,9,WT_parental
19,WT_parental,9,0.8647584420609764,9,WT_parental
20,WT007,9,-0.18919511368688,9,WT_parental
21,WT007,9,-0.22188326375948295,9,WT_parental
22,WT007,9,-0.24345499886722263,9,WT_parental
23,WT008,9,-0.16946157922465876,9,WT_parental
24,WT008,9,-0.12081765978600842,9,WT_parental
25,WT008,9,-0.3025767414987263,9,WT_parental
26,WT009,9,-0.43827845548568295,9,WT_parental
27,WT009,9,-0.33568492392703836,9,WT_parental
28,WT009,9,-0.3079672147975731,9,WT_parental
29,WT_parental,9,0.6139604076157982,9,WT_parental
30,WT010,9,-0.20018795322892144,9,WT_parental
31,WT010,9,-0.21860628405335417,9,WT_parental
32,WT010,9,-0.17755180099355453,9,WT_parental
33,WT011,9,-0.19156622657416733,9,WT_parental
34,WT011,9,-0.08832640783365824,9,WT_parental
35,WT011,9,-0.01848163733488493,9,WT_parental
36,WT012,9,-0.1448358523516592,9,WT_parental
37,WT012,9,-0.1682104330525495,9,WT_parental
38,WT012,9,-0.42716777684139057,9,WT_parental
39,WT013,9,0.06720328943504962,9,WT_parental
40,WT013,9,0.06147336550219508,9,WT_parental
41,WT013,9,0.07557321866456522,9,WT_parental
42,WT014,9,0.5599482851289824,9,WT_parental
43,WT014,9,0.7171191700443208,9,WT_parental
44,WT014,9,0.7550211875966405,9,WT_parental
45,WT015,9,-0.08036576418931103,9,WT_parental
46,WT015,9,-0.22099956093077383,9,WT_parental
47,WT015,9,0.03560395850475683,9,WT_parental
11,WT004,10,0.6818288051957946,10,WT004
12,WT004,10,0.5462327083266107,10,WT004
13,WT005,10,0.2380744568338916,10,WT004
14,WT005,10,-0.12957704938498427,10,WT004
15,WT005,10,-0.09882337104115829,10,WT004
16,WT006,10,-0.35328953968766036,10,WT004
17,WT006,10,-0.4673212166219332,10,WT004
18,WT006,10,-0.32205127013866136,10,WT004
19,WT_parental,10,0.33468742822635483,10,WT004
20,WT007,10,0.12544260492761666,10,WT004
21,WT007,10,0.0910279387751152,10,WT004
22,WT007,10,0.0011619258577137757,10,WT004
23,WT008,10,-0.16344709316356515,10,WT004
24,WT008,10,-0.15989031507041776,10,WT004
25,WT008,10,-0.2923041358704955,10,WT004
26,WT009,10,-0.35458273992956485,10,WT004
27,WT009,10,-0.42514211392388496,10,WT004
28,WT009,10,-0.5162250150878724,10,WT004
29,WT_parental,10,0.08943972668192865,10,WT004
30,WT010,10,0.10417525740747577,10,WT004
31,WT010,10,0.07578251000029936,10,WT004
32,WT010,10,-0.1275266364360531,10,WT004
33,WT011,10,-0.01886178713852293,10,WT004
34,WT011,10,0.11287724653420225,10,WT004
35,WT011,10,0.07661456719418108,10,WT004
36,WT012,10,-0.09051548381063902,10,WT004
37,WT012,10,-0.41292774533979404,10,WT004
38,WT012,10,-0.5595155268826281,10,WT004
39,WT013,10,0.21579362846802758,10,WT004
40,WT013,10,0.031945274945236336,10,WT004
41,WT013,10,-0.05312408239120121,10,WT004
42,WT014,10,0.34559074252741845,10,WT004
43,WT014,10,0.4192262090570103,10,WT004
44,WT014,10,0.3606855670187325,10,WT004
45,WT015,10,-0.0743723594499432,10,WT004
46,WT015,10,-0.14937168743668547,10,WT004
47,WT015,10,-0.20394391035459375,10,WT004
12,WT004,11,0.5658910152383503,11,WT004
13,WT005,11,0.16323474537884503,11,WT004
14,WT005,11,-0.04084758272375765,11,WT004
15,WT005,11,-0.023237765197256264,11,WT004
16,WT006,11,-0.23600858877584888,11,WT004
17,WT006,11,-0.2965461476946622,11,WT004
18,WT006,11,-0.3529197010267246,11,WT004
19,WT_parental,11,0.007634520969765415,11,WT004
20,WT007,11,0.23583995583850073,11,WT004
21,WT007,11,0.21268613638397427,11,WT004
22,WT007,11,0.15902517082945514,11,WT004
23,WT008,11,-0.034804009694419366,11,WT004
24,WT008,11,0.034173296290264284,11,WT004
25,WT008,11,-0.028921284454015508,11,WT004
26,WT009,11,-0.28482874741248393,11,WT004
27,WT009,11,-0.34690141026658067,11,WT004
28,WT009,11,-0.4434185578127071,11,WT004
29,WT_parental,11,-0.10224414020275598,11,WT004
30,WT010,11,-0.04187123844338561,11,WT004
31,WT010,11,0.11338742536187765,11,WT004
32,WT010,11,0.003525288038750885,11,WT004
33,WT011,11,0.14530111293209283,11,WT004
34,WT011,11,0.17932787211516618,11,WT004
35,WT011,11,0.06055677662566596,11,WT004
36,WT012,11,-0.043814672919308524,11,WT004
37,WT012,11,-0.2686249050344979,11,WT004
38,WT012,11,-0.48412459097711164,11,WT004
39,WT013,11,0.02378516422119246,11,WT004
40,WT013,11,0.04948793954844872,11,WT004
41,WT013,11,-0.19773214353885177,11,WT004
42,WT014,11,0.1602320547859906,11,WT004
43,WT014,11,0.17585900255230744,11,WT004
44,WT014,11,0.13934270944368068,11,WT004
45,WT015,11,-0.14647268214338388,11,WT004
46,WT015,11,-0.2454665488601639,11,WT004
47,WT015,11,-0.2794090751300122,11,WT004
13,WT005,12,0.42663146518595224,12,WT004
14,WT005,12,0.25234593215717793,12,WT004
15,WT005,12,0.048297398890143485,12,WT004
16,WT006,12,0.059611762642741144,12,WT004
17,WT006,12,-0.06679283173598702,12,WT004
18,WT006,12,0.020191586857234038,12,WT004
19,WT_parental,12,0.0132524539200761,12,WT004
20,WT007,12,-0.006341062496681379,12,WT004
21,WT007,12,0.018457576986140374,12,WT004
22,WT007,12,0.05562942473234641,12,WT004
23,WT008,12,0.05382251777453505,12,WT004
24,WT008,12,-0.021355110978777427,12,WT004
25,WT008,12,-0.26084616846008485,12,WT004
26,WT009,12,0.054798368237816406,12,WT004
27,WT009,12,-0.08215531164062526,12,WT004
28,WT009,12,-0.27324217812928736,12,WT004
29,WT_parental,12,-0.03427272808401355,12,WT004
30,WT010,12,-0.12834424404662897,12,WT004
31,WT010,12,0.3177118412291445,12,WT004
32,WT010,12,0.05516934238631971,12,WT004
33,WT011,12,0.07587453111119752,12,WT004
34,WT011,12,0.02831502240975432,12,WT004
35,WT011,12,0.0611879979304995,12,WT004
36,WT012,12,-0.1275582553245377,12,WT004
37,WT012,12,-0.49287812399616054,12,WT004
38,WT012,12,-0.40084163860388505,12,WT004
39,WT013,12,0.3134921253671509,12,WT004
40,WT013,12,0.14736601403780694,12,WT004
41,WT013,12,0.1976249918049058,12,WT004
42,WT014,12,0.08165658847464524,12,WT004
43,WT014,12,-0.042185251013174545,12,WT004
44,WT014,12,-0.10378992077817192,12,WT004
45,WT015,12,0.0659744362555413,12,WT004
46,WT015,12,0.030692907390166252,12,WT004
47,WT015,12,-0.2511377950808667,12,WT004
14,WT005,13,0.675056737889945,13,WT005
15,WT005,13,0.5296972841748279,13,WT005
16,WT006,13,-0.1845589810912077,13,WT005
17,WT006,13,-0.23182533568857447,13,WT005
18,WT006,13,-0.15811663752625874,13,WT005
19,WT_parental,13,-0.3619863243752043,13,WT005
20,WT007,13,-0.08413434475158035,13,WT005
21,WT007,13,-0.06546918413751646,13,WT005
22,WT007,13,-0.06212665320086564,13,WT005
23,WT008,13,0.13286204770144164,13,WT005
24,WT008,13,-0.13938139885150347,13,WT005
25,WT008,13,-0.030975101645286572,13,WT005
26,WT009,13,0.1786758376114818,13,WT005
27,WT009,13,-0.007450089722440992,13,WT005
28,WT009,13,0.05094501071804578,13,WT005
29,WT_parental,13,-0.4153700384556625,13,WT005
30,WT010,13,0.021256232830517835,13,WT005
31,WT010,13,-0.0018726074334611035,13,WT005
32,WT010,13,-0.0952212546455753,13,WT005
33,WT011,13,0.3401406657077023,13,WT005
34,WT011,13,0.2892971042046049,13,WT005
35,WT011,13,0.14247789215562803,13,WT005
36,WT012,13,-0.015504802731509601,13,WT005
37,WT012,13,-0.2563271949597718,13,WT005
38,WT012,13,0.0470624904203497,13,WT005
39,WT013,13,0.15886409284350572,13,WT005
40,WT013,13,-0.1098495817095576,13,WT005
41,WT013,13,0.16753704266221878,13,WT005
42,WT014,13,-0.2502839181204025,13,WT005
43,WT014,13,-0.25270383351276415,13,WT005
44,WT014,13,-0.12151430059745053,13,WT005
45,WT015,13,0.1510071948208299,13,WT005
46,WT015,13,-0.02746688365314528,13,WT005
47,WT015,13,-0.240477620541476,13,WT005
15,WT005,14,0.7304371333211658,14,WT005
16,WT006,14,-0.04089844153461678,14,WT005
17,WT006,14,-0.07257736078501208,14,WT005
18,WT006,14,-0.13298101017821626,14,WT005
19,WT_parental,14,-0.5347865294108279,14,WT005
20,WT007,14,-0.1561276572358361,14,WT005
21,WT007,14,-0.0035200591412179578,14,WT005
22,WT007,14,0.056122712296853304,14,WT005
23,WT008,14,0.1701829353655818,14,WT005
24,WT008,14,0.026180738255462802,14,WT005
25,WT008,14,0.14791630815308895,14,WT005
26,WT009,14,0.3340982494232131,14,WT005
27,WT009,14,0.16911923796565917,14,WT005
28,WT009,14,0.2356352831275674,14,WT005
29,WT_parental,14,-0.5974275960266177,14,WT005
