Metadata_model_split	Metadata_Plate	metric	metric_value	dataset	shuffle	permutation
test	220055	avg_precision	0.8333333333333333	bortezomib	True	47
training	219907	avg_precision	0.5676470588235294	bortezomib	True	47
training	219956	avg_precision	0.5431149732620321	bortezomib	True	47
training	219973	avg_precision	0.4845679012345679	bortezomib	True	47
training	220039	avg_precision	0.5650623885918004	bortezomib	True	47
training	220040	avg_precision	0.5218487394957982	bortezomib	True	47
training	220055	avg_precision	0.46887254901960784	bortezomib	True	47
validation	219901	avg_precision	0.5142857142857142	bortezomib	True	47
holdout	219907	accuracy	0.55	bortezomib	True	48
holdout	219956	accuracy	0.55	bortezomib	True	48
holdout	219973	accuracy	0.4	bortezomib	True	48
holdout	220039	accuracy	0.5	bortezomib	True	48
holdout	220040	accuracy	0.4	bortezomib	True	48
holdout	220055	accuracy	0.6	bortezomib	True	48
inference	MutClones	accuracy	0.5964912280701754	bortezomib	True	48
inference	WTClones	accuracy	0.625	bortezomib	True	48
test	219907	accuracy	0.8	bortezomib	True	48
test	219956	accuracy	0.3333333333333333	bortezomib	True	48
test	219973	accuracy	0.42857142857142855	bortezomib	True	48
test	220039	accuracy	0.42857142857142855	bortezomib	True	48
test	220040	accuracy	0.6	bortezomib	True	48
test	220055	accuracy	0.8333333333333334	bortezomib	True	48
training	219907	accuracy	0.42857142857142855	bortezomib	True	48
training	219956	accuracy	0.6176470588235294	bortezomib	True	48
training	219973	accuracy	0.45454545454545453	bortezomib	True	48
training	220039	accuracy	0.5151515151515151	bortezomib	True	48
training	220040	accuracy	0.4857142857142857	bortezomib	True	48
training	220055	accuracy	0.5588235294117647	bortezomib	True	48
validation	219901	accuracy	0.5166666666666667	bortezomib	True	48
holdout	219907	avg_precision	0.4222222222222222	bortezomib	True	48
holdout	219956	avg_precision	0.4222222222222222	bortezomib	True	48
holdout	219973	avg_precision	0.37083333333333335	bortezomib	True	48
holdout	220039	avg_precision	0.38333333333333336	bortezomib	True	48
holdout	220040	avg_precision	0.3625	bortezomib	True	48
holdout	220055	avg_precision	0.45	bortezomib	True	48
inference	MutClones	avg_precision	0.9775828460038987	bortezomib	True	48
inference	WTClones	avg_precision		bortezomib	True	48
test	219907	avg_precision	0.8666666666666667	bortezomib	True	48
test	219956	avg_precision	0.5833333333333333	bortezomib	True	48
test	219973	avg_precision	0.26785714285714285	bortezomib	True	48
test	220039	avg_precision	0.4095238095238095	bortezomib	True	48
test	220040	avg_precision	0.45	bortezomib	True	48
test	220055	avg_precision	0.9166666666666666	bortezomib	True	48
training	219907	avg_precision	0.45597931480284415	bortezomib	True	48
training	219956	avg_precision	0.5429864253393666	bortezomib	True	48
training	219973	avg_precision	0.5252525252525253	bortezomib	True	48
training	220039	avg_precision	0.5247497600438777	bortezomib	True	48
training	220040	avg_precision	0.5087301587301587	bortezomib	True	48
training	220055	avg_precision	0.497140522875817	bortezomib	True	48
validation	219901	avg_precision	0.47354497354497355	bortezomib	True	48
holdout	219907	accuracy	0.35	bortezomib	True	49
holdout	219956	accuracy	0.65	bortezomib	True	49
holdout	219973	accuracy	0.3	bortezomib	True	49
holdout	220039	accuracy	0.6	bortezomib	True	49
holdout	220040	accuracy	0.6	bortezomib	True	49
holdout	220055	accuracy	0.4	bortezomib	True	49
inference	MutClones	accuracy	0.5263157894736842	bortezomib	True	49
inference	WTClones	accuracy	0.6458333333333334	bortezomib	True	49
test	219907	accuracy	0.4	bortezomib	True	49
test	219956	accuracy	0.5	bortezomib	True	49
test	219973	accuracy	0.7142857142857143	bortezomib	True	49
test	220039	accuracy	0.5714285714285714	bortezomib	True	49
test	220040	accuracy	0.4	bortezomib	True	49
test	220055	accuracy	0.3333333333333333	bortezomib	True	49
training	219907	accuracy	0.42857142857142855	bortezomib	True	49
training	219956	accuracy	0.3235294117647059	bortezomib	True	49
training	219973	accuracy	0.48484848484848486	bortezomib	True	49
training	220039	accuracy	0.5151515151515151	bortezomib	True	49
training	220040	accuracy	0.3142857142857143	bortezomib	True	49
training	220055	accuracy	0.6470588235294118	bortezomib	True	49
validation	219901	accuracy	0.4	bortezomib	True	49
holdout	219907	avg_precision	0.3555555555555556	bortezomib	True	49
holdout	219956	avg_precision	0.5211538461538462	bortezomib	True	49
holdout	219973	avg_precision	0.35000000000000003	bortezomib	True	49
holdout	220039	avg_precision	0.4625	bortezomib	True	49
holdout	220040	avg_precision	0.4375	bortezomib	True	49
holdout	220055	avg_precision	0.37083333333333335	bortezomib	True	49
inference	MutClones	avg_precision	0.9736842105263157	bortezomib	True	49
inference	WTClones	avg_precision		bortezomib	True	49
test	219907	avg_precision	0.5666666666666667	bortezomib	True	49
test	219956	avg_precision	0.75	bortezomib	True	49
test	219973	avg_precision	0.39285714285714285	bortezomib	True	49
test	220039	avg_precision	0.45238095238095244	bortezomib	True	49
test	220040	avg_precision	0.3666666666666667	bortezomib	True	49
test	220055	avg_precision	0.5833333333333333	bortezomib	True	49
training	219907	avg_precision	0.4552644587246663	bortezomib	True	49
training	219956	avg_precision	0.43449197860962563	bortezomib	True	49
training	219973	avg_precision	0.5374331550802138	bortezomib	True	49
training	220039	avg_precision	0.5237076648841354	bortezomib	True	49
training	220040	avg_precision	0.47023809523809523	bortezomib	True	49
training	220055	avg_precision	0.5674894957983194	bortezomib	True	49
validation	219901	avg_precision	0.4285714285714286	bortezomib	True	49
holdout	219907	accuracy	0.35	bortezomib	True	50
holdout	219956	accuracy	0.55	bortezomib	True	50
holdout	219973	accuracy	0.55	bortezomib	True	50
holdout	220039	accuracy	0.55	bortezomib	True	50
holdout	220040	accuracy	0.45	bortezomib	True	50
holdout	220055	accuracy	0.7	bortezomib	True	50
inference	MutClones	accuracy	0.5087719298245614	bortezomib	True	50
inference	WTClones	accuracy	0.625	bortezomib	True	50
test	219907	accuracy	0.2	bortezomib	True	50
test	219956	accuracy	0.5	bortezomib	True	50
test	219973	accuracy	0.5714285714285714	bortezomib	True	50
test	220039	accuracy	0.7142857142857143	bortezomib	True	50
test	220040	accuracy	0.6	bortezomib	True	50
test	220055	accuracy	0.5	bortezomib	True	50
training	219907	accuracy	0.34285714285714286	bortezomib	True	50
training	219956	accuracy	0.5	bortezomib	True	50
training	219973	accuracy	0.45454545454545453	bortezomib	True	50
training	220039	accuracy	0.5454545454545454	bortezomib	True	50
training	220040	accuracy	0.5714285714285714	bortezomib	True	50
training	220055	accuracy	0.5	bortezomib	True	50
validation	219901	accuracy	0.55	bortezomib	True	50
holdout	219907	avg_precision	0.3555555555555556	bortezomib	True	50
holdout	219956	avg_precision	0.4222222222222222	bortezomib	True	50
holdout	219973	avg_precision	0.4340909090909091	bortezomib	True	50
holdout	220039	avg_precision	0.4340909090909091	bortezomib	True	50
holdout	220040	avg_precision	0.375	bortezomib	True	50
holdout	220055	avg_precision	0.540625	bortezomib	True	50
inference	MutClones	avg_precision	0.9727095516569201	bortezomib	True	50
inference	WTClones	avg_precision		bortezomib	True	50
test	219907	avg_precision	0.6	bortezomib	True	50
test	219956	avg_precision	0.75	bortezomib	True	50
test	219973	avg_precision	0.30952380952380953	bortezomib	True	50
test	220039	avg_precision	0.6190476190476191	bortezomib	True	50
test	220040	avg_precision	0.4	bortezomib	True	50
test	220055	avg_precision	0.6666666666666666	bortezomib	True	50
training	219907	avg_precision	0.4441176470588235	bortezomib	True	50
training	219956	avg_precision	0.47058823529411764	bortezomib	True	50
training	219973	avg_precision	0.5277777777777778	bortezomib	True	50
training	220039	avg_precision	0.5402183600713012	bortezomib	True	50
training	220040	avg_precision	0.5571428571428572	bortezomib	True	50
training	220055	avg_precision	0.47058823529411764	bortezomib	True	50
validation	219901	avg_precision	0.48911564625850346	bortezomib	True	50
holdout	219907	accuracy	0.45	bortezomib	True	51
holdout	219956	accuracy	0.3	bortezomib	True	51
holdout	219973	accuracy	0.65	bortezomib	True	51
holdout	220039	accuracy	0.8	bortezomib	True	51
holdout	220040	accuracy	0.5	bortezomib	True	51
holdout	220055	accuracy	0.6	bortezomib	True	51
inference	MutClones	accuracy	0.49122807017543857	bortezomib	True	51
inference	WTClones	accuracy	0.5	bortezomib	True	51
test	219907	accuracy	0.2	bortezomib	True	51
test	219956	accuracy	0.6666666666666666	bortezomib	True	51
test	219973	accuracy	0.7142857142857143	bortezomib	True	51
test	220039	accuracy	0.42857142857142855	bortezomib	True	51
test	220040	accuracy	0.4	bortezomib	True	51
test	220055	accuracy	0.5	bortezomib	True	51
training	219907	accuracy	0.37142857142857144	bortezomib	True	51
training	219956	accuracy	0.5	bortezomib	True	51
training	219973	accuracy	0.6060606060606061	bortezomib	True	51
training	220039	accuracy	0.42424242424242425	bortezomib	True	51
training	220040	accuracy	0.34285714285714286	bortezomib	True	51
training	220055	accuracy	0.5588235294117647	bortezomib	True	51
validation	219901	accuracy	0.6	bortezomib	True	51
holdout	219907	avg_precision	0.37142857142857144	bortezomib	True	51
holdout	219956	avg_precision	0.4	bortezomib	True	51
holdout	219973	avg_precision	0.4857142857142857	bortezomib	True	51
holdout	220039	avg_precision	0.6625	bortezomib	True	51
holdout	220040	avg_precision	0.4	bortezomib	True	51
holdout	220055	avg_precision	0.4625	bortezomib	True	51
inference	MutClones	avg_precision	0.954876904194643	bortezomib	True	51
inference	WTClones	avg_precision		bortezomib	True	51
test	219907	avg_precision	0.5111111111111111	bortezomib	True	51
test	219956	avg_precision	0.8333333333333333	bortezomib	True	51
test	219973	avg_precision	0.5	bortezomib	True	51
test	220039	avg_precision	0.4095238095238095	bortezomib	True	51
test	220040	avg_precision	0.3666666666666667	bortezomib	True	51
test	220055	avg_precision	0.6666666666666666	bortezomib	True	51
training	219907	avg_precision	0.43885318833415715	bortezomib	True	51
training	219956	avg_precision	0.4671945701357466	bortezomib	True	51
training	219973	avg_precision	0.6358024691358024	bortezomib	True	51
training	220039	avg_precision	0.48805704099821745	bortezomib	True	51
training	220040	avg_precision	0.4683760683760684	bortezomib	True	51
training	220055	avg_precision	0.5036764705882353	bortezomib	True	51
validation	219901	avg_precision	0.525	bortezomib	True	51
holdout	219907	accuracy	0.5	bortezomib	True	52
holdout	219956	accuracy	0.55	bortezomib	True	52
holdout	219973	accuracy	0.5	bortezomib	True	52
holdout	220039	accuracy	0.5	bortezomib	True	52
holdout	220040	accuracy	0.75	bortezomib	True	52
holdout	220055	accuracy	0.55	bortezomib	True	52
inference	MutClones	accuracy	0.42105263157894735	bortezomib	True	52
inference	WTClones	accuracy	0.6458333333333334	bortezomib	True	52
test	219907	accuracy	0.2	bortezomib	True	52
test	219956	accuracy	0.6666666666666666	bortezomib	True	52
test	219973	accuracy	0.5714285714285714	bortezomib	True	52
test	220039	accuracy	0.5714285714285714	bortezomib	True	52
test	220040	accuracy	0.6	bortezomib	True	52
test	220055	accuracy	0.3333333333333333	bortezomib	True	52
training	219907	accuracy	0.5428571428571428	bortezomib	True	52
training	219956	accuracy	0.5588235294117647	bortezomib	True	52
training	219973	accuracy	0.42424242424242425	bortezomib	True	52
training	220039	accuracy	0.5454545454545454	bortezomib	True	52
training	220040	accuracy	0.5714285714285714	bortezomib	True	52
training	220055	accuracy	0.4411764705882353	bortezomib	True	52
validation	219901	accuracy	0.6333333333333333	bortezomib	True	52
holdout	219907	avg_precision	0.390625	bortezomib	True	52
holdout	219956	avg_precision	0.4	bortezomib	True	52
holdout	219973	avg_precision	0.4	bortezomib	True	52
holdout	220039	avg_precision	0.4104166666666667	bortezomib	True	52
holdout	220040	avg_precision	0.6	bortezomib	True	52
holdout	220055	avg_precision	0.4107142857142857	bortezomib	True	52
inference	MutClones	avg_precision	0.9510975506398847	bortezomib	True	52
inference	WTClones	avg_precision		bortezomib	True	52
test	219907	avg_precision	0.6	bortezomib	True	52
test	219956	avg_precision	0.7291666666666666	bortezomib	True	52
test	219973	avg_precision	0.30952380952380953	bortezomib	True	52
test	220039	avg_precision	0.47619047619047616	bortezomib	True	52
test	220040	avg_precision	0.45	bortezomib	True	52
test	220055	avg_precision	0.625	bortezomib	True	52
training	219907	avg_precision	0.5088482451804252	bortezomib	True	52
training	219956	avg_precision	0.5002828054298643	bortezomib	True	52
training	219973	avg_precision	0.5174825174825175	bortezomib	True	52
training	220039	avg_precision	0.5416348357524827	bortezomib	True	52
training	220040	avg_precision	0.5592185592185592	bortezomib	True	52
training	220055	avg_precision	0.44411764705882356	bortezomib	True	52
validation	219901	avg_precision	0.5523809523809524	bortezomib	True	52
holdout	219907	accuracy	0.55	bortezomib	True	53
holdout	219956	accuracy	0.4	bortezomib	True	53
holdout	219973	accuracy	0.6	bortezomib	True	53
holdout	220039	accuracy	0.5	bortezomib	True	53
holdout	220040	accuracy	0.4	bortezomib	True	53
holdout	220055	accuracy	0.45	bortezomib	True	53
inference	MutClones	accuracy	0.43859649122807015	bortezomib	True	53
inference	WTClones	accuracy	0.5208333333333334	bortezomib	True	53
test	219907	accuracy	0.4	bortezomib	True	53
test	219956	accuracy	0.5	bortezomib	True	53
test	219973	accuracy	0.42857142857142855	bortezomib	True	53
test	220039	accuracy	0.7142857142857143	bortezomib	True	53
test	220040	accuracy	0.6	bortezomib	True	53
test	220055	accuracy	0.6666666666666666	bortezomib	True	53
training	219907	accuracy	0.5714285714285714	bortezomib	True	53
training	219956	accuracy	0.6176470588235294	bortezomib	True	53
training	219973	accuracy	0.48484848484848486	bortezomib	True	53
training	220039	accuracy	0.5151515151515151	bortezomib	True	53
training	220040	accuracy	0.5428571428571428	bortezomib	True	53
training	220055	accuracy	0.47058823529411764	bortezomib	True	53
validation	219901	accuracy	0.6333333333333333	bortezomib	True	53
holdout	219907	avg_precision	0.4222222222222222	bortezomib	True	53
holdout	219956	avg_precision	0.37083333333333335	bortezomib	True	53
holdout	219973	avg_precision	0.42500000000000004	bortezomib	True	53
holdout	220039	avg_precision	0.390625	bortezomib	True	53
holdout	220040	avg_precision	0.36250000000000004	bortezomib	True	53
holdout	220055	avg_precision	0.37142857142857144	bortezomib	True	53
inference	MutClones	avg_precision	0.9520386614684859	bortezomib	True	53
inference	WTClones	avg_precision		bortezomib	True	53
test	219907	avg_precision	0.5666666666666667	bortezomib	True	53
test	219956	avg_precision	0.6666666666666666	bortezomib	True	53
test	219973	avg_precision	0.26785714285714285	bortezomib	True	53
test	220039	avg_precision	0.6	bortezomib	True	53
test	220040	avg_precision	0.45	bortezomib	True	53
test	220055	avg_precision	0.8333333333333333	bortezomib	True	53
training	219907	avg_precision	0.526797385620915	bortezomib	True	53
training	219956	avg_precision	0.5429864253393666	bortezomib	True	53
training	219973	avg_precision	0.5454545454545454	bortezomib	True	53
training	220039	avg_precision	0.5217187353410263	bortezomib	True	53
training	220040	avg_precision	0.5396825396825397	bortezomib	True	53
training	220055	avg_precision	0.4529411764705882	bortezomib	True	53
validation	219901	avg_precision	0.5523809523809524	bortezomib	True	53
holdout	219907	accuracy	0.55	bortezomib	True	54
holdout	219956	accuracy	0.55	bortezomib	True	54
holdout	219973	accuracy	0.55	bortezomib	True	54
holdout	220039	accuracy	0.6	bortezomib	True	54
holdout	220040	accuracy	0.45	bortezomib	True	54
holdout	220055	accuracy	0.55	bortezomib	True	54
inference	MutClones	accuracy	0.45614035087719296	bortezomib	True	54
inference	WTClones	accuracy	0.5	bortezomib	True	54
test	219907	accuracy	0.6	bortezomib	True	54
test	219956	accuracy	0.5	bortezomib	True	54
test	219973	accuracy	0.42857142857142855	bortezomib	True	54
test	220039	accuracy	0.5714285714285714	bortezomib	True	54
test	220040	accuracy	0.2	bortezomib	True	54
test	220055	accuracy	0.6666666666666666	bortezomib	True	54
training	219907	accuracy	0.42857142857142855	bortezomib	True	54
training	219956	accuracy	0.47058823529411764	bortezomib	True	54
training	219973	accuracy	0.6666666666666666	bortezomib	True	54
training	220039	accuracy	0.5151515151515151	bortezomib	True	54
training	220040	accuracy	0.5428571428571428	bortezomib	True	54
training	220055	accuracy	0.4117647058823529	bortezomib	True	54
validation	219901	accuracy	0.4166666666666667	bortezomib	True	54
holdout	219907	avg_precision	0.4	bortezomib	True	54
holdout	219956	avg_precision	0.4	bortezomib	True	54
holdout	219973	avg_precision	0.4107142857142857	bortezomib	True	54
holdout	220039	avg_precision	0.45	bortezomib	True	54
holdout	220040	avg_precision	0.37142857142857144	bortezomib	True	54
holdout	220055	avg_precision	0.4107142857142857	bortezomib	True	54
inference	MutClones	avg_precision	0.9697855750487329	bortezomib	True	54
inference	WTClones	avg_precision		bortezomib	True	54
test	219907	avg_precision	0.7333333333333334	bortezomib	True	54
test	219956	avg_precision	0.6666666666666666	bortezomib	True	54
test	219973	avg_precision	0.26785714285714285	bortezomib	True	54
test	220039	avg_precision	0.45238095238095244	bortezomib	True	54
test	220040	avg_precision	0.4	bortezomib	True	54
test	220055	avg_precision	0.7291666666666666	bortezomib	True	54
training	219907	avg_precision	0.4554621848739495	bortezomib	True	54
training	219956	avg_precision	0.45483193277310924	bortezomib	True	54
training	219973	avg_precision	0.6524064171122994	bortezomib	True	54
training	220039	avg_precision	0.5247497600438777	bortezomib	True	54
training	220040	avg_precision	0.5411375661375661	bortezomib	True	54
training	220055	avg_precision	0.43529411764705883	bortezomib	True	54
validation	219901	avg_precision	0.43234811165845655	bortezomib	True	54
holdout	219907	accuracy	0.5	bortezomib	True	55
holdout	219956	accuracy	0.55	bortezomib	True	55
holdout	219973	accuracy	0.45	bortezomib	True	55
holdout	220039	accuracy	0.7	bortezomib	True	55
holdout	220040	accuracy	0.25	bortezomib	True	55
holdout	220055	accuracy	0.6	bortezomib	True	55
inference	MutClones	accuracy	0.3333333333333333	bortezomib	True	55
inference	WTClones	accuracy	0.5208333333333334	bortezomib	True	55
test	219907	accuracy	0.0	bortezomib	True	55
test	219956	accuracy	0.16666666666666666	bortezomib	True	55
test	219973	accuracy	0.2857142857142857	bortezomib	True	55
test	220039	accuracy	0.5714285714285714	bortezomib	True	55
test	220040	accuracy	0.8	bortezomib	True	55
test	220055	accuracy	0.6666666666666666	bortezomib	True	55
training	219907	accuracy	0.5428571428571428	bortezomib	True	55
training	219956	accuracy	0.5	bortezomib	True	55
training	219973	accuracy	0.5151515151515151	bortezomib	True	55
training	220039	accuracy	0.42424242424242425	bortezomib	True	55
training	220040	accuracy	0.5428571428571428	bortezomib	True	55
training	220055	accuracy	0.47058823529411764	bortezomib	True	55
validation	219901	accuracy	0.5166666666666667	bortezomib	True	55
holdout	219907	avg_precision	0.390625	bortezomib	True	55
holdout	219956	avg_precision	0.3916666666666667	bortezomib	True	55
holdout	219973	avg_precision	0.37142857142857144	bortezomib	True	55
holdout	220039	avg_precision	0.540625	bortezomib	True	55
holdout	220040	avg_precision	0.3454545454545455	bortezomib	True	55
holdout	220055	avg_precision	0.4625	bortezomib	True	55
inference	MutClones	avg_precision	0.9315789473684211	bortezomib	True	55
inference	WTClones	avg_precision		bortezomib	True	55
test	219907	avg_precision	0.6	bortezomib	True	55
test	219956	avg_precision	0.6666666666666666	bortezomib	True	55
test	219973	avg_precision	0.2857142857142857	bortezomib	True	55
test	220039	avg_precision	0.47619047619047616	bortezomib	True	55
test	220040	avg_precision	0.7	bortezomib	True	55
test	220055	avg_precision	0.7291666666666666	bortezomib	True	55
training	219907	avg_precision	0.5088482451804252	bortezomib	True	55
training	219956	avg_precision	0.47058823529411764	bortezomib	True	55
training	219973	avg_precision	0.567550505050505	bortezomib	True	55
training	220039	avg_precision	0.48618538324420674	bortezomib	True	55
training	220040	avg_precision	0.5383928571428571	bortezomib	True	55
training	220055	avg_precision	0.45751633986928103	bortezomib	True	55
validation	219901	avg_precision	0.4747126436781609	bortezomib	True	55
holdout	219907	accuracy	0.5	bortezomib	True	56
holdout	219956	accuracy	0.4	bortezomib	True	56
holdout	219973	accuracy	0.6	bortezomib	True	56
holdout	220039	accuracy	0.65	bortezomib	True	56
holdout	220040	accuracy	0.35	bortezomib	True	56
holdout	220055	accuracy	0.5	bortezomib	True	56
inference	MutClones	accuracy	0.42105263157894735	bortezomib	True	56
inference	WTClones	accuracy	0.5416666666666666	bortezomib	True	56
test	219907	accuracy	0.6	bortezomib	True	56
test	219956	accuracy	0.6666666666666666	bortezomib	True	56
test	219973	accuracy	0.5714285714285714	bortezomib	True	56
test	220039	accuracy	0.5714285714285714	bortezomib	True	56
test	220040	accuracy	0.2	bortezomib	True	56
test	220055	accuracy	0.5	bortezomib	True	56
training	219907	accuracy	0.6857142857142857	bortezomib	True	56
training	219956	accuracy	0.38235294117647056	bortezomib	True	56
training	219973	accuracy	0.5151515151515151	bortezomib	True	56
training	220039	accuracy	0.42424242424242425	bortezomib	True	56
training	220040	accuracy	0.4	bortezomib	True	56
training	220055	accuracy	0.5294117647058824	bortezomib	True	56
validation	219901	accuracy	0.4	bortezomib	True	56
holdout	219907	avg_precision	0.4	bortezomib	True	56
holdout	219956	avg_precision	0.36250000000000004	bortezomib	True	56
holdout	219973	avg_precision	0.475	bortezomib	True	56
holdout	220039	avg_precision	0.509090909090909	bortezomib	True	56
holdout	220040	avg_precision	0.3555555555555556	bortezomib	True	56
holdout	220055	avg_precision	0.390625	bortezomib	True	56
inference	MutClones	avg_precision	0.9678362573099415	bortezomib	True	56
inference	WTClones	avg_precision		bortezomib	True	56
test	219907	avg_precision	0.7333333333333334	bortezomib	True	56
test	219956	avg_precision	0.8333333333333333	bortezomib	True	56
test	219973	avg_precision	0.30952380952380953	bortezomib	True	56
test	220039	avg_precision	0.47619047619047616	bortezomib	True	56
test	220040	avg_precision	0.325	bortezomib	True	56
test	220055	avg_precision	0.75	bortezomib	True	56
training	219907	avg_precision	0.6201680672268908	bortezomib	True	56
training	219956	avg_precision	0.42986425339366513	bortezomib	True	56
training	219973	avg_precision	0.567550505050505	bortezomib	True	56
training	220039	avg_precision	0.4831773618538324	bortezomib	True	56
training	220040	avg_precision	0.47826617826617823	bortezomib	True	56
training	220055	avg_precision	0.4834558823529412	bortezomib	True	56
validation	219901	avg_precision	0.4275510204081633	bortezomib	True	56
holdout	219907	accuracy	0.5	bortezomib	True	57
holdout	219956	accuracy	0.55	bortezomib	True	57
holdout	219973	accuracy	0.4	bortezomib	True	57
holdout	220039	accuracy	0.6	bortezomib	True	57
holdout	220040	accuracy	0.55	bortezomib	True	57
holdout	220055	accuracy	0.5	bortezomib	True	57
inference	MutClones	accuracy	0.49122807017543857	bortezomib	True	57
inference	WTClones	accuracy	0.6458333333333334	bortezomib	True	57
test	219907	accuracy	0.4	bortezomib	True	57
test	219956	accuracy	0.6666666666666666	bortezomib	True	57
test	219973	accuracy	0.42857142857142855	bortezomib	True	57
test	220039	accuracy	0.7142857142857143	bortezomib	True	57
test	220040	accuracy	0.6	bortezomib	True	57
test	220055	accuracy	0.3333333333333333	bortezomib	True	57
training	219907	accuracy	0.5714285714285714	bortezomib	True	57
training	219956	accuracy	0.5	bortezomib	True	57
training	219973	accuracy	0.5151515151515151	bortezomib	True	57
training	220039	accuracy	0.48484848484848486	bortezomib	True	57
training	220040	accuracy	0.45714285714285713	bortezomib	True	57
training	220055	accuracy	0.5294117647058824	bortezomib	True	57
validation	219901	accuracy	0.48333333333333334	bortezomib	True	57
holdout	219907	avg_precision	0.4	bortezomib	True	57
holdout	219956	avg_precision	0.4107142857142857	bortezomib	True	57
holdout	219973	avg_precision	0.3625	bortezomib	True	57
holdout	220039	avg_precision	0.4625	bortezomib	True	57
holdout	220040	avg_precision	0.4107142857142857	bortezomib	True	57
holdout	220055	avg_precision	0.390625	bortezomib	True	57
inference	MutClones	avg_precision	0.954876904194643	bortezomib	True	57
inference	WTClones	avg_precision		bortezomib	True	57
test	219907	avg_precision	0.5666666666666667	bortezomib	True	57
test	219956	avg_precision	0.8333333333333333	bortezomib	True	57
test	219973	avg_precision	0.26785714285714285	bortezomib	True	57
test	220039	avg_precision	0.6190476190476191	bortezomib	True	57
test	220040	avg_precision	0.45	bortezomib	True	57
test	220055	avg_precision	0.5833333333333333	bortezomib	True	57
training	219907	avg_precision	0.5260504201680671	bortezomib	True	57
training	219956	avg_precision	0.47058823529411764	bortezomib	True	57
training	219973	avg_precision	0.5601851851851851	bortezomib	True	57
training	220039	avg_precision	0.5089126559714795	bortezomib	True	57
training	220040	avg_precision	0.4948646125116713	bortezomib	True	57
training	220055	avg_precision	0.4852941176470588	bortezomib	True	57
validation	219901	avg_precision	0.4544217687074831	bortezomib	True	57
holdout	219907	accuracy	0.4	bortezomib	True	58
holdout	219956	accuracy	0.55	bortezomib	True	58
holdout	219973	accuracy	0.5	bortezomib	True	58
holdout	220039	accuracy	0.7	bortezomib	True	58
holdout	220040	accuracy	0.45	bortezomib	True	58
holdout	220055	accuracy	0.6	bortezomib	True	58
inference	MutClones	accuracy	0.45614035087719296	bortezomib	True	58
inference	WTClones	accuracy	0.6041666666666666	bortezomib	True	58
test	219907	accuracy	0.6	bortezomib	True	58
test	219956	accuracy	0.8333333333333334	bortezomib	True	58
test	219973	accuracy	0.14285714285714285	bortezomib	True	58
test	220039	accuracy	0.5714285714285714	bortezomib	True	58
test	220040	accuracy	0.6	bortezomib	True	58
test	220055	accuracy	0.8333333333333334	bortezomib	True	58
training	219907	accuracy	0.6	bortezomib	True	58
training	219956	accuracy	0.4117647058823529	bortezomib	True	58
training	219973	accuracy	0.6666666666666666	bortezomib	True	58
training	220039	accuracy	0.6363636363636364	bortezomib	True	58
training	220040	accuracy	0.6	bortezomib	True	58
training	220055	accuracy	0.4411764705882353	bortezomib	True	58
validation	219901	accuracy	0.48333333333333334	bortezomib	True	58
holdout	219907	avg_precision	0.3666666666666667	bortezomib	True	58
holdout	219956	avg_precision	0.4461538461538461	bortezomib	True	58
holdout	219973	avg_precision	0.390625	bortezomib	True	58
holdout	220039	avg_precision	0.5499999999999999	bortezomib	True	58
holdout	220040	avg_precision	0.37142857142857144	bortezomib	True	58
holdout	220055	avg_precision	0.4375	bortezomib	True	58
inference	MutClones	avg_precision	0.9529824561403508	bortezomib	True	58
inference	WTClones	avg_precision		bortezomib	True	58
test	219907	avg_precision	0.6444444444444444	bortezomib	True	58
test	219956	avg_precision	0.9166666666666666	bortezomib	True	58
test	219973	avg_precision	0.2857142857142857	bortezomib	True	58
test	220039	avg_precision	0.47619047619047616	bortezomib	True	58
test	220040	avg_precision	0.4	bortezomib	True	58
test	220055	avg_precision	0.9166666666666666	bortezomib	True	58
training	219907	avg_precision	0.5460207612456748	bortezomib	True	58
training	219956	avg_precision	0.43474264705882354	bortezomib	True	58
training	219973	avg_precision	0.6524064171122994	bortezomib	True	58
training	220039	avg_precision	0.6042780748663101	bortezomib	True	58
training	220040	avg_precision	0.5865079365079364	bortezomib	True	58
training	220055	avg_precision	0.44485294117647056	bortezomib	True	58
validation	219901	avg_precision	0.4544217687074831	bortezomib	True	58
holdout	219907	accuracy	0.55	bortezomib	True	59
holdout	219956	accuracy	0.45	bortezomib	True	59
holdout	219973	accuracy	0.6	bortezomib	True	59
holdout	220039	accuracy	0.7	bortezomib	True	59
holdout	220040	accuracy	0.45	bortezomib	True	59
holdout	220055	accuracy	0.65	bortezomib	True	59
inference	MutClones	accuracy	0.49122807017543857	bortezomib	True	59
inference	WTClones	accuracy	0.5	bortezomib	True	59
test	219907	accuracy	0.4	bortezomib	True	59
test	219956	accuracy	0.5	bortezomib	True	59
test	219973	accuracy	0.42857142857142855	bortezomib	True	59
test	220039	accuracy	0.2857142857142857	bortezomib	True	59
test	220040	accuracy	0.8	bortezomib	True	59
test	220055	accuracy	0.6666666666666666	bortezomib	True	59
training	219907	accuracy	0.4857142857142857	bortezomib	True	59
training	219956	accuracy	0.6470588235294118	bortezomib	True	59
training	219973	accuracy	0.42424242424242425	bortezomib	True	59
training	220039	accuracy	0.36363636363636365	bortezomib	True	59
training	220040	accuracy	0.42857142857142855	bortezomib	True	59
training	220055	accuracy	0.5882352941176471	bortezomib	True	59
