fpr,tpr,threshold,model_split,shuffled
0.355555556,0.244444444,0.13160254,ixazomib,TRUE
0.355555556,0.255555556,0.130914749,ixazomib,TRUE
0.366666667,0.255555556,0.125903297,ixazomib,TRUE
0.377777778,0.255555556,0.123846113,ixazomib,TRUE
0.388888889,0.255555556,0.117274038,ixazomib,TRUE
0.388888889,0.266666667,0.115602272,ixazomib,TRUE
0.388888889,0.277777778,0.11436704,ixazomib,TRUE
0.4,0.277777778,0.112670933,ixazomib,TRUE
0.411111111,0.277777778,0.101739344,ixazomib,TRUE
0.411111111,0.288888889,0.101143036,ixazomib,TRUE
0.411111111,0.3,0.100441766,ixazomib,TRUE
0.422222222,0.3,0.099931802,ixazomib,TRUE
0.422222222,0.311111111,0.096625746,ixazomib,TRUE
0.433333333,0.311111111,0.092934263,ixazomib,TRUE
0.433333333,0.322222222,0.088304612,ixazomib,TRUE
0.444444444,0.322222222,0.08812283,ixazomib,TRUE
0.455555556,0.322222222,0.085168021,ixazomib,TRUE
0.455555556,0.333333333,0.084306542,ixazomib,TRUE
0.466666667,0.333333333,0.079750948,ixazomib,TRUE
0.477777778,0.333333333,0.074900808,ixazomib,TRUE
0.488888889,0.333333333,0.074711928,ixazomib,TRUE
0.5,0.333333333,0.068918669,ixazomib,TRUE
0.5,0.344444444,0.063601434,ixazomib,TRUE
0.511111111,0.344444444,0.057560438,ixazomib,TRUE
0.511111111,0.355555556,0.05394839,ixazomib,TRUE
0.511111111,0.366666667,0.046475211,ixazomib,TRUE
0.522222222,0.366666667,0.035949903,ixazomib,TRUE
0.522222222,0.377777778,0.035683109,ixazomib,TRUE
0.522222222,0.388888889,0.034144059,ixazomib,TRUE
0.522222222,0.4,0.032394204,ixazomib,TRUE
0.522222222,0.411111111,0.027231165,ixazomib,TRUE
0.522222222,0.422222222,0.025907693,ixazomib,TRUE
0.533333333,0.422222222,0.025054292,ixazomib,TRUE
0.533333333,0.433333333,0.024426872,ixazomib,TRUE
0.533333333,0.444444444,0.02403769,ixazomib,TRUE
0.544444444,0.444444444,0.020168457,ixazomib,TRUE
0.544444444,0.455555556,0.020147887,ixazomib,TRUE
0.544444444,0.466666667,0.019388999,ixazomib,TRUE
0.544444444,0.477777778,0.013116628,ixazomib,TRUE
0.544444444,0.488888889,0.010666925,ixazomib,TRUE
0.555555556,0.488888889,0.008952205,ixazomib,TRUE
0.555555556,0.5,0.00826352,ixazomib,TRUE
0.566666667,0.5,0.007469595,ixazomib,TRUE
0.566666667,0.511111111,0.005215796,ixazomib,TRUE
0.577777778,0.511111111,-0.006478865,ixazomib,TRUE
0.588888889,0.511111111,-0.007852297,ixazomib,TRUE
0.588888889,0.522222222,-0.008351843,ixazomib,TRUE
0.588888889,0.533333333,-0.017186957,ixazomib,TRUE
0.6,0.533333333,-0.01731861,ixazomib,TRUE
0.611111111,0.533333333,-0.047954929,ixazomib,TRUE
0.622222222,0.533333333,-0.050172355,ixazomib,TRUE
0.622222222,0.544444444,-0.053358363,ixazomib,TRUE
0.633333333,0.544444444,-0.054544965,ixazomib,TRUE
0.633333333,0.555555556,-0.055651093,ixazomib,TRUE
0.633333333,0.566666667,-0.056488039,ixazomib,TRUE
0.633333333,0.577777778,-0.058797919,ixazomib,TRUE
0.644444444,0.577777778,-0.066396011,ixazomib,TRUE
0.644444444,0.588888889,-0.066938411,ixazomib,TRUE
0.644444444,0.6,-0.070053972,ixazomib,TRUE
0.644444444,0.611111111,-0.073067907,ixazomib,TRUE
0.644444444,0.622222222,-0.079059554,ixazomib,TRUE
0.655555556,0.622222222,-0.07907519,ixazomib,TRUE
0.666666667,0.622222222,-0.084572157,ixazomib,TRUE
0.677777778,0.622222222,-0.089658545,ixazomib,TRUE
0.688888889,0.622222222,-0.094307137,ixazomib,TRUE
0.688888889,0.633333333,-0.100415795,ixazomib,TRUE
0.688888889,0.644444444,-0.107165672,ixazomib,TRUE
0.7,0.644444444,-0.11216698,ixazomib,TRUE
0.7,0.655555556,-0.12503585,ixazomib,TRUE
0.711111111,0.655555556,-0.130771407,ixazomib,TRUE
0.722222222,0.655555556,-0.131585106,ixazomib,TRUE
0.733333333,0.655555556,-0.132569768,ixazomib,TRUE
0.744444444,0.655555556,-0.137274089,ixazomib,TRUE
0.755555556,0.655555556,-0.142550284,ixazomib,TRUE
0.755555556,0.666666667,-0.144139471,ixazomib,TRUE
0.766666667,0.666666667,-0.148899657,ixazomib,TRUE
0.766666667,0.677777778,-0.149134811,ixazomib,TRUE
0.766666667,0.688888889,-0.164645081,ixazomib,TRUE
0.766666667,0.7,-0.165030124,ixazomib,TRUE
0.777777778,0.7,-0.166868854,ixazomib,TRUE
0.777777778,0.711111111,-0.167759571,ixazomib,TRUE
0.777777778,0.722222222,-0.170453141,ixazomib,TRUE
0.777777778,0.733333333,-0.179365708,ixazomib,TRUE
0.777777778,0.744444444,-0.188931223,ixazomib,TRUE
0.788888889,0.744444444,-0.18908991,ixazomib,TRUE
0.788888889,0.755555556,-0.1946158,ixazomib,TRUE
0.8,0.755555556,-0.206333603,ixazomib,TRUE
0.8,0.766666667,-0.209168685,ixazomib,TRUE
0.8,0.777777778,-0.21526593,ixazomib,TRUE
0.811111111,0.777777778,-0.229611934,ixazomib,TRUE
0.822222222,0.777777778,-0.232083225,ixazomib,TRUE
0.822222222,0.788888889,-0.240389762,ixazomib,TRUE
0.822222222,0.8,-0.246315177,ixazomib,TRUE
0.822222222,0.811111111,-0.24977608,ixazomib,TRUE
0.822222222,0.822222222,-0.2500438,ixazomib,TRUE
0.822222222,0.833333333,-0.250048351,ixazomib,TRUE
0.833333333,0.833333333,-0.252813193,ixazomib,TRUE
0.844444444,0.833333333,-0.269081417,ixazomib,TRUE
0.855555556,0.833333333,-0.270275042,ixazomib,TRUE
0.866666667,0.833333333,-0.286667208,ixazomib,TRUE
0.866666667,0.844444444,-0.293876722,ixazomib,TRUE
0.877777778,0.844444444,-0.303555728,ixazomib,TRUE
0.888888889,0.844444444,-0.303886161,ixazomib,TRUE
0.888888889,0.855555556,-0.304457224,ixazomib,TRUE
0.888888889,0.866666667,-0.309289495,ixazomib,TRUE
0.9,0.866666667,-0.319794645,ixazomib,TRUE
0.911111111,0.866666667,-0.321755421,ixazomib,TRUE
0.911111111,0.877777778,-0.324308472,ixazomib,TRUE
0.911111111,0.888888889,-0.342407708,ixazomib,TRUE
0.911111111,0.9,-0.345953415,ixazomib,TRUE
0.911111111,0.911111111,-0.35675801,ixazomib,TRUE
0.911111111,0.922222222,-0.36428323,ixazomib,TRUE
0.911111111,0.933333333,-0.371855351,ixazomib,TRUE
0.911111111,0.944444444,-0.386503216,ixazomib,TRUE
0.922222222,0.944444444,-0.400244015,ixazomib,TRUE
0.922222222,0.955555556,-0.41987078,ixazomib,TRUE
0.922222222,0.966666667,-0.420021029,ixazomib,TRUE
0.933333333,0.966666667,-0.435583493,ixazomib,TRUE
0.944444444,0.966666667,-0.448170469,ixazomib,TRUE
0.955555556,0.966666667,-0.450455089,ixazomib,TRUE
0.955555556,0.977777778,-0.454921172,ixazomib,TRUE
0.966666667,0.977777778,-0.456496177,ixazomib,TRUE
0.977777778,0.977777778,-0.481613353,ixazomib,TRUE
0.977777778,0.988888889,-0.513684946,ixazomib,TRUE
0.988888889,0.988888889,-0.517954156,ixazomib,TRUE
1,0.988888889,-0.52048796,ixazomib,TRUE
1,1,-0.538709576,ixazomib,TRUE
0,0,1.515219407,ixazomib,FALSE
0,0.011111111,0.515219407,ixazomib,FALSE
0,0.022222222,0.4893855,ixazomib,FALSE
0,0.033333333,0.464371657,ixazomib,FALSE
0,0.044444444,0.462710853,ixazomib,FALSE
0,0.055555556,0.414641509,ixazomib,FALSE
0,0.066666667,0.393564921,ixazomib,FALSE
0,0.077777778,0.38927469,ixazomib,FALSE
0,0.088888889,0.386149596,ixazomib,FALSE
0,0.1,0.384626098,ixazomib,FALSE
0,0.111111111,0.370357281,ixazomib,FALSE
0,0.122222222,0.366097252,ixazomib,FALSE
0.011111111,0.122222222,0.362135464,ixazomib,FALSE
0.022222222,0.122222222,0.360709103,ixazomib,FALSE
0.033333333,0.122222222,0.353167267,ixazomib,FALSE
0.044444444,0.122222222,0.350281023,ixazomib,FALSE
0.055555556,0.122222222,0.347474313,ixazomib,FALSE
0.055555556,0.133333333,0.346828381,ixazomib,FALSE
0.066666667,0.133333333,0.346522865,ixazomib,FALSE
0.066666667,0.144444444,0.34304722,ixazomib,FALSE
0.066666667,0.155555556,0.335254495,ixazomib,FALSE
0.066666667,0.166666667,0.328603353,ixazomib,FALSE
0.066666667,0.177777778,0.320685263,ixazomib,FALSE
0.066666667,0.188888889,0.31558711,ixazomib,FALSE
0.066666667,0.2,0.313432604,ixazomib,FALSE
0.077777778,0.2,0.312936754,ixazomib,FALSE
0.077777778,0.211111111,0.304107736,ixazomib,FALSE
0.077777778,0.222222222,0.291629042,ixazomib,FALSE
0.088888889,0.222222222,0.289437963,ixazomib,FALSE
0.1,0.222222222,0.281484922,ixazomib,FALSE
0.111111111,0.222222222,0.276159769,ixazomib,FALSE
0.111111111,0.233333333,0.267419542,ixazomib,FALSE
0.111111111,0.244444444,0.264831363,ixazomib,FALSE
0.122222222,0.244444444,0.264290502,ixazomib,FALSE
0.122222222,0.255555556,0.254419287,ixazomib,FALSE
0.122222222,0.266666667,0.250662024,ixazomib,FALSE
0.122222222,0.277777778,0.238186558,ixazomib,FALSE
0.122222222,0.288888889,0.237944106,ixazomib,FALSE
0.122222222,0.3,0.224640308,ixazomib,FALSE
0.133333333,0.3,0.211201713,ixazomib,FALSE
0.133333333,0.311111111,0.202910245,ixazomib,FALSE
0.133333333,0.322222222,0.189961763,ixazomib,FALSE
0.133333333,0.333333333,0.175814783,ixazomib,FALSE
0.133333333,0.344444444,0.160961408,ixazomib,FALSE
0.133333333,0.355555556,0.16066846,ixazomib,FALSE
0.144444444,0.355555556,0.158113826,ixazomib,FALSE
0.144444444,0.366666667,0.155650645,ixazomib,FALSE
0.144444444,0.377777778,0.154704941,ixazomib,FALSE
0.144444444,0.388888889,0.154394567,ixazomib,FALSE
0.144444444,0.4,0.148655148,ixazomib,FALSE
0.155555556,0.4,0.145463303,ixazomib,FALSE
0.166666667,0.4,0.145301548,ixazomib,FALSE
0.177777778,0.4,0.14177065,ixazomib,FALSE
0.177777778,0.411111111,0.133163331,ixazomib,FALSE
0.188888889,0.411111111,0.13160254,ixazomib,FALSE
0.2,0.411111111,0.130914749,ixazomib,FALSE
0.211111111,0.411111111,0.125903297,ixazomib,FALSE
0.211111111,0.422222222,0.123846113,ixazomib,FALSE
0.211111111,0.433333333,0.117274038,ixazomib,FALSE
0.222222222,0.433333333,0.115602272,ixazomib,FALSE
0.222222222,0.444444444,0.11436704,ixazomib,FALSE
0.233333333,0.444444444,0.112670933,ixazomib,FALSE
0.244444444,0.444444444,0.101739344,ixazomib,FALSE
0.244444444,0.455555556,0.101143036,ixazomib,FALSE
0.244444444,0.466666667,0.100441766,ixazomib,FALSE
0.244444444,0.477777778,0.099931802,ixazomib,FALSE
0.244444444,0.488888889,0.096625746,ixazomib,FALSE
0.255555556,0.488888889,0.092934263,ixazomib,FALSE
0.255555556,0.5,0.088304612,ixazomib,FALSE
0.255555556,0.511111111,0.08812283,ixazomib,FALSE
0.255555556,0.522222222,0.085168021,ixazomib,FALSE
0.266666667,0.522222222,0.084306542,ixazomib,FALSE
0.266666667,0.533333333,0.079750948,ixazomib,FALSE
0.277777778,0.533333333,0.074900808,ixazomib,FALSE
0.288888889,0.533333333,0.074711928,ixazomib,FALSE
0.288888889,0.544444444,0.068918669,ixazomib,FALSE
0.3,0.544444444,0.063601434,ixazomib,FALSE
0.3,0.555555556,0.057560438,ixazomib,FALSE
0.3,0.566666667,0.05394839,ixazomib,FALSE
0.311111111,0.566666667,0.046475211,ixazomib,FALSE
0.311111111,0.577777778,0.035949903,ixazomib,FALSE
0.311111111,0.588888889,0.035683109,ixazomib,FALSE
0.311111111,0.6,0.034144059,ixazomib,FALSE
0.322222222,0.6,0.032394204,ixazomib,FALSE
0.333333333,0.6,0.027231165,ixazomib,FALSE
0.333333333,0.611111111,0.025907693,ixazomib,FALSE
0.333333333,0.622222222,0.025054292,ixazomib,FALSE
0.333333333,0.633333333,0.024426872,ixazomib,FALSE
0.333333333,0.644444444,0.02403769,ixazomib,FALSE
0.344444444,0.644444444,0.020168457,ixazomib,FALSE
0.355555556,0.644444444,0.020147887,ixazomib,FALSE
0.366666667,0.644444444,0.019388999,ixazomib,FALSE
0.377777778,0.644444444,0.013116628,ixazomib,FALSE
0.388888889,0.644444444,0.010666925,ixazomib,FALSE
0.388888889,0.655555556,0.008952205,ixazomib,FALSE
0.388888889,0.666666667,0.00826352,ixazomib,FALSE
0.4,0.666666667,0.007469595,ixazomib,FALSE
0.411111111,0.666666667,0.005215796,ixazomib,FALSE
0.422222222,0.666666667,-0.006478865,ixazomib,FALSE
0.422222222,0.677777778,-0.007852297,ixazomib,FALSE
0.433333333,0.677777778,-0.008351843,ixazomib,FALSE
0.444444444,0.677777778,-0.017186957,ixazomib,FALSE
0.455555556,0.677777778,-0.01731861,ixazomib,FALSE
0.466666667,0.677777778,-0.047954929,ixazomib,FALSE
0.466666667,0.688888889,-0.050172355,ixazomib,FALSE
0.466666667,0.7,-0.053358363,ixazomib,FALSE
0.477777778,0.7,-0.054544965,ixazomib,FALSE
0.477777778,0.711111111,-0.055651093,ixazomib,FALSE
0.488888889,0.711111111,-0.056488039,ixazomib,FALSE
0.5,0.711111111,-0.058797919,ixazomib,FALSE
0.511111111,0.711111111,-0.066396011,ixazomib,FALSE
0.522222222,0.711111111,-0.066938411,ixazomib,FALSE
0.522222222,0.722222222,-0.070053972,ixazomib,FALSE
0.522222222,0.733333333,-0.073067907,ixazomib,FALSE
0.533333333,0.733333333,-0.079059554,ixazomib,FALSE
0.533333333,0.744444444,-0.07907519,ixazomib,FALSE
0.544444444,0.744444444,-0.084572157,ixazomib,FALSE
0.555555556,0.744444444,-0.089658545,ixazomib,FALSE
0.566666667,0.744444444,-0.094307137,ixazomib,FALSE
0.577777778,0.744444444,-0.100415795,ixazomib,FALSE
0.588888889,0.744444444,-0.107165672,ixazomib,FALSE
0.588888889,0.755555556,-0.11216698,ixazomib,FALSE
0.6,0.755555556,-0.12503585,ixazomib,FALSE
0.6,0.766666667,-0.130771407,ixazomib,FALSE
0.611111111,0.766666667,-0.131585106,ixazomib,FALSE
0.622222222,0.766666667,-0.132569768,ixazomib,FALSE
0.633333333,0.766666667,-0.137274089,ixazomib,FALSE
0.644444444,0.766666667,-0.142550284,ixazomib,FALSE
0.655555556,0.766666667,-0.144139471,ixazomib,FALSE
0.666666667,0.766666667,-0.148899657,ixazomib,FALSE
0.677777778,0.766666667,-0.149134811,ixazomib,FALSE
0.688888889,0.766666667,-0.164645081,ixazomib,FALSE
0.7,0.766666667,-0.165030124,ixazomib,FALSE
0.711111111,0.766666667,-0.166868854,ixazomib,FALSE
0.722222222,0.766666667,-0.167759571,ixazomib,FALSE
0.733333333,0.766666667,-0.170453141,ixazomib,FALSE
0.744444444,0.766666667,-0.179365708,ixazomib,FALSE
0.744444444,0.777777778,-0.188931223,ixazomib,FALSE
0.755555556,0.777777778,-0.18908991,ixazomib,FALSE
0.766666667,0.777777778,-0.1946158,ixazomib,FALSE
0.777777778,0.777777778,-0.206333603,ixazomib,FALSE
0.777777778,0.788888889,-0.209168685,ixazomib,FALSE
0.777777778,0.8,-0.21526593,ixazomib,FALSE
0.788888889,0.8,-0.229611934,ixazomib,FALSE
0.788888889,0.811111111,-0.232083225,ixazomib,FALSE
0.8,0.811111111,-0.240389762,ixazomib,FALSE
0.811111111,0.811111111,-0.246315177,ixazomib,FALSE
0.822222222,0.811111111,-0.24977608,ixazomib,FALSE
0.822222222,0.822222222,-0.2500438,ixazomib,FALSE
0.833333333,0.822222222,-0.250048351,ixazomib,FALSE
0.844444444,0.822222222,-0.252813193,ixazomib,FALSE
0.855555556,0.822222222,-0.269081417,ixazomib,FALSE
0.866666667,0.822222222,-0.270275042,ixazomib,FALSE
0.866666667,0.833333333,-0.286667208,ixazomib,FALSE
0.877777778,0.833333333,-0.293876722,ixazomib,FALSE
0.888888889,0.833333333,-0.303555728,ixazomib,FALSE
0.888888889,0.844444444,-0.303886161,ixazomib,FALSE
0.888888889,0.855555556,-0.304457224,ixazomib,FALSE
0.888888889,0.866666667,-0.309289495,ixazomib,FALSE
0.9,0.866666667,-0.319794645,ixazomib,FALSE
0.911111111,0.866666667,-0.321755421,ixazomib,FALSE
0.911111111,0.877777778,-0.324308472,ixazomib,FALSE
0.911111111,0.888888889,-0.342407708,ixazomib,FALSE
0.922222222,0.888888889,-0.345953415,ixazomib,FALSE
0.933333333,0.888888889,-0.35675801,ixazomib,FALSE
0.944444444,0.888888889,-0.36428323,ixazomib,FALSE
0.955555556,0.888888889,-0.371855351,ixazomib,FALSE
0.955555556,0.9,-0.386503216,ixazomib,FALSE
0.955555556,0.911111111,-0.400244015,ixazomib,FALSE
0.966666667,0.911111111,-0.41987078,ixazomib,FALSE
0.977777778,0.911111111,-0.420021029,ixazomib,FALSE
0.977777778,0.922222222,-0.435583493,ixazomib,FALSE
0.977777778,0.933333333,-0.448170469,ixazomib,FALSE
0.988888889,0.933333333,-0.450455089,ixazomib,FALSE
0.988888889,0.944444444,-0.454921172,ixazomib,FALSE
0.988888889,0.955555556,-0.456496177,ixazomib,FALSE
1,0.955555556,-0.481613353,ixazomib,FALSE
1,0.966666667,-0.513684946,ixazomib,FALSE
1,0.977777778,-0.517954156,ixazomib,FALSE
1,0.988888889,-0.52048796,ixazomib,FALSE
1,1,-0.538709576,ixazomib,FALSE
0,0,1.486652465,cb5083,TRUE
0,0.008333333,0.486652465,cb5083,TRUE
0.008333333,0.008333333,0.473070276,cb5083,TRUE
0.008333333,0.016666667,0.430502482,cb5083,TRUE
0.008333333,0.025,0.422205185,cb5083,TRUE
0.008333333,0.033333333,0.421955014,cb5083,TRUE
0.016666667,0.033333333,0.419761427,cb5083,TRUE
0.025,0.033333333,0.408838283,cb5083,TRUE
0.033333333,0.033333333,0.403608928,cb5083,TRUE
0.033333333,0.041666667,0.400289378,cb5083,TRUE
0.033333333,0.05,0.39118783,cb5083,TRUE
0.041666667,0.05,0.387825861,cb5083,TRUE
0.05,0.05,0.387555296,cb5083,TRUE
0.058333333,0.05,0.385518949,cb5083,TRUE
0.066666667,0.05,0.366750175,cb5083,TRUE
0.075,0.05,0.3554135,cb5083,TRUE
0.075,0.058333333,0.350934405,cb5083,TRUE
0.075,0.066666667,0.343106445,cb5083,TRUE
0.083333333,0.066666667,0.326768853,cb5083,TRUE
0.083333333,0.075,0.318892187,cb5083,TRUE
0.083333333,0.083333333,0.309793323,cb5083,TRUE
0.091666667,0.083333333,0.30835707,cb5083,TRUE
0.1,0.083333333,0.303960463,cb5083,TRUE
0.108333333,0.083333333,0.303779133,cb5083,TRUE
0.108333333,0.091666667,0.302944496,cb5083,TRUE
0.116666667,0.091666667,0.296567438,cb5083,TRUE
0.125,0.091666667,0.293525627,cb5083,TRUE
0.125,0.1,0.292926903,cb5083,TRUE
0.125,0.108333333,0.288787733,cb5083,TRUE
0.133333333,0.108333333,0.286316382,cb5083,TRUE
0.133333333,0.116666667,0.28510146,cb5083,TRUE
0.133333333,0.125,0.271081367,cb5083,TRUE
0.133333333,0.133333333,0.260879108,cb5083,TRUE
0.133333333,0.141666667,0.258233869,cb5083,TRUE
0.141666667,0.141666667,0.255988072,cb5083,TRUE
0.141666667,0.15,0.254234789,cb5083,TRUE
0.141666667,0.158333333,0.249767559,cb5083,TRUE
0.141666667,0.166666667,0.244881357,cb5083,TRUE
0.15,0.166666667,0.242611837,cb5083,TRUE
0.15,0.175,0.240794772,cb5083,TRUE
0.15,0.183333333,0.237261341,cb5083,TRUE
0.158333333,0.183333333,0.22987452,cb5083,TRUE
0.158333333,0.191666667,0.222597764,cb5083,TRUE
0.158333333,0.2,0.221761178,cb5083,TRUE
0.166666667,0.2,0.212904108,cb5083,TRUE
0.175,0.2,0.20954162,cb5083,TRUE
0.183333333,0.2,0.209440536,cb5083,TRUE
0.191666667,0.2,0.207745943,cb5083,TRUE
0.2,0.2,0.206819455,cb5083,TRUE
0.208333333,0.2,0.202978901,cb5083,TRUE
0.208333333,0.208333333,0.194036048,cb5083,TRUE
0.208333333,0.216666667,0.193084424,cb5083,TRUE
0.208333333,0.225,0.190889198,cb5083,TRUE
0.208333333,0.233333333,0.181986498,cb5083,TRUE
0.216666667,0.233333333,0.181347245,cb5083,TRUE
0.216666667,0.241666667,0.176474354,cb5083,TRUE
0.216666667,0.25,0.175672085,cb5083,TRUE
0.225,0.25,0.174866571,cb5083,TRUE
0.233333333,0.25,0.171288405,cb5083,TRUE
0.233333333,0.258333333,0.168279152,cb5083,TRUE
0.241666667,0.258333333,0.15373534,cb5083,TRUE
0.25,0.258333333,0.151982884,cb5083,TRUE
0.25,0.266666667,0.151414238,cb5083,TRUE
0.25,0.275,0.149826765,cb5083,TRUE
0.25,0.283333333,0.146453298,cb5083,TRUE
0.258333333,0.283333333,0.141325027,cb5083,TRUE
0.266666667,0.283333333,0.139601128,cb5083,TRUE
0.266666667,0.291666667,0.139550456,cb5083,TRUE
0.266666667,0.3,0.128842379,cb5083,TRUE
0.275,0.3,0.126470597,cb5083,TRUE
0.275,0.308333333,0.1260274,cb5083,TRUE
0.283333333,0.308333333,0.123831883,cb5083,TRUE
0.291666667,0.308333333,0.118831334,cb5083,TRUE
0.291666667,0.316666667,0.111868371,cb5083,TRUE
0.3,0.316666667,0.106649543,cb5083,TRUE
0.308333333,0.316666667,0.099055406,cb5083,TRUE
0.316666667,0.316666667,0.098065578,cb5083,TRUE
0.316666667,0.325,0.096975746,cb5083,TRUE
0.325,0.325,0.096248229,cb5083,TRUE
0.325,0.333333333,0.0929966,cb5083,TRUE
0.325,0.341666667,0.092047693,cb5083,TRUE
0.333333333,0.341666667,0.092027191,cb5083,TRUE
0.341666667,0.341666667,0.091075199,cb5083,TRUE
0.341666667,0.35,0.090896921,cb5083,TRUE
0.35,0.35,0.082710164,cb5083,TRUE
0.358333333,0.35,0.082572583,cb5083,TRUE
0.358333333,0.358333333,0.079260667,cb5083,TRUE
0.366666667,0.358333333,0.078234565,cb5083,TRUE
0.366666667,0.366666667,0.077882919,cb5083,TRUE
0.375,0.366666667,0.076841441,cb5083,TRUE
0.375,0.375,0.07498787,cb5083,TRUE
0.383333333,0.375,0.07464451,cb5083,TRUE
0.391666667,0.375,0.074281123,cb5083,TRUE
0.4,0.375,0.07295954,cb5083,TRUE
0.4,0.383333333,0.069632179,cb5083,TRUE
0.4,0.391666667,0.069003481,cb5083,TRUE
0.4,0.4,0.068452553,cb5083,TRUE
0.408333333,0.4,0.067446602,cb5083,TRUE
0.416666667,0.4,0.065552034,cb5083,TRUE
0.416666667,0.408333333,0.065344542,cb5083,TRUE
0.416666667,0.416666667,0.06491054,cb5083,TRUE
0.416666667,0.425,0.060662972,cb5083,TRUE
0.416666667,0.433333333,0.058093872,cb5083,TRUE
0.425,0.433333333,0.054958244,cb5083,TRUE
0.425,0.441666667,0.052859017,cb5083,TRUE
0.433333333,0.441666667,0.050084726,cb5083,TRUE
0.441666667,0.441666667,0.045201616,cb5083,TRUE
0.45,0.441666667,0.038828964,cb5083,TRUE
0.45,0.45,0.031535394,cb5083,TRUE
0.458333333,0.45,0.024750725,cb5083,TRUE
0.458333333,0.458333333,0.02441627,cb5083,TRUE
0.458333333,0.466666667,0.022243168,cb5083,TRUE
0.466666667,0.466666667,0.019651477,cb5083,TRUE
0.475,0.466666667,0.01895765,cb5083,TRUE
0.483333333,0.466666667,0.014509184,cb5083,TRUE
0.483333333,0.475,0.01277938,cb5083,TRUE
0.491666667,0.475,0.010806664,cb5083,TRUE
0.5,0.475,0.009528654,cb5083,TRUE
0.5,0.483333333,0.005152968,cb5083,TRUE
0.5,0.491666667,0.003896638,cb5083,TRUE
0.5,0.5,0.002060493,cb5083,TRUE
0.5,0.508333333,0.001966057,cb5083,TRUE
0.508333333,0.508333333,0.000964204,cb5083,TRUE
0.516666667,0.508333333,-0.002394337,cb5083,TRUE
0.516666667,0.516666667,-0.009640999,cb5083,TRUE
0.525,0.516666667,-0.010715739,cb5083,TRUE
0.525,0.525,-0.014453479,cb5083,TRUE
0.525,0.533333333,-0.025898428,cb5083,TRUE
0.533333333,0.533333333,-0.027207878,cb5083,TRUE
0.541666667,0.533333333,-0.035622646,cb5083,TRUE
0.55,0.533333333,-0.041773599,cb5083,TRUE
0.558333333,0.533333333,-0.047354515,cb5083,TRUE
