fpr,tpr,threshold,model_split,shuffled
0,0,1.574783753,training,TRUE
0.009803922,0,0.574783753,training,TRUE
0.019607843,0,0.520597313,training,TRUE
0.019607843,0.009803922,0.520472499,training,TRUE
0.019607843,0.019607843,0.51615001,training,TRUE
0.029411765,0.019607843,0.49690496,training,TRUE
0.039215686,0.019607843,0.496050113,training,TRUE
0.049019608,0.019607843,0.485437735,training,TRUE
0.058823529,0.019607843,0.462641393,training,TRUE
0.058823529,0.029411765,0.461336877,training,TRUE
0.058823529,0.039215686,0.452869916,training,TRUE
0.058823529,0.049019608,0.447560323,training,TRUE
0.058823529,0.058823529,0.444980589,training,TRUE
0.058823529,0.068627451,0.441854968,training,TRUE
0.058823529,0.078431373,0.435585458,training,TRUE
0.068627451,0.078431373,0.431610643,training,TRUE
0.078431373,0.078431373,0.430491328,training,TRUE
0.088235294,0.078431373,0.430422687,training,TRUE
0.098039216,0.078431373,0.414330492,training,TRUE
0.107843137,0.078431373,0.397844724,training,TRUE
0.117647059,0.078431373,0.396564833,training,TRUE
0.117647059,0.088235294,0.385123211,training,TRUE
0.12745098,0.088235294,0.373407521,training,TRUE
0.12745098,0.098039216,0.373372294,training,TRUE
0.137254902,0.098039216,0.3674431,training,TRUE
0.137254902,0.107843137,0.365782379,training,TRUE
0.147058824,0.107843137,0.35891826,training,TRUE
0.147058824,0.117647059,0.358110054,training,TRUE
0.156862745,0.117647059,0.351956025,training,TRUE
0.156862745,0.12745098,0.340361996,training,TRUE
0.166666667,0.12745098,0.337664296,training,TRUE
0.176470588,0.12745098,0.333935897,training,TRUE
0.18627451,0.12745098,0.333715988,training,TRUE
0.196078431,0.12745098,0.331749292,training,TRUE
0.196078431,0.137254902,0.32729336,training,TRUE
0.196078431,0.147058824,0.3130735,training,TRUE
0.196078431,0.156862745,0.309498486,training,TRUE
0.205882353,0.156862745,0.304653747,training,TRUE
0.205882353,0.166666667,0.301471861,training,TRUE
0.215686275,0.166666667,0.300423888,training,TRUE
0.215686275,0.176470588,0.29776491,training,TRUE
0.225490196,0.176470588,0.297616467,training,TRUE
0.225490196,0.18627451,0.295878637,training,TRUE
0.225490196,0.196078431,0.294894578,training,TRUE
0.225490196,0.205882353,0.294717287,training,TRUE
0.235294118,0.205882353,0.28702052,training,TRUE
0.245098039,0.205882353,0.284922806,training,TRUE
0.245098039,0.215686275,0.284806162,training,TRUE
0.254901961,0.215686275,0.282932305,training,TRUE
0.264705882,0.215686275,0.280848621,training,TRUE
0.264705882,0.225490196,0.274155772,training,TRUE
0.274509804,0.225490196,0.270562873,training,TRUE
0.284313725,0.225490196,0.270025958,training,TRUE
0.294117647,0.225490196,0.26958358,training,TRUE
0.303921569,0.225490196,0.268597783,training,TRUE
0.31372549,0.225490196,0.263842447,training,TRUE
0.323529412,0.225490196,0.263076559,training,TRUE
0.323529412,0.235294118,0.259943563,training,TRUE
0.333333333,0.235294118,0.258141407,training,TRUE
0.343137255,0.235294118,0.254311983,training,TRUE
0.352941176,0.235294118,0.253250906,training,TRUE
0.362745098,0.235294118,0.250292157,training,TRUE
0.362745098,0.245098039,0.244841555,training,TRUE
0.37254902,0.245098039,0.243033294,training,TRUE
0.37254902,0.254901961,0.237864847,training,TRUE
0.37254902,0.264705882,0.235890516,training,TRUE
0.382352941,0.264705882,0.229495565,training,TRUE
0.392156863,0.264705882,0.222177386,training,TRUE
0.392156863,0.274509804,0.215434233,training,TRUE
0.392156863,0.284313725,0.210952269,training,TRUE
0.401960784,0.284313725,0.206671187,training,TRUE
0.401960784,0.294117647,0.204068459,training,TRUE
0.401960784,0.303921569,0.203882614,training,TRUE
0.411764706,0.303921569,0.19674139,training,TRUE
0.411764706,0.31372549,0.195133072,training,TRUE
0.411764706,0.323529412,0.185956998,training,TRUE
0.421568627,0.323529412,0.181455612,training,TRUE
0.431372549,0.323529412,0.175279039,training,TRUE
0.431372549,0.333333333,0.175188434,training,TRUE
0.441176471,0.333333333,0.175113406,training,TRUE
0.450980392,0.333333333,0.173037457,training,TRUE
0.460784314,0.333333333,0.173002773,training,TRUE
0.460784314,0.343137255,0.165769765,training,TRUE
0.470588235,0.343137255,0.156760688,training,TRUE
0.480392157,0.343137255,0.142381071,training,TRUE
0.480392157,0.352941176,0.128406524,training,TRUE
0.490196078,0.352941176,0.124637404,training,TRUE
0.5,0.352941176,0.119176216,training,TRUE
0.509803922,0.352941176,0.117225056,training,TRUE
0.509803922,0.362745098,0.10988057,training,TRUE
0.519607843,0.362745098,0.099360814,training,TRUE
0.519607843,0.37254902,0.099201233,training,TRUE
0.519607843,0.382352941,0.097852317,training,TRUE
0.519607843,0.392156863,0.09253346,training,TRUE
0.519607843,0.401960784,0.092202852,training,TRUE
0.529411765,0.401960784,0.081469791,training,TRUE
0.539215686,0.401960784,0.081460894,training,TRUE
0.539215686,0.411764706,0.076336502,training,TRUE
0.539215686,0.421568627,0.072937532,training,TRUE
0.539215686,0.431372549,0.055452022,training,TRUE
0.539215686,0.441176471,0.049842749,training,TRUE
0.549019608,0.441176471,0.049035438,training,TRUE
0.549019608,0.450980392,0.046402048,training,TRUE
0.549019608,0.460784314,0.038278363,training,TRUE
0.558823529,0.460784314,0.035637907,training,TRUE
0.558823529,0.470588235,0.034092752,training,TRUE
0.558823529,0.480392157,0.031913965,training,TRUE
0.568627451,0.480392157,0.028932298,training,TRUE
0.578431373,0.480392157,0.02724921,training,TRUE
0.588235294,0.480392157,0.02086874,training,TRUE
0.598039216,0.480392157,0.019446693,training,TRUE
0.607843137,0.480392157,0.018156008,training,TRUE
0.617647059,0.480392157,0.015902224,training,TRUE
0.62745098,0.480392157,0.014359662,training,TRUE
0.62745098,0.490196078,0.011746415,training,TRUE
0.62745098,0.5,0.008625292,training,TRUE
0.62745098,0.509803922,0.000539795,training,TRUE
