column_match_pair_a,Metadata_clone_number_pair_a,Metadata_treatment_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b,Metadata_treatment_pair_b
1,WT002,DMSO,0,0.49337760778011025,0,BZ017,DMSO
2,WT008,DMSO,0,0.12482996486677961,0,BZ017,DMSO
3,WT009,DMSO,0,0.4734999474557834,0,BZ017,DMSO
4,BZ018,DMSO,0,0.16918952121162026,0,BZ017,DMSO
5,WT_parental,DMSO,0,0.3447922451702575,0,BZ017,DMSO
6,WT011,DMSO,0,0.2519360066053852,0,BZ017,DMSO
7,BZ001,DMSO,0,0.05701149958767266,0,BZ017,DMSO
8,BZ008,DMSO,0,0.2741852401810305,0,BZ017,DMSO
9,WT_parental,DMSO,0,0.0959432402629925,0,BZ017,DMSO
10,BZ017,DMSO,0,0.8303298941223861,0,BZ017,DMSO
11,BZ008,DMSO,0,0.5635696053624325,0,BZ017,DMSO
12,BZ001,DMSO,0,0.200616981136305,0,BZ017,DMSO
13,WT011,DMSO,0,0.33131708400724325,0,BZ017,DMSO
14,BZ018,DMSO,0,-0.03420276224907525,0,BZ017,DMSO
15,WT_parental,DMSO,0,0.0917435034150858,0,BZ017,DMSO
16,WT009,DMSO,0,0.005474037609961739,0,BZ017,DMSO
17,WT008,DMSO,0,0.011162069961775465,0,BZ017,DMSO
18,WT002,DMSO,0,0.2109220630785503,0,BZ017,DMSO
19,WT_parental,DMSO,0,0.08841439977562911,0,BZ017,DMSO
20,BZ017,DMSO,0,0.7774763636154047,0,BZ017,DMSO
21,WT002,DMSO,0,0.28993622813165754,0,BZ017,DMSO
22,WT008,DMSO,0,0.0549031612563758,0,BZ017,DMSO
23,WT009,DMSO,0,0.08719413626468119,0,BZ017,DMSO
24,BZ018,DMSO,0,-0.07289476731892187,0,BZ017,DMSO
25,WT_parental,DMSO,0,-0.015064860785188256,0,BZ017,DMSO
26,WT011,DMSO,0,0.23079110039097198,0,BZ017,DMSO
27,BZ001,DMSO,0,-0.12576099430339513,0,BZ017,DMSO
28,BZ008,DMSO,0,0.08705256806459981,0,BZ017,DMSO
29,WT_parental,DMSO,0,-0.125997475723836,0,BZ017,DMSO
30,WT_parental,DMSO,0,0.5096507982075591,0,BZ017,DMSO
31,BZ017,bortezomib,0,0.23238781504348593,0,BZ017,DMSO
32,WT002,bortezomib,0,0.17849712516590724,0,BZ017,DMSO
33,WT008,bortezomib,0,-0.42273771327436105,0,BZ017,DMSO
34,WT009,bortezomib,0,-0.3814642244086227,0,BZ017,DMSO
35,BZ018,bortezomib,0,-0.33673064345526277,0,BZ017,DMSO
36,WT_parental,bortezomib,0,-0.3693395261623845,0,BZ017,DMSO
37,WT011,bortezomib,0,-0.26084263171082106,0,BZ017,DMSO
38,BZ001,bortezomib,0,-0.47268770252315306,0,BZ017,DMSO
39,BZ008,bortezomib,0,-0.3135326782506794,0,BZ017,DMSO
40,WT_parental,DMSO,0,0.5121248292318906,0,BZ017,DMSO
41,BZ017,bortezomib,0,0.15396514902773092,0,BZ017,DMSO
42,BZ008,bortezomib,0,0.13975740798901398,0,BZ017,DMSO
43,BZ001,bortezomib,0,-0.3383739254704921,0,BZ017,DMSO
44,WT011,bortezomib,0,-0.0770770074104301,0,BZ017,DMSO
45,BZ018,bortezomib,0,-0.3537723922402437,0,BZ017,DMSO
46,WT_parental,bortezomib,0,-0.44127311254171925,0,BZ017,DMSO
47,WT009,bortezomib,0,-0.3875827441453449,0,BZ017,DMSO
48,WT008,bortezomib,0,-0.48434523649046773,0,BZ017,DMSO
49,WT002,bortezomib,0,-0.13422046139071475,0,BZ017,DMSO
50,WT_parental,DMSO,0,0.44943180523832504,0,BZ017,DMSO
51,BZ017,bortezomib,0,0.08949283572149586,0,BZ017,DMSO
52,WT002,bortezomib,0,0.1305232482312908,0,BZ017,DMSO
53,WT008,bortezomib,0,-0.5080313347187563,0,BZ017,DMSO
54,WT009,bortezomib,0,-0.398215423489489,0,BZ017,DMSO
55,BZ018,bortezomib,0,-0.3664148224385772,0,BZ017,DMSO
56,WT_parental,bortezomib,0,-0.3674018391560433,0,BZ017,DMSO
57,WT011,bortezomib,0,-0.2981798866241186,0,BZ017,DMSO
58,BZ001,bortezomib,0,-0.45219137657934194,0,BZ017,DMSO
59,BZ008,bortezomib,0,-0.32422767401090763,0,BZ017,DMSO
2,WT008,DMSO,1,0.07481165082267921,1,WT002,DMSO
3,WT009,DMSO,1,0.20743840060521906,1,WT002,DMSO
4,BZ018,DMSO,1,-0.2250093024731454,1,WT002,DMSO
5,WT_parental,DMSO,1,0.196389086451236,1,WT002,DMSO
6,WT011,DMSO,1,0.1648745884235111,1,WT002,DMSO
7,BZ001,DMSO,1,-0.3961273613811106,1,WT002,DMSO
8,BZ008,DMSO,1,0.20367401246775352,1,WT002,DMSO
9,WT_parental,DMSO,1,0.022712959900493844,1,WT002,DMSO
10,BZ017,DMSO,1,0.44062532946597754,1,WT002,DMSO
11,BZ008,DMSO,1,0.5871864944571914,1,WT002,DMSO
12,BZ001,DMSO,1,-0.43035974791580967,1,WT002,DMSO
13,WT011,DMSO,1,0.03749472704036629,1,WT002,DMSO
14,BZ018,DMSO,1,-0.4076597728332556,1,WT002,DMSO
15,WT_parental,DMSO,1,0.3309512671747669,1,WT002,DMSO
16,WT009,DMSO,1,0.2537175042290846,1,WT002,DMSO
17,WT008,DMSO,1,0.12923364196747977,1,WT002,DMSO
18,WT002,DMSO,1,0.7961058579332028,1,WT002,DMSO
19,WT_parental,DMSO,1,0.08755249126311876,1,WT002,DMSO
20,BZ017,DMSO,1,0.5290408166031592,1,WT002,DMSO
21,WT002,DMSO,1,0.7735778385753369,1,WT002,DMSO
22,WT008,DMSO,1,0.07156158021087944,1,WT002,DMSO
23,WT009,DMSO,1,0.04897458889313559,1,WT002,DMSO
24,BZ018,DMSO,1,-0.41748200496655546,1,WT002,DMSO
25,WT_parental,DMSO,1,0.20352703629189078,1,WT002,DMSO
26,WT011,DMSO,1,-0.11017895244287916,1,WT002,DMSO
27,BZ001,DMSO,1,-0.41753299774929514,1,WT002,DMSO
28,BZ008,DMSO,1,0.4993925141548442,1,WT002,DMSO
29,WT_parental,DMSO,1,0.057645156969331875,1,WT002,DMSO
30,WT_parental,DMSO,1,0.0492648608821227,1,WT002,DMSO
31,BZ017,bortezomib,1,0.42285066143802413,1,WT002,DMSO
32,WT002,bortezomib,1,0.5658826401621605,1,WT002,DMSO
33,WT008,bortezomib,1,-0.2562959502693945,1,WT002,DMSO
34,WT009,bortezomib,1,-0.39253957214910823,1,WT002,DMSO
35,BZ018,bortezomib,1,-0.6170047339303316,1,WT002,DMSO
36,WT_parental,bortezomib,1,-0.37655990063865347,1,WT002,DMSO
37,WT011,bortezomib,1,-0.3777976532889543,1,WT002,DMSO
38,BZ001,bortezomib,1,-0.6136286822290757,1,WT002,DMSO
39,BZ008,bortezomib,1,0.057029647998380506,1,WT002,DMSO
40,WT_parental,DMSO,1,0.06001006739044261,1,WT002,DMSO
41,BZ017,bortezomib,1,0.481639314976472,1,WT002,DMSO
42,BZ008,bortezomib,1,0.5913364116842939,1,WT002,DMSO
43,BZ001,bortezomib,1,-0.38881138398260146,1,WT002,DMSO
44,WT011,bortezomib,1,-0.2824660991799632,1,WT002,DMSO
45,BZ018,bortezomib,1,-0.6102720693918969,1,WT002,DMSO
46,WT_parental,bortezomib,1,-0.32785544134495503,1,WT002,DMSO
