column_match_pair_a,Metadata_clone_number_pair_a,row_match,pairwise_correlation,column_match_pair_b,Metadata_clone_number_pair_b
27,WT009,5,0.18825933293893116,5,WT002
28,WT009,5,0.3962487228360383,5,WT002
29,WT_parental,5,-0.5714603878649022,5,WT002
30,WT010,5,-0.11466469239933216,5,WT002
31,WT010,5,-0.39222219461457547,5,WT002
32,WT010,5,-0.2614755694639674,5,WT002
33,WT011,5,0.4145637106503601,5,WT002
34,WT011,5,0.4777253997981711,5,WT002
35,WT011,5,0.2800302498255674,5,WT002
36,WT012,5,-0.3023968873043592,5,WT002
37,WT012,5,0.1631957620560487,5,WT002
38,WT012,5,0.2983255691549548,5,WT002
39,WT013,5,-0.2516133505956905,5,WT002
40,WT013,5,-0.27926980745025787,5,WT002
41,WT013,5,-0.2905619879831157,5,WT002
42,WT014,5,-0.3749792691143867,5,WT002
43,WT014,5,-0.2898783242484203,5,WT002
44,WT014,5,-0.2054737452130203,5,WT002
45,WT015,5,-0.1625146046322135,5,WT002
46,WT015,5,-0.33339242766978266,5,WT002
47,WT015,5,-0.235510854894414,5,WT002
7,WT003,6,0.7305934880693626,6,WT003
8,WT003,6,0.8362510848951848,6,WT003
9,WT_parental,6,-0.5881310213260155,6,WT003
10,WT004,6,-0.20297236229801147,6,WT003
11,WT004,6,-0.07771735265954965,6,WT003
12,WT004,6,0.06331079396281782,6,WT003
13,WT005,6,0.1707995264724162,6,WT003
14,WT005,6,0.329280512650868,6,WT003
15,WT005,6,0.27104667019742046,6,WT003
16,WT006,6,0.4588452526327823,6,WT003
17,WT006,6,0.3529790057054088,6,WT003
18,WT006,6,0.2173623816109724,6,WT003
19,WT_parental,6,-0.4560800383021896,6,WT003
20,WT007,6,-0.06273014222468512,6,WT003
21,WT007,6,-0.12362128381809652,6,WT003
22,WT007,6,-0.08540962750274624,6,WT003
23,WT008,6,-0.2730632959982557,6,WT003
24,WT008,6,-0.2038495708689942,6,WT003
25,WT008,6,-0.12128399155123534,6,WT003
26,WT009,6,0.07461805964636674,6,WT003
27,WT009,6,-0.0939105432523791,6,WT003
28,WT009,6,-0.07139131581885785,6,WT003
29,WT_parental,6,-0.21923215863583925,6,WT003
30,WT010,6,0.42392071570124096,6,WT003
31,WT010,6,0.6024668031170632,6,WT003
32,WT010,6,0.5847450239989577,6,WT003
33,WT011,6,-0.20056087491089253,6,WT003
34,WT011,6,-0.39390740500475974,6,WT003
35,WT011,6,-0.3179328349234627,6,WT003
36,WT012,6,0.4193750290804847,6,WT003
37,WT012,6,0.27969119722377017,6,WT003
38,WT012,6,0.5156517391754744,6,WT003
39,WT013,6,0.11119757901982445,6,WT003
40,WT013,6,0.21729470700699582,6,WT003
41,WT013,6,0.2065798767854635,6,WT003
42,WT014,6,-0.31322243059996335,6,WT003
43,WT014,6,-0.4841845004901761,6,WT003
44,WT014,6,-0.5600106014698297,6,WT003
45,WT015,6,0.06166636299165683,6,WT003
46,WT015,6,0.4446506102123907,6,WT003
47,WT015,6,0.27169629099301956,6,WT003
8,WT003,7,0.6938654703775718,7,WT003
9,WT_parental,7,-0.3738802331790947,7,WT003
10,WT004,7,-0.12602525172426554,7,WT003
11,WT004,7,0.015252615566021716,7,WT003
12,WT004,7,0.11605788106994167,7,WT003
13,WT005,7,-0.04508216669425009,7,WT003
14,WT005,7,0.12885727877596553,7,WT003
15,WT005,7,0.08289941284699241,7,WT003
16,WT006,7,0.4815913509957486,7,WT003
17,WT006,7,0.5140022541636005,7,WT003
18,WT006,7,0.33633727257802726,7,WT003
19,WT_parental,7,-0.2104382313388072,7,WT003
20,WT007,7,-0.08523966961701734,7,WT003
21,WT007,7,-0.1355394645206641,7,WT003
22,WT007,7,-0.07586336725031856,7,WT003
23,WT008,7,-0.32451636163007697,7,WT003
24,WT008,7,-0.2256347777710574,7,WT003
25,WT008,7,-0.21051504115393385,7,WT003
26,WT009,7,-0.11286270216506517,7,WT003
27,WT009,7,0.09320071174957123,7,WT003
28,WT009,7,-0.23385396817310064,7,WT003
29,WT_parental,7,-0.0612637482334732,7,WT003
30,WT010,7,0.3208929926643702,7,WT003
31,WT010,7,0.4443153861342683,7,WT003
32,WT010,7,0.5009531302275633,7,WT003
33,WT011,7,-0.38446648527865634,7,WT003
34,WT011,7,-0.3534383039897263,7,WT003
35,WT011,7,-0.361306419992394,7,WT003
36,WT012,7,0.5213595515847591,7,WT003
37,WT012,7,0.4832336424065168,7,WT003
38,WT012,7,0.27039320427064945,7,WT003
39,WT013,7,0.061017480982347744,7,WT003
40,WT013,7,0.23482065607724437,7,WT003
41,WT013,7,0.13061424358287757,7,WT003
42,WT014,7,-0.10375765654449676,7,WT003
43,WT014,7,-0.22011447613543528,7,WT003
44,WT014,7,-0.29447640335343506,7,WT003
45,WT015,7,0.0005693553351632434,7,WT003
46,WT015,7,0.3972351549305567,7,WT003
47,WT015,7,0.15697479472823703,7,WT003
9,WT_parental,8,-0.2999997743173325,8,WT003
10,WT004,8,-0.21973574788137318,8,WT003
11,WT004,8,-0.247961771791875,8,WT003
12,WT004,8,-0.06826036429533962,8,WT003
13,WT005,8,-0.07309206249172648,8,WT003
14,WT005,8,0.03798437983391793,8,WT003
15,WT005,8,-0.0038165675035998752,8,WT003
16,WT006,8,0.49271517016739735,8,WT003
17,WT006,8,0.40053965010204207,8,WT003
18,WT006,8,0.3542736782298308,8,WT003
19,WT_parental,8,-0.14404403587308026,8,WT003
20,WT007,8,-0.17250829970685963,8,WT003
21,WT007,8,-0.2593945301894427,8,WT003
22,WT007,8,-0.2569982443905489,8,WT003
23,WT008,8,-0.3525340396444423,8,WT003
24,WT008,8,-0.282382978472385,8,WT003
25,WT008,8,-0.2395812409417043,8,WT003
26,WT009,8,-0.07542758248986771,8,WT003
27,WT009,8,-0.17767463987232715,8,WT003
28,WT009,8,-0.09550126549409696,8,WT003
29,WT_parental,8,0.10007648238969655,8,WT003
30,WT010,8,0.43832449068755097,8,WT003
31,WT010,8,0.5965077740405731,8,WT003
32,WT010,8,0.5525143140461265,8,WT003
33,WT011,8,-0.38384386353457106,8,WT003
34,WT011,8,-0.5004127678561439,8,WT003
35,WT011,8,-0.4297731264135012,8,WT003
36,WT012,8,0.4520438000658503,8,WT003
37,WT012,8,0.3316412632895897,8,WT003
38,WT012,8,0.5012212509565741,8,WT003
39,WT013,8,0.21874181747701932,8,WT003
40,WT013,8,0.2993375310712192,8,WT003
41,WT013,8,0.2932981107937487,8,WT003
42,WT014,8,-0.1052427716357821,8,WT003
43,WT014,8,-0.299281046531151,8,WT003
44,WT014,8,-0.3955064997902195,8,WT003
45,WT015,8,0.1100298516528203,8,WT003
46,WT015,8,0.5597370128199665,8,WT003
47,WT015,8,0.40184828240748294,8,WT003
10,WT004,9,0.4252633723157467,9,WT_parental
11,WT004,9,0.09453216058708709,9,WT_parental
12,WT004,9,0.003971524581393025,9,WT_parental
13,WT005,9,-0.26474954987395594,9,WT_parental
14,WT005,9,-0.583214568863744,9,WT_parental
15,WT005,9,-0.5444641930950095,9,WT_parental
16,WT006,9,-0.17674207167308875,9,WT_parental
17,WT006,9,-0.23759778506096987,9,WT_parental
18,WT006,9,0.12122189335649397,9,WT_parental
19,WT_parental,9,0.9352244366442455,9,WT_parental
20,WT007,9,-0.10741380088057674,9,WT_parental
21,WT007,9,-0.2028141158488685,9,WT_parental
22,WT007,9,-0.22353148865810016,9,WT_parental
23,WT008,9,-0.13499336384172814,9,WT_parental
24,WT008,9,-0.16555116627576064,9,WT_parental
25,WT008,9,-0.30026101095649343,9,WT_parental
26,WT009,9,-0.4432576603564005,9,WT_parental
27,WT009,9,-0.27555478555934804,9,WT_parental
28,WT009,9,-0.2660695088882698,9,WT_parental
29,WT_parental,9,0.7999484772894684,9,WT_parental
30,WT010,9,-0.08240024783749844,9,WT_parental
31,WT010,9,-0.20505826942007183,9,WT_parental
32,WT010,9,-0.29285144064337776,9,WT_parental
33,WT011,9,-0.18339624829590634,9,WT_parental
34,WT011,9,-0.04293218688189965,9,WT_parental
35,WT011,9,-0.07843486040025921,9,WT_parental
36,WT012,9,-0.13122616242611648,9,WT_parental
37,WT012,9,-0.15670690346652494,9,WT_parental
38,WT012,9,-0.4515674021669906,9,WT_parental
39,WT013,9,0.10158671452136991,9,WT_parental
40,WT013,9,0.02406279150262289,9,WT_parental
41,WT013,9,0.06884325723807042,9,WT_parental
42,WT014,9,0.7202185299142807,9,WT_parental
43,WT014,9,0.8182788357057971,9,WT_parental
44,WT014,9,0.823115758584902,9,WT_parental
45,WT015,9,0.07248613571048716,9,WT_parental
46,WT015,9,-0.04093611728970894,9,WT_parental
47,WT015,9,0.1724458181471137,9,WT_parental
11,WT004,10,0.6926521395757387,10,WT004
12,WT004,10,0.5531299623815679,10,WT004
13,WT005,10,0.1683911897994053,10,WT004
14,WT005,10,-0.16958482248815124,10,WT004
15,WT005,10,-0.23487406064677938,10,WT004
16,WT006,10,-0.2112010124048818,10,WT004
17,WT006,10,-0.4023265702834307,10,WT004
18,WT006,10,-0.2849501077718599,10,WT004
19,WT_parental,10,0.452385742539363,10,WT004
20,WT007,10,0.16181706455821843,10,WT004
21,WT007,10,0.05230739549319385,10,WT004
22,WT007,10,-0.011435351068795778,10,WT004
23,WT008,10,-0.15206494758883743,10,WT004
24,WT008,10,-0.16426459399793636,10,WT004
25,WT008,10,-0.2596806175177393,10,WT004
26,WT009,10,-0.3067726799967275,10,WT004
27,WT009,10,-0.3482990763050433,10,WT004
28,WT009,10,-0.5160309514652934,10,WT004
29,WT_parental,10,0.3315119570003279,10,WT004
30,WT010,10,0.034236132373824626,10,WT004
31,WT010,10,0.054868041996985355,10,WT004
32,WT010,10,-0.17385712642700188,10,WT004
33,WT011,10,0.0047130085498599435,10,WT004
34,WT011,10,0.07900725757244434,10,WT004
35,WT011,10,-0.008879096655978023,10,WT004
36,WT012,10,-0.051070672069201045,10,WT004
37,WT012,10,-0.3697238404912919,10,WT004
38,WT012,10,-0.5367653751244744,10,WT004
39,WT013,10,0.14816877726352395,10,WT004
40,WT013,10,0.004190195261095125,10,WT004
41,WT013,10,-0.09158615274163874,10,WT004
42,WT014,10,0.45458483299313013,10,WT004
43,WT014,10,0.49678999702528237,10,WT004
44,WT014,10,0.43459822739012005,10,WT004
45,WT015,10,0.08255771432540077,10,WT004
46,WT015,10,-0.11910533763916664,10,WT004
47,WT015,10,-0.09443407844881754,10,WT004
12,WT004,11,0.5840714987418808,11,WT004
13,WT005,11,0.14955764430445126,11,WT004
14,WT005,11,-0.00509241142015457,11,WT004
15,WT005,11,-0.08644253622462515,11,WT004
16,WT006,11,-0.11074816037068418,11,WT004
17,WT006,11,-0.18635628915879168,11,WT004
18,WT006,11,-0.2791466430462982,11,WT004
19,WT_parental,11,0.11558592647951062,11,WT004
20,WT007,11,0.24895810275756133,11,WT004
21,WT007,11,0.24295908443053374,11,WT004
22,WT007,11,0.1728924655487711,11,WT004
23,WT008,11,-0.024576567418997088,11,WT004
24,WT008,11,0.058099459005252256,11,WT004
25,WT008,11,-0.10401334713452733,11,WT004
26,WT009,11,-0.18801084306994334,11,WT004
27,WT009,11,-0.2194530759129464,11,WT004
28,WT009,11,-0.39315218050215966,11,WT004
29,WT_parental,11,-0.0005809511504161106,11,WT004
30,WT010,11,-0.11568654181373624,11,WT004
31,WT010,11,0.09763086662595019,11,WT004
32,WT010,11,-0.05121635278281634,11,WT004
33,WT011,11,0.16671211403611555,11,WT004
34,WT011,11,0.18055526113305453,11,WT004
35,WT011,11,0.015290634892338095,11,WT004
36,WT012,11,-0.020696085813585303,11,WT004
37,WT012,11,-0.29241758096128223,11,WT004
38,WT012,11,-0.5177866545808205,11,WT004
39,WT013,11,-0.0001963126720601043,11,WT004
40,WT013,11,0.04467866235996154,11,WT004
41,WT013,11,-0.17351115986748986,11,WT004
42,WT014,11,0.21720855996501012,11,WT004
43,WT014,11,0.25458020711817975,11,WT004
44,WT014,11,0.21214184462820077,11,WT004
45,WT015,11,-0.028609953838781104,11,WT004
46,WT015,11,-0.2270334870097817,11,WT004
47,WT015,11,-0.2840888935457297,11,WT004
13,WT005,12,0.33399182365163255,12,WT004
14,WT005,12,0.24063601331937337,12,WT004
15,WT005,12,-0.0831187001108481,12,WT004
16,WT006,12,0.20308892639714268,12,WT004
17,WT006,12,0.03379683023203417,12,WT004
18,WT006,12,0.04903345477052233,12,WT004
19,WT_parental,12,0.17156478679482912,12,WT004
20,WT007,12,-0.09255449388286878,12,WT004
21,WT007,12,-0.1003885328942541,12,WT004
22,WT007,12,-0.06378362783419665,12,WT004
23,WT008,12,-0.03747344886291259,12,WT004
24,WT008,12,-0.0800284135291481,12,WT004
25,WT008,12,-0.3626349747650408,12,WT004
26,WT009,12,0.010182742440474513,12,WT004
27,WT009,12,-0.0887638411268961,12,WT004
28,WT009,12,-0.338809422929321,12,WT004
29,WT_parental,12,0.1651841005880913,12,WT004
30,WT010,12,-0.037210359265397945,12,WT004
31,WT010,12,0.34342338538939743,12,WT004
32,WT010,12,0.14865935892899826,12,WT004
33,WT011,12,0.08430962447588708,12,WT004
34,WT011,12,-0.008704595762296988,12,WT004
35,WT011,12,0.08324023892988944,12,WT004
36,WT012,12,0.013342208834329577,12,WT004
37,WT012,12,-0.4628379651923966,12,WT004
38,WT012,12,-0.4190535400122114,12,WT004
39,WT013,12,0.3280487892349145,12,WT004
40,WT013,12,0.23682207701499391,12,WT004
41,WT013,12,0.29092512452079494,12,WT004
42,WT014,12,0.20847042732799437,12,WT004
43,WT014,12,0.08163833825733667,12,WT004
44,WT014,12,0.029593930721281265,12,WT004
45,WT015,12,0.1644920576408957,12,WT004
46,WT015,12,0.12186929218937334,12,WT004
47,WT015,12,-0.054878423216915495,12,WT004
14,WT005,13,0.7066156394855759,13,WT005
15,WT005,13,0.5491107571483619,13,WT005
16,WT006,13,-0.11805326212472832,13,WT005
17,WT006,13,-0.19482908485410674,13,WT005
18,WT006,13,-0.14089290999131995,13,WT005
19,WT_parental,13,-0.2987699624878253,13,WT005
20,WT007,13,-0.1058793872297735,13,WT005
21,WT007,13,-0.11679696535994256,13,WT005
22,WT007,13,-0.19179090590021353,13,WT005
23,WT008,13,-0.0445402490229795,13,WT005
24,WT008,13,-0.19370639150324573,13,WT005
25,WT008,13,-0.1095077913138944,13,WT005
26,WT009,13,0.1468200874214746,13,WT005
27,WT009,13,-0.08527825079414321,13,WT005
28,WT009,13,0.006310031155716595,13,WT005
29,WT_parental,13,-0.3092097146734768,13,WT005
30,WT010,13,0.12119837593345943,13,WT005
31,WT010,13,0.10179315154139831,13,WT005
32,WT010,13,-0.01964567544216388,13,WT005
33,WT011,13,0.26305062074659386,13,WT005
34,WT011,13,0.08561572336177047,13,WT005
35,WT011,13,0.04908683324360335,13,WT005
36,WT012,13,0.09280121913346848,13,WT005
37,WT012,13,-0.1275328233666927,13,WT005
38,WT012,13,0.16423855052804784,13,WT005
39,WT013,13,0.17544685759363485,13,WT005
40,WT013,13,-0.007633960664510095,13,WT005
41,WT013,13,0.10784448073675375,13,WT005
42,WT014,13,-0.2512736607962427,13,WT005
43,WT014,13,-0.278493982273666,13,WT005
44,WT014,13,-0.1947347930308571,13,WT005
45,WT015,13,0.08780754045157028,13,WT005
46,WT015,13,0.051531883046185355,13,WT005
47,WT015,13,-0.09528021111122406,13,WT005
15,WT005,14,0.7211608691099385,14,WT005
16,WT006,14,-0.0002223330944063845,14,WT005
17,WT006,14,-0.07424616076395184,14,WT005
18,WT006,14,-0.06667122560616835,14,WT005
19,WT_parental,14,-0.5858814347189083,14,WT005
20,WT007,14,-0.10073199221956207,14,WT005
21,WT007,14,-0.02380471930597778,14,WT005
22,WT007,14,-0.03512781096650633,14,WT005
23,WT008,14,0.04830328899591337,14,WT005
24,WT008,14,0.004800773480148969,14,WT005
25,WT008,14,0.08878696896372026,14,WT005
26,WT009,14,0.29907284563161207,14,WT005
27,WT009,14,0.10116380477779001,14,WT005
28,WT009,14,0.15527368056112859,14,WT005
29,WT_parental,14,-0.6067949782124383,14,WT005
30,WT010,14,0.05041868515989594,14,WT005
